commodity,commodity_subtype,zone,resource_id,component_id,type,variable,value
Cement,capacity,cement_produced,cement_MA,cement_MA_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,89.02783779650395
Cement,capacity,cement_produced,cement_CT,cement_CT_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,89.57244246512009
Cement,capacity,cement_produced,cement_ME,cement_ME_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,88.36204178836938
Cement,capacity,cement_produced,cement_MA,cement_MA_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,0.0
Cement,capacity,cement_produced,cement_CT,cement_CT_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,0.0
Cement,capacity,cement_produced,cement_ME,cement_ME_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,0.0
Electricity,capacity,elec_MA_elec_CT,MA_to_CT,MA_to_CT_elec_edge,PowerLine,capacity,2954.070185433976
Electricity,capacity,elec_MA_elec_ME,MA_to_ME,MA_to_ME_elec_edge,PowerLine,capacity,2000.002809679604
Electricity,capacity,elec_MA,storage_MA,storage_MA_discharge_edge,Battery,capacity,3871.092715702698
Electricity,capacity,elec_CT,storage_CT,storage_CT_discharge_edge,Battery,capacity,2078.81481781487
Electricity,capacity,elec_ME,storage_ME,storage_ME_discharge_edge,Battery,capacity,2625.6718640723784
Electricity,capacity,elec_MA,ng_MA,ng_MA_elec_edge,ThermalPower{NaturalGas},capacity,9276.628000478519
Electricity,capacity,elec_CT,ng_CT,ng_CT_elec_edge,ThermalPower{NaturalGas},capacity,5633.235512493658
Electricity,capacity,elec_ME,ng_ME,ng_ME_elec_edge,ThermalPower{NaturalGas},capacity,237.74320000551845
Electricity,capacity,elec_MA,solar_pv_MA,solar_pv_MA_edge,VRE,capacity,1.518563847159987
Electricity,capacity,elec_CT,solar_pv_CT,solar_pv_CT_edge,VRE,capacity,1.5940457600154032
Electricity,capacity,elec_CT,onshore_wind_CT,onshore_wind_CT_edge,VRE,capacity,3.148435996445489
Electricity,capacity,elec_ME,onshore_wind_ME,onshore_wind_ME_edge,VRE,capacity,2.545938025173921
