commodity,commodity_subtype,zone,resource_id,component_id,type,variable,value
Cement,capacity,cement_produced,cement_MA,cement_MA_cement_edge,MacroEnergy.CementPlant{NaturalGas},capacity,71.29371135069287
Cement,capacity,cement_produced,cement_CT,cement_CT_cement_edge,MacroEnergy.CementPlant{NaturalGas},capacity,77.59699487913853
Cement,capacity,cement_produced,cement_ME,cement_ME_cement_edge,MacroEnergy.CementPlant{NaturalGas},capacity,71.16953626470959
Cement,capacity,cement_produced,cement_MA,cement_MA_echem_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,9.5383090290663
Cement,capacity,cement_produced,cement_CT,cement_CT_echem_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,166.4623925024076
Cement,capacity,cement_produced,cement_ME,cement_ME_echem_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,9.040123345851057
Electricity,capacity,elec_MA_elec_CT,MA_to_CT,MA_to_CT_elec_edge,PowerLine,capacity,2951.188255097054
Electricity,capacity,elec_MA_elec_ME,MA_to_ME,MA_to_ME_elec_edge,PowerLine,capacity,2000.1848384740251
Electricity,capacity,elec_MA,storage_MA,storage_MA_discharge_edge,Battery,capacity,4605.190466540219
Electricity,capacity,elec_CT,storage_CT,storage_CT_discharge_edge,Battery,capacity,1727.2433760295087
Electricity,capacity,elec_ME,storage_ME,storage_ME_discharge_edge,Battery,capacity,3451.670337927761
Electricity,capacity,elec_MA,ng_MA,ng_MA_elec_edge,ThermalPower{NaturalGas},capacity,7949.158616257286
Electricity,capacity,elec_CT,ng_CT,ng_CT_elec_edge,ThermalPower{NaturalGas},capacity,5988.436154707489
Electricity,capacity,elec_ME,ng_ME,ng_ME_elec_edge,ThermalPower{NaturalGas},capacity,4.934940365669338
Electricity,capacity,elec_MA,solar_pv_MA,solar_pv_MA_edge,VRE,capacity,0.16132929875808902
Electricity,capacity,elec_CT,solar_pv_CT,solar_pv_CT_edge,VRE,capacity,0.1561851231436916
Electricity,capacity,elec_CT,onshore_wind_CT,onshore_wind_CT_edge,VRE,capacity,0.2771707579259748
Electricity,capacity,elec_ME,onshore_wind_ME,onshore_wind_ME_edge,VRE,capacity,0.26725659598269674
