commodity,commodity_subtype,zone,resource_id,component_id,type,variable,value
Cement,capacity,cement_produced,cement_MA,cement_MA_cement_edge,MacroEnergy.CementPlant{NaturalGas},capacity,55.92158560326331
Cement,capacity,cement_produced,cement_CT,cement_CT_cement_edge,MacroEnergy.CementPlant{NaturalGas},capacity,108.22385598493632
Cement,capacity,cement_produced,cement_ME,cement_ME_cement_edge,MacroEnergy.CementPlant{NaturalGas},capacity,55.96504438604036
Cement,capacity,cement_produced,cement_MA,cement_MA_echem_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,0.7029982288918063
Cement,capacity,cement_produced,cement_CT,cement_CT_echem_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,86.68596259672096
Cement,capacity,cement_produced,cement_ME,cement_ME_echem_cement_edge,MacroEnergy.ElectrochemCementPlant{CementMaterials},capacity,0.8266366259750574
Electricity,capacity,elec_MA_elec_CT,MA_to_CT,MA_to_CT_elec_edge,PowerLine,capacity,2950.184825840653
Electricity,capacity,elec_MA_elec_ME,MA_to_ME,MA_to_ME_elec_edge,PowerLine,capacity,2000.0037043147581
Electricity,capacity,elec_MA,storage_MA,storage_MA_discharge_edge,Battery,capacity,4798.415756391256
Electricity,capacity,elec_CT,storage_CT,storage_CT_discharge_edge,Battery,capacity,1859.4511381718078
Electricity,capacity,elec_ME,storage_ME,storage_ME_discharge_edge,Battery,capacity,3301.910816688503
Electricity,capacity,elec_MA,ng_MA,ng_MA_elec_edge,ThermalPower{NaturalGas},capacity,7902.636014272097
Electricity,capacity,elec_CT,ng_CT,ng_CT_elec_edge,ThermalPower{NaturalGas},capacity,5863.419526507489
Electricity,capacity,elec_ME,ng_ME,ng_ME_elec_edge,ThermalPower{NaturalGas},capacity,1.0055260161440827
Electricity,capacity,elec_MA,solar_pv_MA,solar_pv_MA_edge,VRE,capacity,0.03589078764284533
Electricity,capacity,elec_CT,solar_pv_CT,solar_pv_CT_edge,VRE,capacity,0.03683785095661032
Electricity,capacity,elec_CT,onshore_wind_CT,onshore_wind_CT_edge,VRE,capacity,0.06834246089353738
Electricity,capacity,elec_ME,onshore_wind_ME,onshore_wind_ME_edge,VRE,capacity,0.05787529827803599
