CT_NG,ME_NG,MA_NG,None
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
18.596171911475263,18.596171911475263,18.01610783350264,0.0
