Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_H2_z1,Demand_H2_z2,Demand_H2_z3
4732,120743,97069,36402,17408.259,8876.7789,2571.0762
4733,121051,99598,36858,17408.259,8876.7789,2571.0762
4734,125733,104580,38792,17408.259,8876.7789,2571.0762
4735,132986,113195,42771,17408.259,8876.7789,2571.0762
4736,141456,123307,47181,17408.259,8876.7789,2571.0762
4737,152752,133648,50977,17408.259,8876.7789,2571.0762
4738,165252,144222,54494,17408.259,8876.7789,2571.0762
4739,178683,153030,57546,17408.259,8876.7789,2571.0762
4740,190337,159667,59710,17408.259,8876.7789,2571.0762
4741,199004,164205,61357,17408.259,8876.7789,2571.0762
4742,203686,166615,62636,17408.259,8876.7789,2571.0762
4743,204649,167645,63389,17408.259,8876.7789,2571.0762
4744,203814,168697,64053,17408.259,8876.7789,2571.0762
4745,202017,168674,64211,17408.259,8876.7789,2571.0762
4746,199033,166943,63434,17408.259,8876.7789,2571.0762
4747,193547,162963,61905,17408.259,8876.7789,2571.0762
4748,188318,159696,60599,17408.259,8876.7789,2571.0762
4749,183641,156252,59622,17408.259,8876.7789,2571.0762
4750,176397,146266,56758,17408.259,8876.7789,2571.0762
4751,163113,134476,52021,17408.259,8876.7789,2571.0762
4752,148923,123861,47619,17408.259,8876.7789,2571.0762
4753,137131,116116,44516,17408.259,8876.7789,2571.0762
4754,128663,110238,42312,17408.259,8876.7789,2571.0762
4755,123336,106313,40997,17408.259,8876.7789,2571.0762
4756,120279,105305,40399,17408.259,8876.7789,2571.0762
4757,121290,107717,40819,17408.259,8876.7789,2571.0762
4758,125981,112664,42760,17408.259,8876.7789,2571.0762
4759,133398,120798,46516,17408.259,8876.7789,2571.0762
4760,142053,129997,50818,17408.259,8876.7789,2571.0762
4761,152875,139363,54231,17408.259,8876.7789,2571.0762
4762,165070,148914,57294,17408.259,8876.7789,2571.0762
4763,177736,156903,60049,17408.259,8876.7789,2571.0762
4764,189492,162785,62074,17408.259,8876.7789,2571.0762
4765,198854,166393,63074,17408.259,8876.7789,2571.0762
4766,206305,166211,62883,17408.259,8876.7789,2571.0762
4767,210291,162413,61511,17408.259,8876.7789,2571.0762
4768,210208,157818,59468,17408.259,8876.7789,2571.0762
4769,207472,153631,57894,17408.259,8876.7789,2571.0762
4770,202050,150165,56866,17408.259,8876.7789,2571.0762
4771,195247,145800,55401,17408.259,8876.7789,2571.0762
4772,189034,141990,53725,17408.259,8876.7789,2571.0762
4773,183576,138266,52586,17408.259,8876.7789,2571.0762
4774,176378,129130,50041,17408.259,8876.7789,2571.0762
4775,163288,117929,45797,17408.259,8876.7789,2571.0762
4776,149643,108641,41798,17408.259,8876.7789,2571.0762
4777,138154,102194,38826,17408.259,8876.7789,2571.0762
4778,130021,97823,36744,17408.259,8876.7789,2571.0762
4779,124734,94925,35519,17408.259,8876.7789,2571.0762
4780,121748,94622,34999,17408.259,8876.7789,2571.0762
4781,122981,97918,35480,17408.259,8876.7789,2571.0762
4782,127614,103646,37150,17408.259,8876.7789,2571.0762
4783,135027,110962,40069,17408.259,8876.7789,2571.0762
4784,143799,117564,43087,17408.259,8876.7789,2571.0762
4785,154833,123522,45146,17408.259,8876.7789,2571.0762
4786,167468,129508,46481,17408.259,8876.7789,2571.0762
4787,180803,134216,47571,17408.259,8876.7789,2571.0762
4788,192599,137628,48279,17408.259,8876.7789,2571.0762
4789,202311,140454,48854,17408.259,8876.7789,2571.0762
4790,209252,142230,49288,17408.259,8876.7789,2571.0762
4791,213700,143139,49265,17408.259,8876.7789,2571.0762
4792,215710,143457,49350,17408.259,8876.7789,2571.0762
4793,215941,142588,49350,17408.259,8876.7789,2571.0762
4794,211841,139273,48743,17408.259,8876.7789,2571.0762
4795,205704,134653,47601,17408.259,8876.7789,2571.0762
4796,198788,131484,46280,17408.259,8876.7789,2571.0762
4797,192584,128074,45331,17408.259,8876.7789,2571.0762
4798,184951,119918,43197,17408.259,8876.7789,2571.0762
4799,171403,110212,39660,17408.259,8876.7789,2571.0762
4800,156714,101726,36303,17408.259,8876.7789,2571.0762
4801,144304,96073,33851,17408.259,8876.7789,2571.0762
4802,135785,92103,32314,17408.259,8876.7789,2571.0762
4803,130038,89724,31415,17408.259,8876.7789,2571.0762
4804,126625,89614,31135,17408.259,8876.7789,2571.0762
4805,126646,92906,31826,17408.259,8876.7789,2571.0762
4806,130404,98157,33698,17408.259,8876.7789,2571.0762
4807,136567,103751,36641,17408.259,8876.7789,2571.0762
4808,144568,108854,39597,17408.259,8876.7789,2571.0762
4809,154867,113213,41633,17408.259,8876.7789,2571.0762
4810,166102,116874,42758,17408.259,8876.7789,2571.0762
4811,177684,119447,43318,17408.259,8876.7789,2571.0762
4812,187856,120759,43360,17408.259,8876.7789,2571.0762
4813,196312,121622,43238,17408.259,8876.7789,2571.0762
4814,202493,121513,42995,17408.259,8876.7789,2571.0762
4815,206321,120847,42484,17408.259,8876.7789,2571.0762
4816,208305,120243,42083,17408.259,8876.7789,2571.0762
4817,207673,118733,41859,17408.259,8876.7789,2571.0762
4818,204167,115902,41413,17408.259,8876.7789,2571.0762
4819,197977,112570,40703,17408.259,8876.7789,2571.0762
4820,190690,110046,39874,17408.259,8876.7789,2571.0762
4821,184678,107615,39378,17408.259,8876.7789,2571.0762
4822,177752,102003,37845,17408.259,8876.7789,2571.0762
4823,166044,94594,35010,17408.259,8876.7789,2571.0762
4824,152787,87370,32121,17408.259,8876.7789,2571.0762
4825,141543,82512,29916,17408.259,8876.7789,2571.0762
4826,132897,78935,28452,17408.259,8876.7789,2571.0762
4827,127221,76896,27561,17408.259,8876.7789,2571.0762
4828,123547,76108,27102,17408.259,8876.7789,2571.0762
4829,122085,76664,27125,17408.259,8876.7789,2571.0762
4830,122219,77545,27565,17408.259,8876.7789,2571.0762
4831,124494,80727,29247,17408.259,8876.7789,2571.0762
4832,130406,86912,32091,17408.259,8876.7789,2571.0762
4833,141609,93352,35082,17408.259,8876.7789,2571.0762
4834,154756,98538,37286,17408.259,8876.7789,2571.0762
4835,166724,102457,38750,17408.259,8876.7789,2571.0762
4836,177548,105315,39672,17408.259,8876.7789,2571.0762
4837,186178,107459,40221,17408.259,8876.7789,2571.0762
4838,192565,109327,40596,17408.259,8876.7789,2571.0762
4839,197697,110784,40918,17408.259,8876.7789,2571.0762
4840,200879,112071,41451,17408.259,8876.7789,2571.0762
4841,201132,112660,41997,17408.259,8876.7789,2571.0762
4842,198017,111541,42129,17408.259,8876.7789,2571.0762
4843,192145,109544,41458,17408.259,8876.7789,2571.0762
4844,184066,107829,40281,17408.259,8876.7789,2571.0762
4845,177410,106636,39711,17408.259,8876.7789,2571.0762
4846,170699,101798,38356,17408.259,8876.7789,2571.0762
4847,159647,94967,35755,17408.259,8876.7789,2571.0762
4848,147788,88156,32990,17408.259,8876.7789,2571.0762
4849,137254,82959,30796,17408.259,8876.7789,2571.0762
4850,129363,79332,29249,17408.259,8876.7789,2571.0762
4851,123768,76837,28264,17408.259,8876.7789,2571.0762
4852,119967,75564,27686,17408.259,8876.7789,2571.0762
4853,118099,75288,27444,17408.259,8876.7789,2571.0762
4854,117548,74921,27381,17408.259,8876.7789,2571.0762
4855,118687,77885,28653,17408.259,8876.7789,2571.0762
4856,124477,84373,31271,17408.259,8876.7789,2571.0762
4857,138308,91866,34415,17408.259,8876.7789,2571.0762
4858,152661,98937,37202,17408.259,8876.7789,2571.0762
4859,164505,104903,39414,17408.259,8876.7789,2571.0762
4860,174659,110007,41245,17408.259,8876.7789,2571.0762
4861,183146,114267,42583,17408.259,8876.7789,2571.0762
4862,189217,117964,43442,17408.259,8876.7789,2571.0762
4863,192891,120813,44087,17408.259,8876.7789,2571.0762
4864,194778,124275,44749,17408.259,8876.7789,2571.0762
4865,194468,127264,45505,17408.259,8876.7789,2571.0762
4866,192437,127639,45758,17408.259,8876.7789,2571.0762
4867,187919,125232,45120,17408.259,8876.7789,2571.0762
4868,182383,122509,44223,17408.259,8876.7789,2571.0762
4869,177129,120904,43871,17408.259,8876.7789,2571.0762
4870,170555,114840,42326,17408.259,8876.7789,2571.0762
4871,159029,106376,39250,17408.259,8876.7789,2571.0762
4872,146413,97875,36118,17408.259,8876.7789,2571.0762
4873,135575,92400,33879,17408.259,8876.7789,2571.0762
4874,127934,89079,32469,17408.259,8876.7789,2571.0762
4875,122888,87482,31539,17408.259,8876.7789,2571.0762
4876,120685,88100,31443,17408.259,8876.7789,2571.0762
4877,121527,92087,32470,17408.259,8876.7789,2571.0762
4878,126168,98211,34711,17408.259,8876.7789,2571.0762
4879,133396,105621,38231,17408.259,8876.7789,2571.0762
4880,142025,113607,42068,17408.259,8876.7789,2571.0762
4881,153897,121527,45267,17408.259,8876.7789,2571.0762
4882,167613,130424,47847,17408.259,8876.7789,2571.0762
4883,181862,138039,50219,17408.259,8876.7789,2571.0762
4884,194867,144108,52204,17408.259,8876.7789,2571.0762
4885,205600,149098,53753,17408.259,8876.7789,2571.0762
4886,213135,152162,54904,17408.259,8876.7789,2571.0762
4887,217238,154543,55409,17408.259,8876.7789,2571.0762
4888,217670,156067,55831,17408.259,8876.7789,2571.0762
4889,216558,155832,56010,17408.259,8876.7789,2571.0762
4890,212859,153213,55285,17408.259,8876.7789,2571.0762
4891,207071,148829,53924,17408.259,8876.7789,2571.0762
4892,200938,145173,53144,17408.259,8876.7789,2571.0762
4893,194470,141936,52315,17408.259,8876.7789,2571.0762
4894,186074,132710,49563,17408.259,8876.7789,2571.0762
4895,172285,121916,45319,17408.259,8876.7789,2571.0762
4896,157505,112186,41320,17408.259,8876.7789,2571.0762
4897,145274,105485,38472,17408.259,8876.7789,2571.0762
4898,136587,100892,36579,17408.259,8876.7789,2571.0762
4899,130767,98101,35427,17408.259,8876.7789,2571.0762
4900,127339,97948,35068,17408.259,8876.7789,2571.0762
4901,127639,101049,35763,17408.259,8876.7789,2571.0762
4902,132104,106643,37742,17408.259,8876.7789,2571.0762
4903,139192,114070,41329,17408.259,8876.7789,2571.0762
4904,147475,121394,45382,17408.259,8876.7789,2571.0762
4905,159788,128156,48881,17408.259,8876.7789,2571.0762
4906,174334,135020,51806,17408.259,8876.7789,2571.0762
4907,189595,140440,54257,17408.259,8876.7789,2571.0762
4908,202621,143817,55907,17408.259,8876.7789,2571.0762
4909,212052,146521,57309,17408.259,8876.7789,2571.0762
4910,218629,148182,58526,17408.259,8876.7789,2571.0762
4911,221314,149113,58938,17408.259,8876.7789,2571.0762
4912,221773,149394,58715,17408.259,8876.7789,2571.0762
4913,220348,147980,58020,17408.259,8876.7789,2571.0762
4914,215934,144436,56350,17408.259,8876.7789,2571.0762
4915,209288,139475,53904,17408.259,8876.7789,2571.0762
4916,203268,134953,52280,17408.259,8876.7789,2571.0762
4917,196721,131581,51074,17408.259,8876.7789,2571.0762
4918,188273,122742,47864,17408.259,8876.7789,2571.0762
4919,174233,111525,43135,17408.259,8876.7789,2571.0762
4920,159135,101794,38763,17408.259,8876.7789,2571.0762
4921,146959,94573,35458,17408.259,8876.7789,2571.0762
4922,137961,89515,33042,17408.259,8876.7789,2571.0762
4923,131706,86416,31679,17408.259,8876.7789,2571.0762
4924,128324,85712,31093,17408.259,8876.7789,2571.0762
4925,128623,88154,31502,17408.259,8876.7789,2571.0762
4926,132981,92656,33193,17408.259,8876.7789,2571.0762
4927,139599,99574,36473,17408.259,8876.7789,2571.0762
4928,147058,106655,40048,17408.259,8876.7789,2571.0762
4929,158080,113160,42763,17408.259,8876.7789,2571.0762
4930,171001,119697,44718,17408.259,8876.7789,2571.0762
4931,185229,125632,46146,17408.259,8876.7789,2571.0762
4932,198393,130904,47187,17408.259,8876.7789,2571.0762
4933,209241,136906,48166,17408.259,8876.7789,2571.0762
4934,217514,141992,49274,17408.259,8876.7789,2571.0762
4935,222900,146356,50142,17408.259,8876.7789,2571.0762
4936,226391,150162,50937,17408.259,8876.7789,2571.0762
4937,227026,151783,51457,17408.259,8876.7789,2571.0762
4938,224892,150129,50835,17408.259,8876.7789,2571.0762
4939,219074,145420,49377,17408.259,8876.7789,2571.0762
4940,211450,140329,47933,17408.259,8876.7789,2571.0762
4941,204501,136574,47193,17408.259,8876.7789,2571.0762
4942,196033,127870,44816,17408.259,8876.7789,2571.0762
4943,181029,117230,40961,17408.259,8876.7789,2571.0762
4944,165487,107991,37352,17408.259,8876.7789,2571.0762
4945,152432,101585,34848,17408.259,8876.7789,2571.0762
4946,142907,97499,33164,17408.259,8876.7789,2571.0762
4947,136792,95017,32179,17408.259,8876.7789,2571.0762
4948,133071,94264,31870,17408.259,8876.7789,2571.0762
4949,133198,97048,32690,17408.259,8876.7789,2571.0762
4950,137317,102533,34916,17408.259,8876.7789,2571.0762
4951,143895,109767,38313,17408.259,8876.7789,2571.0762
4952,152761,117521,41812,17408.259,8876.7789,2571.0762
4953,165774,124723,44415,17408.259,8876.7789,2571.0762
4954,180973,131575,45997,17408.259,8876.7789,2571.0762
4955,196101,138484,47573,17408.259,8876.7789,2571.0762
4956,209219,144517,48977,17408.259,8876.7789,2571.0762
4957,218908,150798,50442,17408.259,8876.7789,2571.0762
4958,226185,155572,52106,17408.259,8876.7789,2571.0762
4959,230893,158602,53496,17408.259,8876.7789,2571.0762
4960,233476,159421,54323,17408.259,8876.7789,2571.0762
4961,233310,158605,54770,17408.259,8876.7789,2571.0762
4962,230111,154825,54299,17408.259,8876.7789,2571.0762
4963,223936,148167,53148,17408.259,8876.7789,2571.0762
4964,216426,141983,51157,17408.259,8876.7789,2571.0762
4965,209353,136853,49683,17408.259,8876.7789,2571.0762
4966,200531,127240,46936,17408.259,8876.7789,2571.0762
4967,185307,116316,43080,17408.259,8876.7789,2571.0762
4968,169504,107184,39446,17408.259,8876.7789,2571.0762
4969,155916,100454,36892,17408.259,8876.7789,2571.0762
4970,146318,95846,35076,17408.259,8876.7789,2571.0762
4971,139618,93046,34007,17408.259,8876.7789,2571.0762
4972,135260,92689,33656,17408.259,8876.7789,2571.0762
4973,134527,95654,34402,17408.259,8876.7789,2571.0762
4974,137542,100871,36499,17408.259,8876.7789,2571.0762
4975,143328,107580,39860,17408.259,8876.7789,2571.0762
4976,151503,115502,43304,17408.259,8876.7789,2571.0762
4977,164078,123328,46127,17408.259,8876.7789,2571.0762
4978,177957,130715,48513,17408.259,8876.7789,2571.0762
4979,191526,137464,50434,17408.259,8876.7789,2571.0762
4980,203639,142835,51952,17408.259,8876.7789,2571.0762
4981,212729,146779,52905,17408.259,8876.7789,2571.0762
4982,218925,148989,53405,17408.259,8876.7789,2571.0762
4983,218749,150560,53758,17408.259,8876.7789,2571.0762
4984,222556,151148,53991,17408.259,8876.7789,2571.0762
4985,220706,149351,53954,17408.259,8876.7789,2571.0762
4986,216028,144481,53191,17408.259,8876.7789,2571.0762
4987,208352,138217,51845,17408.259,8876.7789,2571.0762
4988,199800,132813,50147,17408.259,8876.7789,2571.0762
4989,191806,128955,48861,17408.259,8876.7789,2571.0762
4990,183680,120824,46710,17408.259,8876.7789,2571.0762
4991,171052,110643,43156,17408.259,8876.7789,2571.0762
4992,157854,102030,39566,17408.259,8876.7789,2571.0762
4993,146475,95068,36740,17408.259,8876.7789,2571.0762
4994,137127,90319,34738,17408.259,8876.7789,2571.0762
4995,130272,87144,33416,17408.259,8876.7789,2571.0762
4996,125669,85547,32658,17408.259,8876.7789,2571.0762
4997,123434,85642,32560,17408.259,8876.7789,2571.0762
4998,123277,86378,32920,17408.259,8876.7789,2571.0762
4999,125031,90691,34434,17408.259,8876.7789,2571.0762
5000,131466,98705,37125,17408.259,8876.7789,2571.0762
5001,145084,107066,40083,17408.259,8876.7789,2571.0762
5002,160483,114694,42454,17408.259,8876.7789,2571.0762
5003,175141,120639,44139,17408.259,8876.7789,2571.0762
5004,187192,124223,45055,17408.259,8876.7789,2571.0762
5005,196386,126740,45507,17408.259,8876.7789,2571.0762
5006,203653,128376,45453,17408.259,8876.7789,2571.0762
5007,209284,129471,45196,17408.259,8876.7789,2571.0762
5008,212852,130083,44746,17408.259,8876.7789,2571.0762
5009,213825,129755,44277,17408.259,8876.7789,2571.0762
5010,211166,127275,43976,17408.259,8876.7789,2571.0762
5011,205194,123168,43374,17408.259,8876.7789,2571.0762
5012,197334,119116,42689,17408.259,8876.7789,2571.0762
5013,189533,115585,42038,17408.259,8876.7789,2571.0762
5014,180623,108333,40290,17408.259,8876.7789,2571.0762
5015,167938,100149,37687,17408.259,8876.7789,2571.0762
5016,154696,92633,34909,17408.259,8876.7789,2571.0762
5017,142603,86509,32650,17408.259,8876.7789,2571.0762
5018,133215,82158,31129,17408.259,8876.7789,2571.0762
5019,126761,79440,30181,17408.259,8876.7789,2571.0762
5020,121972,77663,29584,17408.259,8876.7789,2571.0762
5021,119224,77233,29457,17408.259,8876.7789,2571.0762
5022,118004,76789,29516,17408.259,8876.7789,2571.0762
5023,118925,79837,30415,17408.259,8876.7789,2571.0762
5024,125019,87377,32609,17408.259,8876.7789,2571.0762
5025,138941,95296,35350,17408.259,8876.7789,2571.0762
5026,154792,102572,37649,17408.259,8876.7789,2571.0762
5027,169471,108579,39185,17408.259,8876.7789,2571.0762
5028,181980,113840,40398,17408.259,8876.7789,2571.0762
5029,192201,117685,41234,17408.259,8876.7789,2571.0762
5030,200082,121069,41854,17408.259,8876.7789,2571.0762
5031,204403,123636,42309,17408.259,8876.7789,2571.0762
5032,206602,125930,42768,17408.259,8876.7789,2571.0762
5033,207521,127029,43420,17408.259,8876.7789,2571.0762
5034,205635,126049,43842,17408.259,8876.7789,2571.0762
5035,199732,123027,43366,17408.259,8876.7789,2571.0762
5036,192852,119784,42690,17408.259,8876.7789,2571.0762
5037,186130,117826,42329,17408.259,8876.7789,2571.0762
5038,178064,110884,40590,17408.259,8876.7789,2571.0762
5039,164951,102242,37553,17408.259,8876.7789,2571.0762
5040,150960,94175,34530,17408.259,8876.7789,2571.0762
5041,139470,88579,32237,17408.259,8876.7789,2571.0762
5042,131042,85021,30813,17408.259,8876.7789,2571.0762
5043,125306,83070,29912,17408.259,8876.7789,2571.0762
5044,122656,83388,29770,17408.259,8876.7789,2571.0762
5045,123535,87059,30595,17408.259,8876.7789,2571.0762
5046,128466,92600,32580,17408.259,8876.7789,2571.0762
5047,135523,99807,35929,17408.259,8876.7789,2571.0762
5048,143437,107878,39558,17408.259,8876.7789,2571.0762
5049,155027,115695,42518,17408.259,8876.7789,2571.0762
5050,168464,123665,44904,17408.259,8876.7789,2571.0762
5051,181174,130567,46954,17408.259,8876.7789,2571.0762
5052,192800,136348,48416,17408.259,8876.7789,2571.0762
5053,201940,141160,49663,17408.259,8876.7789,2571.0762
5054,208159,144781,50863,17408.259,8876.7789,2571.0762
5055,211883,146813,51557,17408.259,8876.7789,2571.0762
5056,213244,147863,52008,17408.259,8876.7789,2571.0762
5057,212097,147623,52069,17408.259,8876.7789,2571.0762
5058,207840,144305,51130,17408.259,8876.7789,2571.0762
5059,201439,139233,49479,17408.259,8876.7789,2571.0762
5060,194942,135454,48264,17408.259,8876.7789,2571.0762
5061,189347,131928,47409,17408.259,8876.7789,2571.0762
5062,181269,122768,44728,17408.259,8876.7789,2571.0762
5063,167433,111805,40657,17408.259,8876.7789,2571.0762
5064,153241,102766,36847,17408.259,8876.7789,2571.0762
5065,141345,95796,34113,17408.259,8876.7789,2571.0762
5066,133012,91163,32303,17408.259,8876.7789,2571.0762
5067,127633,88326,31281,17408.259,8876.7789,2571.0762
5068,124678,87947,30989,17408.259,8876.7789,2571.0762
5069,125363,90944,31826,17408.259,8876.7789,2571.0762
5070,129816,96249,33905,17408.259,8876.7789,2571.0762
5071,136625,102487,37275,17408.259,8876.7789,2571.0762
5072,144225,109418,40874,17408.259,8876.7789,2571.0762
5073,153391,116592,43684,17408.259,8876.7789,2571.0762
5074,163564,123731,45807,17408.259,8876.7789,2571.0762
5075,173925,130001,47553,17408.259,8876.7789,2571.0762
5076,183714,135250,48635,17408.259,8876.7789,2571.0762
5077,191539,140055,49471,17408.259,8876.7789,2571.0762
5078,197207,143579,50204,17408.259,8876.7789,2571.0762
5079,200432,145329,50399,17408.259,8876.7789,2571.0762
5080,202024,146066,50099,17408.259,8876.7789,2571.0762
5081,201292,145346,49381,17408.259,8876.7789,2571.0762
5082,199729,142153,48241,17408.259,8876.7789,2571.0762
5083,195171,137128,46897,17408.259,8876.7789,2571.0762
5084,190420,133189,46435,17408.259,8876.7789,2571.0762
5085,185263,129211,45959,17408.259,8876.7789,2571.0762
5086,178002,120124,43404,17408.259,8876.7789,2571.0762
5087,165026,109510,39803,17408.259,8876.7789,2571.0762
5088,150871,100279,36391,17408.259,8876.7789,2571.0762
5089,139752,93766,33839,17408.259,8876.7789,2571.0762
5090,131205,89452,32106,17408.259,8876.7789,2571.0762
5091,125747,86788,31239,17408.259,8876.7789,2571.0762
5092,123118,86447,31041,17408.259,8876.7789,2571.0762
5093,123885,89477,31975,17408.259,8876.7789,2571.0762
5094,128666,94915,34242,17408.259,8876.7789,2571.0762
5095,135816,101209,37717,17408.259,8876.7789,2571.0762
5096,143485,108097,41346,17408.259,8876.7789,2571.0762
5097,153661,115013,44338,17408.259,8876.7789,2571.0762
5098,165076,122073,46781,17408.259,8876.7789,2571.0762
5099,177814,128594,48668,17408.259,8876.7789,2571.0762
5100,191136,133317,49904,17408.259,8876.7789,2571.0762
5101,201411,137208,50876,17408.259,8876.7789,2571.0762
5102,210287,140379,51522,17408.259,8876.7789,2571.0762
5103,215683,142665,51681,17408.259,8876.7789,2571.0762
5104,217946,144095,51539,17408.259,8876.7789,2571.0762
5105,217932,143946,51399,17408.259,8876.7789,2571.0762
5106,214198,141171,50711,17408.259,8876.7789,2571.0762
5107,207774,136492,49672,17408.259,8876.7789,2571.0762
5108,200341,132441,48579,17408.259,8876.7789,2571.0762
5109,193596,128695,47667,17408.259,8876.7789,2571.0762
5110,185128,119555,45189,17408.259,8876.7789,2571.0762
5111,171005,108812,41301,17408.259,8876.7789,2571.0762
5112,156730,99547,37689,17408.259,8876.7789,2571.0762
5113,144727,92676,35118,17408.259,8876.7789,2571.0762
5114,136020,88430,33384,17408.259,8876.7789,2571.0762
5115,129765,85754,32342,17408.259,8876.7789,2571.0762
5116,126583,85407,32079,17408.259,8876.7789,2571.0762
5117,126893,88608,32907,17408.259,8876.7789,2571.0762
5118,130874,93856,35061,17408.259,8876.7789,2571.0762
5119,137659,100755,38639,17408.259,8876.7789,2571.0762
5120,145749,109062,42692,17408.259,8876.7789,2571.0762
5121,157617,117835,46304,17408.259,8876.7789,2571.0762
5122,171430,126549,49333,17408.259,8876.7789,2571.0762
5123,186191,134469,51836,17408.259,8876.7789,2571.0762
5124,199690,141261,53687,17408.259,8876.7789,2571.0762
5125,210360,147257,55012,17408.259,8876.7789,2571.0762
5126,217232,151644,56054,17408.259,8876.7789,2571.0762
5127,220245,154444,57378,17408.259,8876.7789,2571.0762
5128,220441,155323,57911,17408.259,8876.7789,2571.0762
5129,218733,154863,57875,17408.259,8876.7789,2571.0762
5130,214571,151890,57322,17408.259,8876.7789,2571.0762
5131,206857,146483,55852,17408.259,8876.7789,2571.0762
5132,199055,141833,54334,17408.259,8876.7789,2571.0762
5133,192060,137101,53142,17408.259,8876.7789,2571.0762
5134,183245,127454,50331,17408.259,8876.7789,2571.0762
5135,169584,116248,46016,17408.259,8876.7789,2571.0762
5136,155970,106457,41902,17408.259,8876.7789,2571.0762
5137,143515,98999,38825,17408.259,8876.7789,2571.0762
5138,134696,93921,36724,17408.259,8876.7789,2571.0762
5139,128738,90814,35403,17408.259,8876.7789,2571.0762
5140,125125,90038,34854,17408.259,8876.7789,2571.0762
5141,125466,92983,35488,17408.259,8876.7789,2571.0762
5142,129324,98035,37507,17408.259,8876.7789,2571.0762
5143,135871,104794,41089,17408.259,8876.7789,2571.0762
5144,143373,113601,45200,17408.259,8876.7789,2571.0762
5145,153784,122982,48986,17408.259,8876.7789,2571.0762
5146,166126,132430,52335,17408.259,8876.7789,2571.0762
5147,178035,140993,55287,17408.259,8876.7789,2571.0762
5148,188503,147922,57466,17408.259,8876.7789,2571.0762
5149,195797,153224,59036,17408.259,8876.7789,2571.0762
5150,201033,156283,60278,17408.259,8876.7789,2571.0762
5151,204040,157595,61001,17408.259,8876.7789,2571.0762
5152,205064,157770,61277,17408.259,8876.7789,2571.0762
5153,203226,156105,61028,17408.259,8876.7789,2571.0762
5154,198834,151565,59832,17408.259,8876.7789,2571.0762
5155,192243,145971,57944,17408.259,8876.7789,2571.0762
5156,185506,141606,56154,17408.259,8876.7789,2571.0762
5157,180207,137429,54824,17408.259,8876.7789,2571.0762
5158,173846,128615,52146,17408.259,8876.7789,2571.0762
5159,162238,118455,48083,17408.259,8876.7789,2571.0762
5160,149766,109002,44035,17408.259,8876.7789,2571.0762
5161,138691,101634,40730,17408.259,8876.7789,2571.0762
5162,130509,96556,38484,17408.259,8876.7789,2571.0762
5163,124762,92806,36894,17408.259,8876.7789,2571.0762
5164,120830,90936,35954,17408.259,8876.7789,2571.0762
5165,119297,90853,35645,17408.259,8876.7789,2571.0762
5166,119763,91537,35894,17408.259,8876.7789,2571.0762
5167,122338,95565,37752,17408.259,8876.7789,2571.0762
5168,128789,104668,41504,17408.259,8876.7789,2571.0762
5169,141294,114693,45897,17408.259,8876.7789,2571.0762
5170,155292,124745,49762,17408.259,8876.7789,2571.0762
5171,168473,132720,52826,17408.259,8876.7789,2571.0762
5172,180179,139057,54929,17408.259,8876.7789,2571.0762
5173,189214,143060,56152,17408.259,8876.7789,2571.0762
5174,195803,145482,56827,17408.259,8876.7789,2571.0762
5175,200391,147056,57189,17408.259,8876.7789,2571.0762
5176,201743,146565,57307,17408.259,8876.7789,2571.0762
5177,201596,143823,56906,17408.259,8876.7789,2571.0762
5178,198284,140335,56008,17408.259,8876.7789,2571.0762
5179,192242,135515,54527,17408.259,8876.7789,2571.0762
5180,185354,132333,53198,17408.259,8876.7789,2571.0762
5181,179903,129199,52269,17408.259,8876.7789,2571.0762
5182,173241,122250,50048,17408.259,8876.7789,2571.0762
5183,161931,113722,46806,17408.259,8876.7789,2571.0762
5184,150133,105599,43412,17408.259,8876.7789,2571.0762
5185,139874,99221,40753,17408.259,8876.7789,2571.0762
5186,131638,94804,38824,17408.259,8876.7789,2571.0762
5187,125658,91830,37580,17408.259,8876.7789,2571.0762
5188,121776,90001,36817,17408.259,8876.7789,2571.0762
5189,119806,89810,36620,17408.259,8876.7789,2571.0762
5190,119146,89725,36699,17408.259,8876.7789,2571.0762
5191,120751,92804,37848,17408.259,8876.7789,2571.0762
5192,126657,100278,40652,17408.259,8876.7789,2571.0762
5193,139576,108789,44290,17408.259,8876.7789,2571.0762
5194,153021,115862,47801,17408.259,8876.7789,2571.0762
5195,165130,122177,50628,17408.259,8876.7789,2571.0762
5196,175123,127174,52614,17408.259,8876.7789,2571.0762
5197,183827,131042,54032,17408.259,8876.7789,2571.0762
5198,189457,133931,54495,17408.259,8876.7789,2571.0762
5199,192316,135910,54263,17408.259,8876.7789,2571.0762
5200,193022,136781,54282,17408.259,8876.7789,2571.0762
5201,193635,136118,54429,17408.259,8876.7789,2571.0762
5202,191500,132710,53842,17408.259,8876.7789,2571.0762
5203,186401,128330,52900,17408.259,8876.7789,2571.0762
5204,181309,124963,51624,17408.259,8876.7789,2571.0762
5205,177282,121665,50328,17408.259,8876.7789,2571.0762
5206,170492,114621,47764,17408.259,8876.7789,2571.0762
5207,158497,106291,44312,17408.259,8876.7789,2571.0762
5208,146132,98842,40929,17408.259,8876.7789,2571.0762
5209,136089,93227,38330,17408.259,8876.7789,2571.0762
5210,129089,89817,36792,17408.259,8876.7789,2571.0762
5211,124397,87831,35734,17408.259,8876.7789,2571.0762
