elec_demand_MA,elec_demand_CT,elec_demand_ME
7898.0,2256.0,1077.0
8298.0,2369.0,1131.0
9095.0,2598.0,1240.0
10038.0,2867.0,1368.0
10658.0,3044.0,1453.0
10981.0,3136.0,1497.0
11194.0,3197.0,1526.0
11231.0,3207.0,1531.0
11176.0,3192.0,1524.0
11164.0,3189.0,1522.0
11055.0,3157.0,1507.0
10895.0,3111.0,1485.0
10808.0,3086.0,1474.0
10694.0,3054.0,1458.0
10434.0,2980.0,1423.0
10219.0,2919.0,1393.0
10306.0,2944.0,1405.0
10050.0,2870.0,1370.0
9270.0,2648.0,1264.0
8395.0,2398.0,1145.0
7709.0,2202.0,1051.0
7263.0,2074.0,990.0
6990.0,1996.0,953.0
6839.0,1953.0,933.0
6817.0,1947.0,929.0
6868.0,1962.0,936.0
7216.0,2061.0,984.0
7939.0,2268.0,1082.0
8804.0,2514.0,1200.0
9461.0,2702.0,1290.0
9878.0,2821.0,1347.0
10121.0,2890.0,1380.0
10244.0,2925.0,1397.0
10305.0,2943.0,1405.0
10361.0,2960.0,1413.0
10448.0,2984.0,1424.0
10582.0,3022.0,1443.0
10647.0,3040.0,1452.0
10513.0,3002.0,1434.0
10187.0,2910.0,1389.0
10152.0,2900.0,1384.0
9931.0,2836.0,1354.0
9213.0,2631.0,1256.0
8419.0,2404.0,1147.0
7742.0,2211.0,1055.0
7307.0,2087.0,996.0
7033.0,2008.0,959.0
6863.0,1960.0,935.0
6795.0,1941.0,926.0
6728.0,1922.0,917.0
6934.0,1980.0,945.0
7554.0,2158.0,1030.0
8403.0,2400.0,1146.0
9173.0,2620.0,1251.0
9807.0,2800.0,1337.0
10319.0,2947.0,1407.0
10683.0,3051.0,1456.0
10892.0,3111.0,1485.0
11086.0,3166.0,1511.0
11282.0,3222.0,1538.0
11542.0,3296.0,1574.0
11705.0,3343.0,1595.0
11579.0,3307.0,1579.0
11269.0,3219.0,1536.0
11276.0,3221.0,1537.0
10993.0,3140.0,1499.0
10136.0,2895.0,1382.0
9204.0,2629.0,1255.0
7551.0,2156.0,1030.0
7196.0,2055.0,981.0
6987.0,1995.0,953.0
6915.0,1975.0,943.0
7055.0,2015.0,962.0
7532.0,2151.0,1027.0
8326.0,2378.0,1135.0
9238.0,2639.0,1259.0
9968.0,2847.0,1359.0
10584.0,3023.0,1443.0
11101.0,3170.0,1514.0
11465.0,3274.0,1563.0
11684.0,3337.0,1593.0
11845.0,3383.0,1615.0
11878.0,3392.0,1620.0
11856.0,3386.0,1616.0
11874.0,3391.0,1619.0
11835.0,3380.0,1614.0
11522.0,3291.0,1571.0
11361.0,3245.0,1549.0
11462.0,3273.0,1563.0
10755.0,3071.0,1466.0
9727.0,2778.0,1326.0
8750.0,2499.0,1193.0
8051.0,2299.0,1098.0
7659.0,2188.0,1044.0
7406.0,2115.0,1010.0
7306.0,2086.0,996.0
7445.0,2126.0,1014.0
7989.0,2282.0,1089.0
8862.0,2531.0,1208.0
9775.0,2792.0,1332.0
10469.0,2990.0,1428.0
11051.0,3156.0,1507.0
11567.0,3303.0,1577.0
11911.0,3401.0,1624.0
12144.0,3468.0,1656.0
12378.0,3536.0,1688.0
12505.0,3571.0,1705.0
12545.0,3583.0,1711.0
12547.0,3583.0,1711.0
12342.0,3525.0,1683.0
11929.0,3406.0,1626.0
11695.0,3340.0,1595.0
11749.0,3356.0,1602.0
11022.0,3148.0,1503.0
9937.0,2838.0,1355.0
8909.0,2545.0,1215.0
8173.0,2334.0,1114.0
7720.0,2204.0,1052.0
7431.0,2122.0,1013.0
7280.0,2079.0,993.0
7365.0,2103.0,1004.0
7847.0,2241.0,1070.0
8598.0,2455.0,1172.0
9591.0,2740.0,1308.0
10349.0,2955.0,1411.0
10998.0,3141.0,1499.0
11566.0,3303.0,1577.0
11972.0,3419.0,1632.0
12218.0,3490.0,1666.0
12483.0,3565.0,1701.0
12644.0,3612.0,1724.0
12688.0,3624.0,1730.0
12716.0,3631.0,1734.0
12561.0,3587.0,1712.0
12173.0,3476.0,1660.0
11900.0,3399.0,1622.0
11963.0,3416.0,1631.0
11249.0,3213.0,1534.0
10154.0,2900.0,1384.0
9124.0,2606.0,1244.0
8372.0,2391.0,1141.0
7903.0,2257.0,1077.0
7589.0,2167.0,1035.0
7467.0,2133.0,1018.0
7548.0,2155.0,1029.0
8066.0,2304.0,1100.0
8853.0,2529.0,1206.0
9886.0,2824.0,1348.0
10738.0,3067.0,1464.0
11425.0,3263.0,1558.0
12013.0,3431.0,1638.0
12485.0,3566.0,1702.0
12852.0,3671.0,1752.0
13219.0,3776.0,1803.0
13393.0,3825.0,1826.0
13476.0,3849.0,1837.0
13499.0,3856.0,1841.0
13344.0,3811.0,1819.0
12938.0,3695.0,1764.0
12645.0,3612.0,1724.0
12667.0,3617.0,1727.0
11923.0,3405.0,1625.0
10795.0,3083.0,1472.0
9707.0,2772.0,1323.0
8924.0,2549.0,1216.0
8391.0,2396.0,1144.0
8047.0,2298.0,1097.0
7863.0,2246.0,1072.0
7926.0,2264.0,1080.0
8389.0,2396.0,1144.0
9131.0,2608.0,1245.0
10105.0,2886.0,1378.0
10944.0,3126.0,1492.0
11657.0,3329.0,1590.0
12300.0,3513.0,1677.0
12775.0,3648.0,1741.0
13085.0,3737.0,1784.0
13387.0,3823.0,1825.0
13514.0,3860.0,1843.0
13481.0,3851.0,1838.0
13421.0,3833.0,1830.0
13153.0,3757.0,1793.0
12657.0,3615.0,1726.0
12393.0,3540.0,1690.0
12326.0,3521.0,1681.0
11637.0,3323.0,1586.0
10661.0,3045.0,1454.0
9649.0,2755.0,1315.0
8831.0,2522.0,1204.0
8319.0,2376.0,1134.0
7971.0,2277.0,1086.0
7771.0,2219.0,1060.0
7740.0,2210.0,1055.0
7903.0,2257.0,1077.0
8195.0,2340.0,1117.0
8851.0,2528.0,1206.0
9711.0,2773.0,1324.0
10476.0,2992.0,1428.0
11040.0,3153.0,1505.0
11402.0,3256.0,1555.0
11628.0,3321.0,1585.0
11767.0,3361.0,1604.0
11836.0,3381.0,1614.0
11812.0,3373.0,1611.0
11747.0,3355.0,1601.0
11578.0,3306.0,1579.0
11236.0,3209.0,1532.0
11082.0,3166.0,1511.0
11053.0,3157.0,1507.0
10498.0,2998.0,1431.0
9703.0,2771.0,1322.0
8853.0,2529.0,1206.0
8179.0,2336.0,1115.0
7700.0,2199.0,1050.0
7398.0,2113.0,1009.0
7203.0,2057.0,982.0
7142.0,2039.0,974.0
7214.0,2060.0,984.0
7301.0,2085.0,995.0
7843.0,2240.0,1070.0
8673.0,2477.0,1182.0
9447.0,2698.0,1288.0
10041.0,2868.0,1369.0
10502.0,3000.0,1432.0
10865.0,3103.0,1481.0
11064.0,3160.0,1509.0
11245.0,3212.0,1533.0
11428.0,3264.0,1558.0
11611.0,3316.0,1583.0
11704.0,3342.0,1595.0
11491.0,3281.0,1566.0
11357.0,3244.0,1549.0
11389.0,3253.0,1553.0
10685.0,3051.0,1457.0
9703.0,2771.0,1322.0
8820.0,2519.0,1202.0
6683.0,1908.0,911.0
6430.0,1836.0,877.0
6310.0,1802.0,860.0
6315.0,1803.0,861.0
6511.0,1859.0,888.0
7110.0,2030.0,969.0
8009.0,2288.0,1092.0
8719.0,2490.0,1189.0
9184.0,2623.0,1252.0
9447.0,2698.0,1288.0
9603.0,2742.0,1309.0
9638.0,2753.0,1314.0
9594.0,2740.0,1308.0
9550.0,2727.0,1302.0
9478.0,2707.0,1292.0
9487.0,2710.0,1293.0
10163.0,2903.0,1386.0
10878.0,3106.0,1483.0
10702.0,3056.0,1459.0
10322.0,2948.0,1407.0
9805.0,2800.0,1337.0
9036.0,2580.0,1232.0
8126.0,2321.0,1108.0
7360.0,2102.0,1004.0
6825.0,1949.0,930.0
6525.0,1863.0,889.0
6366.0,1818.0,868.0
6353.0,1814.0,866.0
6544.0,1868.0,892.0
7251.0,2071.0,989.0
8516.0,2432.0,1161.0
9268.0,2647.0,1263.0
9477.0,2706.0,1292.0
9630.0,2750.0,1312.0
9780.0,2793.0,1333.0
9832.0,2808.0,1340.0
9815.0,2803.0,1338.0
9821.0,2805.0,1339.0
9773.0,2791.0,1332.0
9871.0,2819.0,1346.0
10449.0,2985.0,1424.0
11079.0,3165.0,1510.0
10981.0,3136.0,1497.0
10679.0,3050.0,1456.0
10229.0,2921.0,1394.0
9529.0,2721.0,1299.0
8609.0,2459.0,1174.0
7809.0,2230.0,1065.0
7299.0,2084.0,995.0
7024.0,2006.0,958.0
6910.0,1973.0,942.0
6923.0,1977.0,944.0
7172.0,2048.0,978.0
7956.0,2272.0,1085.0
9281.0,2650.0,1265.0
9915.0,2832.0,1352.0
9989.0,2853.0,1362.0
9955.0,2843.0,1358.0
9932.0,2836.0,1354.0
9850.0,2813.0,1343.0
9737.0,2780.0,1328.0
9660.0,2759.0,1317.0
9608.0,2744.0,1310.0
9711.0,2774.0,1324.0
10407.0,2972.0,1418.0
11254.0,3214.0,1535.0
11216.0,3203.0,1530.0
10959.0,3130.0,1494.0
10560.0,3016.0,1439.0
9865.0,2817.0,1345.0
8966.0,2560.0,1222.0
8145.0,2326.0,1110.0
7604.0,2172.0,1036.0
7334.0,2094.0,999.0
7209.0,2058.0,983.0
7240.0,2068.0,987.0
7477.0,2135.0,1020.0
8217.0,2347.0,1120.0
9528.0,2721.0,1299.0
10187.0,2910.0,1388.0
10291.0,2939.0,1403.0
10298.0,2941.0,1404.0
10272.0,2934.0,1400.0
10173.0,2905.0,1387.0
10035.0,2866.0,1368.0
9986.0,2852.0,1362.0
9905.0,2829.0,1350.0
10024.0,2863.0,1367.0
10758.0,3072.0,1467.0
11410.0,3259.0,1555.0
11345.0,3240.0,1547.0
11079.0,3164.0,1510.0
10654.0,3042.0,1453.0
9940.0,2839.0,1355.0
9032.0,2580.0,1232.0
8197.0,2341.0,1117.0
7669.0,2190.0,1045.0
7389.0,2110.0,1007.0
7243.0,2068.0,987.0
7254.0,2072.0,989.0
7472.0,2134.0,1019.0
8199.0,2341.0,1118.0
9450.0,2699.0,1288.0
10097.0,2884.0,1377.0
10220.0,2919.0,1393.0
10189.0,2910.0,1389.0
10148.0,2898.0,1383.0
10022.0,2862.0,1367.0
9891.0,2825.0,1348.0
9840.0,2810.0,1342.0
9760.0,2787.0,1331.0
9800.0,2799.0,1336.0
10442.0,2982.0,1424.0
11013.0,3146.0,1501.0
10864.0,3102.0,1481.0
10550.0,3013.0,1439.0
10198.0,2912.0,1390.0
9661.0,2760.0,1318.0
8967.0,2561.0,1222.0
8226.0,2349.0,1121.0
7654.0,2186.0,1044.0
7337.0,2095.0,1000.0
7190.0,2054.0,980.0
7152.0,2043.0,975.0
7232.0,2065.0,986.0
7545.0,2154.0,1029.0
8047.0,2299.0,1097.0
8588.0,2453.0,1171.0
9077.0,2592.0,1237.0
9312.0,2659.0,1269.0
9299.0,2656.0,1267.0
9181.0,2622.0,1252.0
9000.0,2570.0,1227.0
8811.0,2516.0,1202.0
8691.0,2482.0,1185.0
8794.0,2512.0,1199.0
9530.0,2721.0,1299.0
10269.0,2933.0,1400.0
10163.0,2902.0,1386.0
9887.0,2824.0,1348.0
9591.0,2739.0,1308.0
9155.0,2614.0,1248.0
8609.0,2459.0,1173.0
7998.0,2284.0,1090.0
7508.0,2144.0,1024.0
7225.0,2063.0,985.0
7088.0,2024.0,966.0
7040.0,2010.0,959.0
7101.0,2028.0,968.0
7334.0,2094.0,999.0
7705.0,2200.0,1050.0
8157.0,2329.0,1112.0
8671.0,2476.0,1182.0
8939.0,2553.0,1219.0
9005.0,2572.0,1227.0
8996.0,2569.0,1226.0
8922.0,2548.0,1216.0
8825.0,2520.0,1203.0
8781.0,2508.0,1197.0
8986.0,2566.0,1225.0
9858.0,2815.0,1344.0
10631.0,3036.0,1449.0
10584.0,3022.0,1443.0
10304.0,2943.0,1405.0
9937.0,2838.0,1355.0
9289.0,2653.0,1267.0
8529.0,2436.0,1163.0
7851.0,2242.0,1070.0
7591.0,2168.0,1035.0
7327.0,2093.0,999.0
7218.0,2061.0,984.0
7223.0,2063.0,984.0
7490.0,2138.0,1021.0
8250.0,2356.0,1125.0
9590.0,2739.0,1308.0
10268.0,2932.0,1400.0
10326.0,2949.0,1408.0
10344.0,2954.0,1410.0
10330.0,2950.0,1408.0
10270.0,2933.0,1400.0
10187.0,2910.0,1388.0
10113.0,2888.0,1378.0
10009.0,2859.0,1364.0
10116.0,2890.0,1379.0
10950.0,3127.0,1493.0
11774.0,3362.0,1605.0
11759.0,3358.0,1603.0
11508.0,3286.0,1569.0
11055.0,3157.0,1507.0
10308.0,2944.0,1405.0
9326.0,2664.0,1272.0
8445.0,2412.0,1151.0
7899.0,2256.0,1077.0
7613.0,2174.0,1038.0
7477.0,2135.0,1020.0
7470.0,2134.0,1018.0
7699.0,2199.0,1050.0
8428.0,2407.0,1149.0
9761.0,2787.0,1331.0
10471.0,2991.0,1428.0
10643.0,3040.0,1451.0
10719.0,3061.0,1461.0
10802.0,3085.0,1473.0
10835.0,3095.0,1477.0
10820.0,3090.0,1475.0
10811.0,3087.0,1474.0
10750.0,3070.0,1465.0
10888.0,3110.0,1484.0
11635.0,3323.0,1586.0
12129.0,3464.0,1654.0
12036.0,3437.0,1641.0
11714.0,3346.0,1597.0
11207.0,3201.0,1528.0
10396.0,2969.0,1418.0
9383.0,2680.0,1279.0
8476.0,2420.0,1156.0
7885.0,2252.0,1075.0
7571.0,2162.0,1032.0
7443.0,2125.0,1014.0
7441.0,2125.0,1014.0
7675.0,2192.0,1046.0
8416.0,2404.0,1147.0
9770.0,2790.0,1332.0
10485.0,2995.0,1429.0
10564.0,3017.0,1440.0
10582.0,3022.0,1443.0
10613.0,3030.0,1447.0
10530.0,3007.0,1435.0
10401.0,2970.0,1418.0
10370.0,2961.0,1414.0
10343.0,2954.0,1410.0
10495.0,2997.0,1431.0
11316.0,3231.0,1543.0
11972.0,3420.0,1632.0
11906.0,3400.0,1623.0
11643.0,3325.0,1587.0
11225.0,3205.0,1530.0
10509.0,3001.0,1433.0
9533.0,2722.0,1300.0
8640.0,2468.0,1178.0
8064.0,2303.0,1100.0
7777.0,2221.0,1060.0
7656.0,2187.0,1044.0
7656.0,2187.0,1044.0
7876.0,2249.0,1074.0
8638.0,2467.0,1177.0
10000.0,2856.0,1363.0
10639.0,3038.0,1450.0
10637.0,3038.0,1450.0
10562.0,3016.0,1440.0
10524.0,3005.0,1435.0
10445.0,2983.0,1424.0
10288.0,2938.0,1403.0
10236.0,2923.0,1395.0
10145.0,2897.0,1383.0
10265.0,2931.0,1399.0
11055.0,3157.0,1507.0
11768.0,3361.0,1605.0
11814.0,3374.0,1611.0
11582.0,3308.0,1579.0
11129.0,3179.0,1517.0
10395.0,2969.0,1417.0
9403.0,2685.0,1282.0
8491.0,2424.0,1157.0
7901.0,2257.0,1077.0
7603.0,2171.0,1036.0
7457.0,2129.0,1016.0
7466.0,2132.0,1018.0
7706.0,2201.0,1050.0
8471.0,2419.0,1155.0
9807.0,2800.0,1337.0
10487.0,2995.0,1429.0
10654.0,3043.0,1453.0
10702.0,3056.0,1459.0
10664.0,3046.0,1454.0
10581.0,3022.0,1443.0
10479.0,2993.0,1428.0
10449.0,2985.0,1424.0
10415.0,2975.0,1420.0
10576.0,3020.0,1442.0
11391.0,3253.0,1553.0
11822.0,3376.0,1611.0
11637.0,3323.0,1586.0
11339.0,3238.0,1546.0
10964.0,3131.0,1494.0
10392.0,2968.0,1417.0
9588.0,2738.0,1308.0
8754.0,2500.0,1193.0
8122.0,2319.0,1107.0
7753.0,2214.0,1057.0
7577.0,2164.0,1033.0
7518.0,2147.0,1025.0
7587.0,2167.0,1035.0
7872.0,2248.0,1073.0
8448.0,2413.0,1151.0
9091.0,2596.0,1239.0
9795.0,2797.0,1335.0
10257.0,2930.0,1398.0
10471.0,2991.0,1428.0
10496.0,2997.0,1431.0
10450.0,2985.0,1424.0
10350.0,2955.0,1411.0
10280.0,2936.0,1402.0
10408.0,2972.0,1419.0
11104.0,3171.0,1514.0
11406.0,3257.0,1555.0
11218.0,3204.0,1530.0
10853.0,3100.0,1479.0
10480.0,2993.0,1428.0
9965.0,2846.0,1358.0
9253.0,2643.0,1262.0
8473.0,2419.0,1155.0
7866.0,2246.0,1072.0
7485.0,2138.0,1020.0
7259.0,2073.0,989.0
7155.0,2044.0,975.0
7164.0,2046.0,977.0
7338.0,2095.0,1000.0
7708.0,2201.0,1050.0
8182.0,2337.0,1116.0
8826.0,2520.0,1203.0
9296.0,2655.0,1267.0
9508.0,2715.0,1297.0
9577.0,2735.0,1306.0
9583.0,2737.0,1307.0
9478.0,2707.0,1292.0
9384.0,2680.0,1279.0
9519.0,2719.0,1298.0
10454.0,2985.0,1425.0
11026.0,3149.0,1504.0
10901.0,3113.0,1486.0
10594.0,3025.0,1444.0
10134.0,2894.0,1382.0
9398.0,2684.0,1281.0
8490.0,2424.0,1157.0
7652.0,2185.0,1043.0
7970.0,2276.0,1086.0
7576.0,2164.0,1033.0
7430.0,2122.0,1013.0
7412.0,2117.0,1010.0
7658.0,2187.0,1044.0
8378.0,2393.0,1142.0
9688.0,2766.0,1321.0
10594.0,3025.0,1444.0
10868.0,3104.0,1482.0
10975.0,3135.0,1496.0
11084.0,3166.0,1511.0
11101.0,3170.0,1514.0
11032.0,3150.0,1504.0
10988.0,3138.0,1498.0
10911.0,3115.0,1488.0
11057.0,3158.0,1508.0
11885.0,3394.0,1621.0
12358.0,3530.0,1685.0
12236.0,3495.0,1668.0
11929.0,3406.0,1626.0
11458.0,3272.0,1562.0
10660.0,3045.0,1454.0
9581.0,2736.0,1306.0
8551.0,2442.0,1166.0
7846.0,2241.0,1070.0
7499.0,2142.0,1022.0
7307.0,2087.0,996.0
7270.0,2076.0,991.0
7457.0,2129.0,1016.0
8157.0,2329.0,1112.0
9462.0,2702.0,1290.0
10299.0,2941.0,1404.0
10434.0,2980.0,1423.0
10482.0,2994.0,1429.0
10545.0,3011.0,1438.0
10526.0,3006.0,1435.0
10414.0,2975.0,1420.0
10366.0,2960.0,1414.0
10287.0,2938.0,1403.0
10414.0,2974.0,1419.0
11220.0,3205.0,1530.0
11815.0,3374.0,1611.0
11739.0,3352.0,1600.0
11469.0,3276.0,1564.0
11037.0,3152.0,1504.0
10308.0,2944.0,1405.0
9289.0,2653.0,1267.0
8287.0,2367.0,1130.0
7571.0,2162.0,1032.0
7214.0,2060.0,984.0
7066.0,2018.0,963.0
7064.0,2018.0,963.0
7305.0,2086.0,996.0
8040.0,2296.0,1096.0
9396.0,2683.0,1281.0
10188.0,2910.0,1389.0
10302.0,2942.0,1404.0
10320.0,2947.0,1407.0
10324.0,2949.0,1408.0
10273.0,2934.0,1400.0
10179.0,2907.0,1388.0
10191.0,2910.0,1389.0
10181.0,2908.0,1388.0
10321.0,2948.0,1407.0
11211.0,3202.0,1529.0
11925.0,3406.0,1625.0
11886.0,3394.0,1621.0
11642.0,3325.0,1587.0
11261.0,3216.0,1535.0
10572.0,3020.0,1441.0
9554.0,2729.0,1302.0
8528.0,2435.0,1162.0
7849.0,2242.0,1070.0
7476.0,2135.0,1019.0
7318.0,2090.0,998.0
7319.0,2090.0,998.0
7565.0,2160.0,1031.0
8336.0,2380.0,1136.0
9713.0,2774.0,1324.0
10423.0,2977.0,1421.0
10524.0,3005.0,1434.0
10487.0,2995.0,1429.0
10425.0,2977.0,1421.0
10316.0,2946.0,1407.0
10163.0,2903.0,1386.0
10143.0,2897.0,1383.0
10178.0,2907.0,1388.0
10405.0,2971.0,1418.0
11272.0,3219.0,1537.0
11889.0,3396.0,1621.0
11819.0,3376.0,1611.0
11594.0,3311.0,1580.0
11266.0,3217.0,1536.0
10591.0,3025.0,1444.0
9576.0,2735.0,1306.0
8585.0,2452.0,1171.0
7884.0,2252.0,1075.0
7487.0,2138.0,1020.0
7295.0,2083.0,994.0
7292.0,2083.0,994.0
7473.0,2134.0,1019.0
8136.0,2324.0,1109.0
9371.0,2676.0,1277.0
10270.0,2933.0,1400.0
10570.0,3019.0,1441.0
10718.0,3061.0,1461.0
10774.0,3077.0,1469.0
10732.0,3065.0,1463.0
10536.0,3009.0,1436.0
10385.0,2966.0,1416.0
10180.0,2907.0,1388.0
10127.0,2892.0,1381.0
10860.0,3101.0,1480.0
11395.0,3255.0,1554.0
11216.0,3203.0,1530.0
10903.0,3114.0,1486.0
10530.0,3007.0,1435.0
10004.0,2857.0,1364.0
9233.0,2637.0,1259.0
8344.0,2383.0,1137.0
7689.0,2196.0,1048.0
7298.0,2084.0,994.0
7081.0,2023.0,965.0
7021.0,2005.0,957.0
7089.0,2024.0,966.0
7337.0,2095.0,1000.0
7883.0,2251.0,1075.0
8505.0,2429.0,1160.0
9213.0,2631.0,1256.0
9678.0,2764.0,1319.0
9830.0,2807.0,1340.0
9865.0,2818.0,1345.0
9798.0,2798.0,1336.0
9722.0,2776.0,1325.0
9709.0,2773.0,1323.0
9875.0,2820.0,1346.0
10741.0,3067.0,1464.0
11428.0,3264.0,1558.0
11394.0,3254.0,1554.0
11154.0,3185.0,1521.0
10865.0,3103.0,1481.0
10443.0,2982.0,1424.0
9751.0,2785.0,1329.0
8930.0,2550.0,1217.0
8253.0,2357.0,1125.0
7822.0,2234.0,1066.0
7593.0,2169.0,1035.0
7487.0,2138.0,1020.0
7505.0,2144.0,1023.0
7709.0,2202.0,1051.0
8124.0,2320.0,1107.0
8572.0,2448.0,1168.0
9157.0,2615.0,1248.0
9539.0,2725.0,1301.0
9669.0,2761.0,1318.0
9753.0,2785.0,1329.0
9784.0,2794.0,1333.0
9718.0,2775.0,1325.0
9642.0,2754.0,1314.0
9703.0,2771.0,1322.0
10576.0,3020.0,1442.0
11314.0,3231.0,1543.0
11306.0,3229.0,1541.0
11099.0,3170.0,1513.0
10825.0,3091.0,1476.0
10312.0,2945.0,1406.0
9579.0,2735.0,1306.0
8713.0,2488.0,1187.0
8020.0,2290.0,1093.0
7619.0,2176.0,1039.0
7413.0,2117.0,1010.0
7375.0,2106.0,1005.0
7538.0,2153.0,1028.0
7979.0,2279.0,1088.0
8667.0,2475.0,1181.0
9277.0,2649.0,1265.0
9817.0,2804.0,1338.0
10118.0,2890.0,1379.0
10220.0,2919.0,1393.0
10171.0,2905.0,1387.0
10007.0,2858.0,1364.0
9875.0,2820.0,1347.0
9850.0,2813.0,1343.0
9948.0,2841.0,1356.0
10723.0,3062.0,1462.0
11146.0,3183.0,1519.0
10708.0,3058.0,1459.0
10271.0,2933.0,1400.0
9990.0,2853.0,1362.0
9725.0,2777.0,1326.0
9288.0,2653.0,1267.0
8669.0,2475.0,1181.0
8029.0,2293.0,1095.0
7569.0,2161.0,1032.0
7305.0,2086.0,996.0
7231.0,2065.0,985.0
7282.0,2079.0,993.0
7516.0,2146.0,1025.0
7958.0,2273.0,1085.0
8528.0,2435.0,1162.0
9177.0,2621.0,1251.0
9638.0,2752.0,1314.0
9819.0,2805.0,1338.0
9894.0,2825.0,1349.0
9813.0,2802.0,1338.0
9566.0,2732.0,1304.0
9279.0,2650.0,1265.0
9187.0,2624.0,1252.0
9711.0,2773.0,1324.0
10149.0,2899.0,1383.0
10140.0,2896.0,1383.0
10092.0,2882.0,1376.0
9995.0,2855.0,1363.0
9683.0,2765.0,1320.0
9079.0,2593.0,1237.0
8398.0,2399.0,1145.0
7895.0,2254.0,1076.0
7621.0,2177.0,1039.0
7499.0,2142.0,1022.0
7536.0,2152.0,1027.0
7753.0,2214.0,1057.0
8313.0,2374.0,1133.0
9224.0,2635.0,1257.0
9924.0,2834.0,1353.0
10393.0,2968.0,1417.0
10688.0,3052.0,1457.0
10839.0,3095.0,1478.0
10889.0,3110.0,1484.0
10844.0,3097.0,1479.0
10818.0,3090.0,1474.0
10788.0,3081.0,1471.0
10950.0,3127.0,1493.0
11747.0,3355.0,1601.0
12226.0,3491.0,1667.0
12099.0,3456.0,1650.0
11776.0,3363.0,1605.0
11341.0,3239.0,1546.0
10649.0,3041.0,1452.0
9755.0,2785.0,1330.0
8853.0,2529.0,1207.0
8199.0,2342.0,1118.0
7839.0,2239.0,1069.0
7652.0,2185.0,1043.0
7536.0,2152.0,1027.0
7727.0,2207.0,1054.0
8230.0,2350.0,1122.0
9005.0,2572.0,1227.0
9737.0,2780.0,1328.0
10207.0,2915.0,1392.0
10635.0,3037.0,1450.0
10907.0,3115.0,1487.0
11027.0,3150.0,1504.0
10986.0,3138.0,1498.0
10917.0,3118.0,1489.0
10813.0,3088.0,1474.0
10889.0,3110.0,1484.0
11563.0,3302.0,1576.0
12134.0,3466.0,1655.0
11976.0,3421.0,1633.0
11623.0,3320.0,1585.0
11165.0,3189.0,1522.0
10481.0,2993.0,1428.0
9586.0,2738.0,1307.0
8734.0,2494.0,1191.0
8127.0,2321.0,1108.0
7810.0,2231.0,1065.0
7656.0,2186.0,1044.0
7640.0,2182.0,1041.0
7829.0,2236.0,1067.0
8375.0,2392.0,1141.0
9248.0,2641.0,1261.0
9903.0,2828.0,1350.0
10347.0,2955.0,1411.0
10599.0,3027.0,1445.0
10680.0,3050.0,1456.0
10613.0,3031.0,1447.0
10459.0,2987.0,1426.0
10329.0,2950.0,1408.0
10219.0,2919.0,1393.0
10248.0,2927.0,1397.0
11026.0,3149.0,1504.0
11797.0,3369.0,1608.0
11680.0,3336.0,1592.0
11362.0,3245.0,1549.0
10989.0,3139.0,1498.0
10419.0,2975.0,1420.0
9664.0,2760.0,1318.0
8844.0,2526.0,1206.0
8241.0,2354.0,1123.0
7880.0,2250.0,1075.0
7703.0,2200.0,1050.0
7615.0,2175.0,1038.0
7660.0,2188.0,1045.0
7917.0,2261.0,1080.0
8375.0,2392.0,1141.0
8885.0,2538.0,1212.0
9511.0,2716.0,1297.0
10005.0,2857.0,1364.0
10256.0,2929.0,1398.0
10299.0,2941.0,1404.0
10302.0,2942.0,1404.0
10277.0,2935.0,1401.0
10289.0,2939.0,1403.0
10490.0,2995.0,1430.0
11257.0,3215.0,1535.0
11770.0,3361.0,1605.0
11670.0,3333.0,1591.0
11311.0,3231.0,1542.0
10872.0,3105.0,1482.0
10303.0,2943.0,1404.0
9558.0,2730.0,1303.0
8787.0,2509.0,1198.0
8179.0,2336.0,1115.0
7788.0,2224.0,1062.0
7602.0,2171.0,1036.0
7520.0,2148.0,1025.0
7568.0,2161.0,1031.0
7783.0,2223.0,1061.0
8145.0,2326.0,1110.0
8515.0,2432.0,1161.0
9074.0,2591.0,1237.0
9555.0,2729.0,1302.0
9877.0,2820.0,1347.0
10082.0,2880.0,1374.0
10161.0,2902.0,1385.0
10085.0,2880.0,1375.0
10002.0,2856.0,1363.0
10086.0,2880.0,1375.0
10996.0,3140.0,1499.0
11817.0,3375.0,1611.0
11777.0,3363.0,1605.0
11486.0,3281.0,1566.0
11162.0,3188.0,1522.0
10603.0,3028.0,1445.0
9865.0,2818.0,1345.0
9090.0,2596.0,1239.0
