asset,type,capacity,additions,retirements
cement_MA,Macro.CementPlant{NaturalGas},82.8770720369228,0.726036548724685,0.0
cement_CT,Macro.CementPlant{NaturalGas},90.06083825359495,0.7889692356863333,0.0
cement_ME,Macro.CementPlant{NaturalGas},93.78861033572602,0.8216260213379415,0.0
sorbent_dac_MA,ElectricDAC,0.40152761491539635,0.40152761491539635,0.0
sorbent_dac_CT,ElectricDAC,0.5755416552621614,0.5755416552621614,0.0
sorbent_dac_ME,ElectricDAC,550.9795861139372,550.9795861139372,0.0
cement_MA,Macro.ElectrochemCementPlant{CementMaterials},2.3885982039856626,0.020925082820724156,0.0
cement_CT,Macro.ElectrochemCementPlant{CementMaterials},244.15777347296375,2.138920485965517,0.0
cement_ME,Macro.ElectrochemCementPlant{CementMaterials},247.0187825925566,2.1639840787784195,0.0
MA_to_CT,PowerLine,5899.930105112255,2949.9301051122543,0.0
MA_to_ME,PowerLine,3999.8585037783873,1999.8585037783873,0.0
storage_MA,Battery,1646.849394489375,1646.849394489375,0.0
storage_CT,Battery,1278.997037846669,1278.997037846669,0.0
storage_ME,Battery,131.39472153885117,131.39472153885117,0.0
ng_MA,ThermalPower{NaturalGas},9677.778600908749,38.711114403634994,0.0
ng_CT,ThermalPower{NaturalGas},7414.462700784793,29.657850803139173,0.0
ng_ME,ThermalPower{NaturalGas},67.23639376910143,0.2689455750764057,0.0
solar_pv_MA,VRE,7254.878039477372,7254.878039477372,0.0
solar_pv_CT,VRE,5160.12572183435,5160.12572183435,0.0
onshore_wind_CT,VRE,10242.320315342828,10242.320315342828,0.0
onshore_wind_ME,VRE,12093.037101830378,12093.037101830378,0.0
