MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind
0.768875288,0.249615502,0.421732089,0.80521453
0.819359335,0.136520667,0.54420025,0.793733242
0.858792338,0.115846281,0.650401787,0.679734772
0.857703896,0.103594929,0.692762422,0.610697363
0.784108895,0.106658072,0.688765587,0.665669984
0.767606772,0.139228218,0.698362281,0.719062744
0.7486,0.178055747,0.662383315,0.757166499
0.636569693,0.267479815,0.573125728,0.781083511
0.476394469,0.329182549,0.438290617,0.792687798
0.34464026,0.327446993,0.298107547,0.790347027
0.181058065,0.3658273,0.151911484,0.744139751
0.031225872,0.372990952,0.037093611,0.795136228
0,0.410807247,0.000666489,0.802433689
0,0.46997458,0,0.802918673
0,0.433850648,0,0.801821793
0,0.416621331,0,0.795617168
0,0.374998308,0,0.786605655
0,0.351749473,0,0.774464318
0,0.38581291,0,0.773468016
0,0.450692871,0,0.772963853
0,0.510259993,0,0.780047997
0.000281113,0.542788721,0,0.780439798
0.079326243,0.549239698,0.027616485,0.780658046
0.214673931,0.546485794,0.153173653,0.785646975
0.273876237,0.429710291,0.206004464,0.793723751
0.459710399,0.301300018,0.287874839,0.760227055
0.621462065,0.288826165,0.389901146,0.427842952
0.724833371,0.295170071,0.446223021,0.323323159
0.721794342,0.290234752,0.490357246,0.347994047
0.685185313,0.307840126,0.498121695,0.309035014
0.667128132,0.339595123,0.475550294,0.237019705
0.687377907,0.390684968,0.414013396,0.185889555
0.615086495,0.402799111,0.429797744,0.158398513
0.453280846,0.376111547,0.521711302,0.153633548
0.314391059,0.367697911,0.445045318,0.184354181
0.071904877,0.386830552,0.155239355,0.345862844
0.000330478,0.332632474,0.003672674,0.51778048
0,0.317797374,0,0.64009216
0,0.289832763,0,0.70677561
0,0.261328209,0,0.726656209
0,0.229022188,0,0.719885417
0,0.228257633,0,0.70363473
0,0.252047421,0,0.671722149
0,0.284022933,0,0.63398091
0,0.299270662,0,0.600370081
0.003087294,0.30622985,0,0.577235031
0.178122827,0.291722377,0.068537276,0.566567972
0.5834579,0.262449313,0.429003446,0.564145877
0.793076547,0.152978174,0.708387344,0.560296746
0.854144479,0.068411091,0.840226624,0.435387242
0.801773006,0.060012942,0.879005668,0.1715828
0.74803928,0.059895434,0.870341309,0.051519953
0.745899534,0.075161938,0.840426389,0.068963565
0.68425683,0.097786391,0.792386765,0.074669651
0.746417386,0.096516302,0.757029158,0.06739117
0.756234245,0.109864333,0.723846041,0.065464961
0.76437383,0.128259832,0.709399179,0.078144405
0.739629095,0.156795616,0.650431091,0.103927145
0.550261854,0.152460565,0.503411374,0.142146292
0.140669602,0.12674903,0.147015413,0.191616125
7.76E-05,0.106316747,0.002136261,0.234482584
0,0.129187173,0,0.279436312
0,0.16037994,0,0.328545257
0,0.206034522,0,0.363907176
0,0.253951312,0,0.378874312
0,0.293462345,0,0.390071738
0,0.320743977,0,0.392884152
0,0.342007092,0,0.394421301
0,0.340016005,0,0.39018879
0.001193304,0.323930754,0,0.381286084
0.116240753,0.298104531,0.009734587,0.384328056
0.415999253,0.279878616,0.092905202,0.383967487
0.569098017,0.180864956,0.196139103,0.375837133
0.508193929,0.047394868,0.215006552,0.341329265
0.452053701,0.03416461,0.344882022,0.196893626
0.352137068,0.0267301,0.514861182,0.143972096
0.14888329,0.021243028,0.709019762,0.103544004
0.108833861,0.018432892,0.814562139,0.119294824
0.14297447,0.026896846,0.752034781,0.190918776
0.270933978,0.040945652,0.635572402,0.243851036
0.454600839,0.056582753,0.581213761,0.277818138
0.48087013,0.081710399,0.492445776,0.302562873
0.226099909,0.120269593,0.279261893,0.300249332
0.031437805,0.174984757,0.069375445,0.428639267
0,0.238868434,0.000908682,0.530519181
0,0.342168022,0,0.609187573
0,0.39697097,0,0.647283123
0,0.361052255,0,0.649028871
0,0.332040968,0,0.624938357
0,0.229055385,0,0.578184496
0,0.179902204,0,0.531443748
0,0.151063864,0,0.497018679
0,0.139348709,0,0.468930078
0.001752459,0.121434998,0,0.446081139
0.164437118,0.10583327,0.066225139,0.425188903
0.607823637,0.082908082,0.460676047,0.40177647
0.777899738,0.042225419,0.792160267,0.386186857
0.858506076,0.003862802,0.884833092,0.378583319
0.83512548,0.001691152,0.913690296,0.308372717
0.76387681,0.002826542,0.911093278,0.264022098
0.697045625,0.007118065,0.884150614,0.29703298
0.666459991,0.014897159,0.851010879,0.39535818
0.658601009,0.018771602,0.870398674,0.474593274
0.758998894,0.029764041,0.841558991,0.530738968
0.706270332,0.057341589,0.801603479,0.579443498
0.631338515,0.122411196,0.762247078,0.609375232
0.444450259,0.112068424,0.612195136,0.560683825
0.117051243,0.109950543,0.192353197,0.716380645
0,0.102490745,0.003331188,0.775452021
0,0.10830938,0,0.787780812
0,0.131246873,0,0.785779095
0,0.17532018,0,0.778506497
0,0.200269735,0,0.771172911
0,0.21121779,0,0.75507436
0,0.684822177,0,0.269983997
0,0.672068018,0,0.30592815
0,0.649279832,0,0.357388794
0.006509881,0.601708383,0,0.398926041
0.024638731,0.533496425,0.019405628,0.425507402
0.044646646,0.456108714,0.127826581,0.470598179
0.103727076,0.332751834,0.278006733,0.342234906
0.206991396,0.130425039,0.427832676,0.07658385
0.262763055,0.099296017,0.633436828,0.051875376
0.267701641,0.07683554,0.76769235,0.045160005
0.199651374,0.068826169,0.794766987,0.024722606
0.132383252,0.083346214,0.803291726,0.006746253
0.117130491,0.138045912,0.763904316,0.007757042
0.099590053,0.20216058,0.666020702,0.01297197
0.11104771,0.265549992,0.496788022,0.022828291
0.074303953,0.310705731,0.353130504,0.039754573
0.073983566,0.359128985,0.261870192,0.068976349
0.019373633,0.378966238,0.080061442,0.111516395
0,0.466522741,0.001676996,0.264398311
0,0.619075659,0,0.411427217
0,0.678111002,0,0.523937956
0,0.706963397,0,0.580801039
0,0.724505068,0,0.590756422
0,0.734908159,0,0.554997033
0,0.728718077,0,0.51006682
0,0.713380375,0,0.434911196
0,0.69268954,0,0.350453656
0.003585591,0.645688595,0.000114246,0.264462153
0.052419358,0.57200692,0.030990028,0.192932292
0.110972823,0.474786706,0.162592418,0.141432031
0.197291214,0.330517977,0.384678101,0.090158318
0.352462644,0.172197423,0.610441814,0.017142931
0.470545471,0.150095917,0.788256292,0.049466117
0.497513541,0.150360793,0.836858205,0.074771742
0.410550203,0.153679919,0.785281073,0.094167551
0.397840655,0.199136198,0.697572202,0.11224995
0.421839089,0.246237836,0.593244269,0.123454829
0.402658447,0.281502332,0.485438363,0.13857603
0.503563178,0.310086223,0.474110601,0.167002398
0.607920646,0.343370983,0.477321204,0.221443489
0.445853795,0.367816851,0.271199116,0.320282487
0.093708676,0.377914805,0.049950413,0.409883232
0.000362427,0.423336475,0.00109193,0.585171218
0,0.547254479,0,0.678062069
0,0.592223927,0,0.690240159
0,0.632078081,0,0.684416888
0,0.653899602,0,0.679131805
0,0.650536185,0,0.673846301
0,0.646018054,0,0.655601783
0,0.63402901,0,0.627312921
0,0.61049922,0,0.575088598
0.028554659,0.564866445,0.001835392,0.498623278
0.357535174,0.52474607,0.142843762,0.378136675
0.74152047,0.482841063,0.553497383,0.253211063
0.877979857,0.418441001,0.76906295,0.134703172
0.929412358,0.288639116,0.83939493,0.046702035
0.919607508,0.332921896,0.869783775,0.048533921
0.849552159,0.384690637,0.847672421,0.072387977
0.82776922,0.472168944,0.821065246,0.092049997
0.841382186,0.573533,0.834836936,0.101342249
0.839437785,0.626925442,0.847250994,0.122081956
0.777513911,0.657447728,0.83086015,0.148727248
0.742699033,0.687615999,0.794040354,0.185721939
0.688212578,0.712787536,0.742519065,0.230699782
0.502916372,0.732610843,0.559058951,0.300102242
0.129487951,0.735293919,0.171651481,0.35246242
0.001025708,0.708994409,0.004231857,0.530134115
0,0.762057715,0,0.624193794
0,0.768885469,0,0.659588297
0,0.75931578,0,0.651618331
0,0.727671129,0,0.643149577
0,0.726536385,0,0.652638006
0,0.740639107,0,0.661679374
0,0.719281952,0,0.6750134
0,0.700092179,0,0.683632255
0.020113521,0.680962054,0.000687353,0.686677958
0.212548816,0.646225021,0.106481007,0.677814045
0.2946111,0.620759078,0.406656865,0.660998077
0.327108382,0.567877801,0.640083086,0.409881053
0.457883313,0.506859995,0.785355415,0.325709188
0.538987567,0.5207253,0.831091412,0.374581395
0.617079709,0.532768797,0.822522781,0.342519983
0.719030986,0.542890404,0.812983906,0.317358171
0.790705886,0.566088948,0.825358961,0.341429542
0.793222798,0.603889235,0.833386824,0.379426477
0.688922945,0.619033929,0.808542788,0.430171896
0.597611483,0.634443263,0.742525879,0.493068091
0.489174065,0.637860192,0.637140856,0.559366279
0.353747058,0.623412712,0.462360114,0.635780252
0.094855553,0.552824483,0.14804645,0.65325661
0.000245221,0.442221833,0.00365334,0.731790209
0,0.425290248,0,0.75523559
0,0.43120697,0,0.752402666
0,0.428063059,0,0.718360509
0,0.416692912,0,0.681613755
0,0.39299724,0,0.631185516
0,0.354316215,0,0.59015169
0,0.290889147,0,0.537770407
0,0.248824019,0,0.514621041
0.015546761,0.211535152,0.001177021,0.506837362
0.109755211,0.164672719,0.117459374,0.500284008
0.283692064,0.137646081,0.480251884,0.496121313
0.552272161,0.066691812,0.723391085,0.395593571
0.801257372,0.016227958,0.814885063,0.401469404
0.857674382,0.01102667,0.852042318,0.417946321
0.875166949,0.013045421,0.845266751,0.400364243
0.873236926,0.017378987,0.812970052,0.385062631
0.869635038,0.029779489,0.802585002,0.392576119
0.866064809,0.050894295,0.805583958,0.425766384
0.85518358,0.061067287,0.769928272,0.453293082
0.815419787,0.076895996,0.695594189,0.470432314
0.738928511,0.083638257,0.578120378,0.486719692
0.487702423,0.083743646,0.381059871,0.502785818
0.113463687,0.073162528,0.095540804,0.464158394
0.000933042,0.075704434,0.001190483,0.585891877
0,0.100157164,0,0.682613792
0,0.092629887,0,0.746831038
0,0.091580396,0,0.776062112
0,0.090413778,0,0.794418541
0,0.089802051,0,0.802069565
0,0.093822294,0,0.802097228
0,0.10609463,0,0.801803302
0,0.095806148,0,0.800256349
0.012538066,0.092855619,0.002258229,0.798477837
0.099550902,0.095944188,0.138024731,0.79614828
0.098782087,0.109751409,0.456617981,0.790252623
0.174036764,0.107317062,0.716570477,0.600250281
0.359444699,0.031584668,0.792376226,0.468369324
0.608456556,0.027392941,0.803401616,0.344103785
0.693011285,0.041442789,0.744353858,0.219201622
0.699607162,0.058648245,0.732433177,0.123997673
0.664195685,0.068415571,0.710146406,0.061705086
0.677973487,0.082384904,0.729415605,0.024478405
0.655766935,0.104000643,0.754716905,0.010753413
0.710985513,0.124698159,0.751642147,0.01013079
0.683797864,0.144217,0.731000605,0.011728596
0.446939335,0.185446963,0.586844914,0.015710242
0.107745964,0.231898837,0.205603132,0.027519771
0.000951379,0.31890553,0.007440508,0.064560605
0,0.475100813,0,0.117668644
0,0.553515913,0,0.167480917
0,0.598167829,0,0.225785849
0,0.623982087,0,0.288451105
0,0.63053959,0,0.338858136
0,0.612392091,0,0.36652177
0,0.57761369,0,0.376831169
0,0.52490938,0,0.378052948
0.007200502,0.454115958,0.002244144,0.367279603
0.1084256,0.378982247,0.114776046,0.34552735
0.23619979,0.295312479,0.336519091,0.320026173
0.388836733,0.174262731,0.459386117,0.213851952
0.52790546,0.05514048,0.592630842,0.074327019
0.659705425,0.062076034,0.684368768,0.171468202
0.726992054,0.10656502,0.745233803,0.203423546
0.719558594,0.182326775,0.775856499,0.195852396
0.684389327,0.234245168,0.785308519,0.215066358
0.702725736,0.239197932,0.789052687,0.268667444
0.707806138,0.234985023,0.776188184,0.27744326
0.689107582,0.229813657,0.767442398,0.1992361
0.684079418,0.215890804,0.70312133,0.182548028
0.506794637,0.207704669,0.52705989,0.160917308
0.134231584,0.201834803,0.174597516,0.131275447
0.001719642,0.237655521,0.005716523,0.174093593
0,0.313341396,0,0.205764532
0,0.345553181,0,0.205130292
0,0.346925059,0,0.167938776
0,0.348124583,0,0.146217549
0,0.366107742,0,0.126344881
0,0.24770739,0,0.172215364
0,0.227344914,0,0.128908894
0,0.229010351,0,0.09242214
0,0.23811691,0,0.081987782
0,0.231398225,0,0.06806956
0,0.248671525,0,0.063506307
0.0303951,0.263748159,0.007486012,0.031966668
0.166174183,0.266057996,0.075735477,0.008827915
0.197001802,0.247797703,0.104166735,0.00765004
0.174804742,0.198037815,0.13389279,0.011657721
0.161286629,0.166013213,0.17257851,0.023721003
0.160953616,0.136233358,0.19931469,0.062674915
0.143837448,0.109242124,0.263405954,0.106372874
0.163583138,0.089472894,0.338428135,0.15121533
0.0935632,0.082637538,0.271167154,0.224958354
0.003285312,0.077357308,0.038421792,0.283897928
0,0.083375583,0,0.311853737
0,0.124060392,0,0.345791925
0,0.148141002,0,0.391515857
0,0.134288092,0,0.388573844
0,0.10758348,0,0.277875603
0,0.082414869,0,0.212003893
0,0.096106335,0,0.16741243
0,0.141727595,0,0.179494868
0,0.188324307,0,0.189926607
0,0.233046139,0,0.180786669
0,0.289621806,0,0.171105086
0,0.336116629,0,0.176526392
0,0.393567656,0,0.199704263
0,0.456344351,0,0.203315865
0.003364547,0.528591911,0.015156052,0.082053372
0.026840839,0.599715888,0.062512746,0.064859521
0.074789156,0.620881112,0.051651324,0.061699802
0.149166501,0.590394043,0.068345555,0.050064762
0.154505868,0.567270739,0.109191637,0.043614138
0.11580137,0.546273295,0.141000723,0.05405295
0.05939433,0.520069288,0.224465327,0.096330748
0.043854415,0.496647179,0.461945374,0.172894872
0.020921023,0.4516083,0.411108574,0.268516608
0.000585826,0.409802165,0.058947981,0.345069082
0,0.343763069,0,0.290558865
0,0.444909316,0,0.226623773
0,0.497557002,0,0.101312151
0,0.503222955,0,0.082286187
0,0.504764628,0,0.113163575
0,0.508917069,0,0.145186621
0,0.514138459,0,0.169212252
0,0.512634418,0,0.185689068
0,0.512294542,0,0.180098829
0,0.508149314,0,0.190847697
0,0.504967067,0,0.208459159
0,0.500625405,0,0.223518318
0,0.501159571,0,0.233349479
0,0.510066046,0,0.231183947
0.090021643,0.51526508,0.080380742,0.139013826
0.472220539,0.513494326,0.49418745,0.063111947
0.568312854,0.308758948,0.618199593,0.064216179
0.386321888,0.068294591,0.524033754,0.066022875
0.34180063,0.037993307,0.498979113,0.06622175
0.339226811,0.024225119,0.538775128,0.100281078
0.319661312,0.016368259,0.60604331,0.146872547
0.29400496,0.012465665,0.667589323,0.197959781
0.109774017,0.018947661,0.463760406,0.232016215
0.003385975,0.044493798,0.065587127,0.253969039
0,0.147555973,0,0.261261774
0,0.341376421,0,0.236022067
0,0.52527331,0,0.282312647
0,0.626690059,0,0.307550823
0,0.69215197,0,0.325790902
0,0.725668124,0,0.355601174
0,0.740142527,0,0.369030847
0,0.750548598,0,0.414718073
0,0.754605185,0,0.467320877
0,0.755835054,0,0.517094092
0,0.745212103,0,0.55616815
0,0.731709729,0,0.588730011
0,0.722876994,0,0.604026754
0,0.700528496,0,0.61129048
0.09525706,0.685853044,0.037850889,0.386745628
0.501149508,0.663458227,0.246602128,0.154181807
0.647960079,0.518739972,0.438755329,0.143136081
0.574974943,0.322069563,0.539463267,0.094687451
0.509893789,0.27974594,0.561877036,0.050140315
0.48886348,0.268347313,0.575360237,0.014588186
0.499564373,0.270594045,0.641375014,0.009325108
0.534794319,0.264202026,0.703419397,0.011379986
0.245786978,0.253680187,0.49949812,0.01286026
0.009535194,0.245227634,0.073364459,0.014648653
0,0.266002827,0,0.023853721
0,0.41741619,0,0.036229537
0,0.495090408,0,0.06686123
0,0.520977922,0,0.089455679
0,0.522123684,0,0.106477884
0,0.514390682,0,0.118994405
0,0.508624178,0,0.117767149
0,0.505546299,0,0.096692539
0,0.508028879,0,0.099643049
0,0.508048252,0,0.076211361
0,0.502593235,0,0.056624307
0,0.490041304,0,0.039999365
0,0.463586823,0,0.027644582
0,0.445571712,0,0.027216768
0.034692522,0.436931002,0.061760129,0.03203094
0.270516205,0.424122684,0.447192408,0.00554902
0.428672161,0.290200452,0.665651634,0.019983585
0.355706599,0.086552432,0.607694432,0.037865361
0.392236877,0.041751514,0.538708272,0.049576832
0.459047295,0.043316463,0.529182438,0.055793519
0.537598655,0.053958898,0.541982927,0.062381997
0.539473878,0.06827232,0.469965386,0.090206996
0.231138615,0.085038543,0.233317024,0.108318056
0.00953684,0.15315628,0.033531679,0.133250431
0,0.330410311,0,0.151899819
0,0.499394214,0,0.188083614
0,0.630433304,0,0.307754209
0,0.69221047,0,0.404142747
0,0.708234814,0,0.446898658
0,0.716998418,0,0.440300544
0,0.725238739,0,0.413815729
0,0.735944983,0,0.348525278
0,0.751940358,0,0.25320099
0,0.746652145,0,0.119962813
0,0.750661586,0,0.047650136
0,0.756305415,0,0.028209684
0,0.762323527,0,0.0351039
0,0.748715044,0,0.064922515
0.019853411,0.70492076,0.007592803,0.062496353
0.096522882,0.660291403,0.047144389,0.013035381
0.126081083,0.614771955,0.073295223,0.021843116
0.187507851,0.550930883,0.175876361,0.039024128
0.249457564,0.473898901,0.181594335,0.061056036
0.274087477,0.40509805,0.147756609,0.066052856
0.169780804,0.34512248,0.117527381,0.060106479
0.092067549,0.339622122,0.062823933,0.051430158
0.028708554,0.313388897,0.040776243,0.050521505
0.00071414,0.288894302,0.00569019,0.03860424
0,0.348636477,0,0.039970821
0,0.452415916,0,0.068146
0,0.516706875,0,0.127871115
0,0.539715593,0,0.169347984
0,0.56936294,0,0.210992637
0,0.581701747,0,0.223123333
0,0.597791331,0,0.207889195
0,0.596448128,0,0.184176298
0,0.596250599,0,0.185685319
0,0.624203416,0,0.194402366
0,0.628365546,0,0.214690432
0,0.645496137,0,0.210190358
0,0.638032215,0,0.201931966
0,0.629813461,0,0.161516874
0.022830521,0.613055456,0.027858477,0.079419606
0.232290699,0.597476784,0.247233032,0.009580246
0.380313917,0.519760831,0.440105357,0.010705597
0.242837025,0.461364866,0.514425875,0.008863427
0.232036959,0.441650905,0.497885481,0.013137433
0.237629013,0.435680622,0.448630058,0.0177541
0.26703082,0.415309623,0.474536692,0.024253577
0.36958561,0.394345738,0.517519898,0.02992678
0.201780813,0.382851104,0.379225535,0.044330804
0.007423774,0.374307225,0.058410405,0.081946225
0,0.343415061,0,0.141768064
0,0.48862392,0,0.211506911
0,0.544117523,0,0.340804499
0,0.544933309,0,0.440084935
0,0.52299354,0,0.492373048
0,0.490341946,0,0.503484345
0,0.455710245,0,0.512541527
0,0.425036673,0,0.516948633
