Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Demand_H2_z1,Demand_H2_z2,Demand_H2_z3
13254,121366,98408,34998,17408.259,8876.7789,2571.0762
13255,123303,104236,36956,17408.259,8876.7789,2571.0762
13256,130873,115720,40454,17408.259,8876.7789,2571.0762
13257,145449,128507,44273,17408.259,8876.7789,2571.0762
13258,161721,140385,47234,17408.259,8876.7789,2571.0762
13259,177585,149728,49422,17408.259,8876.7789,2571.0762
13260,191364,155993,51040,17408.259,8876.7789,2571.0762
13261,202058,159190,52003,17408.259,8876.7789,2571.0762
13262,209165,160219,51632,17408.259,8876.7789,2571.0762
13263,214233,160756,50766,17408.259,8876.7789,2571.0762
13264,217054,161187,50475,17408.259,8876.7789,2571.0762
13265,217351,160114,50609,17408.259,8876.7789,2571.0762
13266,214712,156234,50550,17408.259,8876.7789,2571.0762
13267,209297,150305,49820,17408.259,8876.7789,2571.0762
13268,202001,144367,48555,17408.259,8876.7789,2571.0762
13269,195102,140957,47622,17408.259,8876.7789,2571.0762
13270,187790,133411,46100,17408.259,8876.7789,2571.0762
13271,175388,124222,43208,17408.259,8876.7789,2571.0762
13272,161773,115465,39771,17408.259,8876.7789,2571.0762
13273,149563,108290,36885,17408.259,8876.7789,2571.0762
13274,140365,103093,34945,17408.259,8876.7789,2571.0762
13275,133200,98871,33578,17408.259,8876.7789,2571.0762
13276,128157,96154,32729,17408.259,8876.7789,2571.0762
13277,125543,94803,32151,17408.259,8876.7789,2571.0762
13278,123928,93600,31905,17408.259,8876.7789,2571.0762
13279,124845,97435,33337,17408.259,8876.7789,2571.0762
13280,132283,105321,36280,17408.259,8876.7789,2571.0762
13281,147312,114551,39777,17408.259,8876.7789,2571.0762
13282,163521,122919,43012,17408.259,8876.7789,2571.0762
13283,177545,130105,45615,17408.259,8876.7789,2571.0762
13284,190335,135408,47598,17408.259,8876.7789,2571.0762
13285,199826,139426,48886,17408.259,8876.7789,2571.0762
13286,206892,141867,49752,17408.259,8876.7789,2571.0762
13287,211677,143286,50409,17408.259,8876.7789,2571.0762
13288,213852,143646,51039,17408.259,8876.7789,2571.0762
13289,214525,142618,51537,17408.259,8876.7789,2571.0762
13290,211968,139903,51555,17408.259,8876.7789,2571.0762
13291,206019,135648,50672,17408.259,8876.7789,2571.0762
13292,198875,131728,49324,17408.259,8876.7789,2571.0762
13293,192533,128831,48640,17408.259,8876.7789,2571.0762
13294,185446,121998,46851,17408.259,8876.7789,2571.0762
13295,172685,112695,43089,17408.259,8876.7789,2571.0762
13296,158783,104146,39203,17408.259,8876.7789,2571.0762
13297,146902,97997,36202,17408.259,8876.7789,2571.0762
13298,138086,93706,34234,17408.259,8876.7789,2571.0762
13299,132205,90925,32914,17408.259,8876.7789,2571.0762
13300,129006,90499,32391,17408.259,8876.7789,2571.0762
13301,128949,92921,32744,17408.259,8876.7789,2571.0762
13302,132763,97667,34319,17408.259,8876.7789,2571.0762
13303,139515,104434,37768,17408.259,8876.7789,2571.0762
13304,148817,111234,41302,17408.259,8876.7789,2571.0762
13305,161534,117676,43982,17408.259,8876.7789,2571.0762
13306,174873,124105,46198,17408.259,8876.7789,2571.0762
13307,187994,129648,47939,17408.259,8876.7789,2571.0762
13308,199819,134633,49194,17408.259,8876.7789,2571.0762
13309,208851,139103,50310,17408.259,8876.7789,2571.0762
13310,213841,142214,51374,17408.259,8876.7789,2571.0762
13311,215164,143285,51970,17408.259,8876.7789,2571.0762
13312,214836,144636,52384,17408.259,8876.7789,2571.0762
13313,213190,144410,52382,17408.259,8876.7789,2571.0762
13314,209491,141320,51502,17408.259,8876.7789,2571.0762
13315,203565,135967,49806,17408.259,8876.7789,2571.0762
13316,196977,131146,48214,17408.259,8876.7789,2571.0762
13317,190457,127776,47306,17408.259,8876.7789,2571.0762
13318,182586,119448,45002,17408.259,8876.7789,2571.0762
13319,168674,108655,40906,17408.259,8876.7789,2571.0762
13320,154357,99625,36973,17408.259,8876.7789,2571.0762
13321,142141,93430,34114,17408.259,8876.7789,2571.0762
13322,133601,89068,32236,17408.259,8876.7789,2571.0762
13323,127692,86614,31090,17408.259,8876.7789,2571.0762
13324,124436,86257,30749,17408.259,8876.7789,2571.0762
13325,124553,89147,31179,17408.259,8876.7789,2571.0762
13326,128784,94266,32916,17408.259,8876.7789,2571.0762
13327,135281,101847,36414,17408.259,8876.7789,2571.0762
13328,143372,109122,39990,17408.259,8876.7789,2571.0762
13329,154388,115792,42776,17408.259,8876.7789,2571.0762
13330,166144,122492,45146,17408.259,8876.7789,2571.0762
13331,178359,128127,47127,17408.259,8876.7789,2571.0762
13332,189361,132885,48468,17408.259,8876.7789,2571.0762
13333,197670,136721,49612,17408.259,8876.7789,2571.0762
13334,204067,139230,50734,17408.259,8876.7789,2571.0762
13335,206167,140616,51522,17408.259,8876.7789,2571.0762
13336,203912,141187,52082,17408.259,8876.7789,2571.0762
13337,198731,140440,52151,17408.259,8876.7789,2571.0762
13338,191986,137432,51196,17408.259,8876.7789,2571.0762
13339,184303,132419,49637,17408.259,8876.7789,2571.0762
13340,178172,128031,48297,17408.259,8876.7789,2571.0762
13341,173687,125047,47581,17408.259,8876.7789,2571.0762
13342,167421,117185,45448,17408.259,8876.7789,2571.0762
13343,155669,106835,41387,17408.259,8876.7789,2571.0762
13344,142115,97843,37502,17408.259,8876.7789,2571.0762
13345,131566,91293,34725,17408.259,8876.7789,2571.0762
13346,124224,86990,32722,17408.259,8876.7789,2571.0762
13347,119248,84507,31691,17408.259,8876.7789,2571.0762
13348,117029,84491,31343,17408.259,8876.7789,2571.0762
13349,117927,87381,31932,17408.259,8876.7789,2571.0762
13350,122881,92360,33815,17408.259,8876.7789,2571.0762
13351,129894,99600,37436,17408.259,8876.7789,2571.0762
13352,136692,107303,41398,17408.259,8876.7789,2571.0762
13353,145349,114519,44476,17408.259,8876.7789,2571.0762
13354,154419,121416,46882,17408.259,8876.7789,2571.0762
13355,163303,127455,48981,17408.259,8876.7789,2571.0762
13356,171273,132555,50554,17408.259,8876.7789,2571.0762
13357,177371,137225,51763,17408.259,8876.7789,2571.0762
13358,182319,140359,52828,17408.259,8876.7789,2571.0762
13359,185014,142318,53459,17408.259,8876.7789,2571.0762
13360,185009,143429,53974,17408.259,8876.7789,2571.0762
13361,184293,142934,54211,17408.259,8876.7789,2571.0762
13362,181464,139749,53581,17408.259,8876.7789,2571.0762
13363,176252,134706,52080,17408.259,8876.7789,2571.0762
13364,171140,129925,50010,17408.259,8876.7789,2571.0762
13365,167337,126375,48664,17408.259,8876.7789,2571.0762
13366,161740,118420,46346,17408.259,8876.7789,2571.0762
13367,150282,107974,42216,17408.259,8876.7789,2571.0762
13368,137517,98518,38189,17408.259,8876.7789,2571.0762
13369,127087,91978,35366,17408.259,8876.7789,2571.0762
13370,119849,87520,33491,17408.259,8876.7789,2571.0762
13371,115571,84929,32250,17408.259,8876.7789,2571.0762
13372,113536,84544,31759,17408.259,8876.7789,2571.0762
13373,114877,87309,32306,17408.259,8876.7789,2571.0762
13374,119850,92254,34292,17408.259,8876.7789,2571.0762
13375,127412,99903,38104,17408.259,8876.7789,2571.0762
13376,134567,107895,42168,17408.259,8876.7789,2571.0762
13377,143502,115422,45549,17408.259,8876.7789,2571.0762
13378,152471,122605,48362,17408.259,8876.7789,2571.0762
13379,161131,129138,50881,17408.259,8876.7789,2571.0762
13380,168150,134697,52942,17408.259,8876.7789,2571.0762
13381,173891,140293,54463,17408.259,8876.7789,2571.0762
13382,178398,143865,55712,17408.259,8876.7789,2571.0762
13383,181487,146047,56482,17408.259,8876.7789,2571.0762
13384,182437,147329,57003,17408.259,8876.7789,2571.0762
13385,182180,146602,57096,17408.259,8876.7789,2571.0762
13386,179267,143309,56154,17408.259,8876.7789,2571.0762
13387,174874,137573,54401,17408.259,8876.7789,2571.0762
13388,170530,132690,52224,17408.259,8876.7789,2571.0762
13389,167460,129280,50774,17408.259,8876.7789,2571.0762
13390,162095,121097,48233,17408.259,8876.7789,2571.0762
13391,151063,110601,43990,17408.259,8876.7789,2571.0762
13392,138718,101047,39858,17408.259,8876.7789,2571.0762
13393,128750,94284,36786,17408.259,8876.7789,2571.0762
13394,121222,89763,34757,17408.259,8876.7789,2571.0762
13395,116911,87042,33531,17408.259,8876.7789,2571.0762
13396,114675,86430,33055,17408.259,8876.7789,2571.0762
13397,115619,89334,33621,17408.259,8876.7789,2571.0762
13398,119683,94003,35449,17408.259,8876.7789,2571.0762
13399,126505,100943,39076,17408.259,8876.7789,2571.0762
13400,134825,108319,43171,17408.259,8876.7789,2571.0762
13401,144895,115331,46742,17408.259,8876.7789,2571.0762
13402,155131,122825,49843,17408.259,8876.7789,2571.0762
13403,165431,129308,52585,17408.259,8876.7789,2571.0762
13404,174771,134513,54666,17408.259,8876.7789,2571.0762
13405,182737,138311,56088,17408.259,8876.7789,2571.0762
13406,189073,140278,57009,17408.259,8876.7789,2571.0762
13407,193255,140089,57278,17408.259,8876.7789,2571.0762
13408,194658,139797,57206,17408.259,8876.7789,2571.0762
13409,193514,137487,56635,17408.259,8876.7789,2571.0762
13410,189764,133210,55200,17408.259,8876.7789,2571.0762
13411,183524,128301,53382,17408.259,8876.7789,2571.0762
13412,176909,124512,51545,17408.259,8876.7789,2571.0762
13413,171797,121796,50305,17408.259,8876.7789,2571.0762
13414,166237,115330,48173,17408.259,8876.7789,2571.0762
13415,155465,106528,44484,17408.259,8876.7789,2571.0762
13416,143562,98132,40787,17408.259,8876.7789,2571.0762
13417,132888,92003,37977,17408.259,8876.7789,2571.0762
13418,125295,87832,36085,17408.259,8876.7789,2571.0762
13419,120223,85097,34799,17408.259,8876.7789,2571.0762
13420,116975,83465,33935,17408.259,8876.7789,2571.0762
13421,115826,83868,33592,17408.259,8876.7789,2571.0762
13422,116740,84613,33866,17408.259,8876.7789,2571.0762
13423,119396,88111,35576,17408.259,8876.7789,2571.0762
13424,126047,94640,38658,17408.259,8876.7789,2571.0762
13425,138449,102102,42134,17408.259,8876.7789,2571.0762
13426,151840,108994,44960,17408.259,8876.7789,2571.0762
13427,164086,114523,47114,17408.259,8876.7789,2571.0762
13428,174391,118883,48914,17408.259,8876.7789,2571.0762
13429,182146,121591,50263,17408.259,8876.7789,2571.0762
13430,186741,123519,51279,17408.259,8876.7789,2571.0762
13431,189844,124456,51959,17408.259,8876.7789,2571.0762
13432,191548,125444,52541,17408.259,8876.7789,2571.0762
13433,192441,125230,52944,17408.259,8876.7789,2571.0762
13434,190000,123722,52773,17408.259,8876.7789,2571.0762
13435,185149,121229,51656,17408.259,8876.7789,2571.0762
13436,178280,118729,49960,17408.259,8876.7789,2571.0762
13437,172590,116968,48983,17408.259,8876.7789,2571.0762
13438,166622,111692,47297,17408.259,8876.7789,2571.0762
13439,155546,104154,44059,17408.259,8876.7789,2571.0762
13440,143123,96703,40623,17408.259,8876.7789,2571.0762
13441,132357,90870,37813,17408.259,8876.7789,2571.0762
13442,124185,86997,35779,17408.259,8876.7789,2571.0762
13443,118386,84325,34396,17408.259,8876.7789,2571.0762
13444,114726,82871,33553,17408.259,8876.7789,2571.0762
13445,112832,82654,33128,17408.259,8876.7789,2571.0762
13446,111851,82752,32970,17408.259,8876.7789,2571.0762
13447,113559,86216,34226,17408.259,8876.7789,2571.0762
13448,120550,93923,37034,17408.259,8876.7789,2571.0762
13449,134270,103117,40561,17408.259,8876.7789,2571.0762
13450,148203,112633,44042,17408.259,8876.7789,2571.0762
13451,159906,121035,47063,17408.259,8876.7789,2571.0762
13452,170299,127544,49314,17408.259,8876.7789,2571.0762
13453,179425,132640,50404,17408.259,8876.7789,2571.0762
13454,186273,136262,50910,17408.259,8876.7789,2571.0762
13455,190421,138289,51033,17408.259,8876.7789,2571.0762
13456,193037,139843,51302,17408.259,8876.7789,2571.0762
13457,192916,140089,51704,17408.259,8876.7789,2571.0762
13458,191269,138428,51698,17408.259,8876.7789,2571.0762
13459,186743,134806,50917,17408.259,8876.7789,2571.0762
13460,180610,131225,50096,17408.259,8876.7789,2571.0762
13461,175022,127836,49445,17408.259,8876.7789,2571.0762
13462,168712,120446,47137,17408.259,8876.7789,2571.0762
13463,158346,111173,43623,17408.259,8876.7789,2571.0762
13464,143668,103089,40170,17408.259,8876.7789,2571.0762
13465,132536,96852,37750,17408.259,8876.7789,2571.0762
13466,124688,92916,36186,17408.259,8876.7789,2571.0762
13467,119578,90300,35120,17408.259,8876.7789,2571.0762
13468,117090,90416,34869,17408.259,8876.7789,2571.0762
13469,117985,93646,35534,17408.259,8876.7789,2571.0762
13470,122661,99099,37628,17408.259,8876.7789,2571.0762
13471,130012,107997,41563,17408.259,8876.7789,2571.0762
13472,138803,117528,45964,17408.259,8876.7789,2571.0762
13473,150630,126622,49534,17408.259,8876.7789,2571.0762
13474,164597,136329,52570,17408.259,8876.7789,2571.0762
13475,178920,144772,55206,17408.259,8876.7789,2571.0762
13476,191366,150923,57265,17408.259,8876.7789,2571.0762
13477,199662,156046,58908,17408.259,8876.7789,2571.0762
13478,204071,159285,60236,17408.259,8876.7789,2571.0762
13479,206562,161100,60745,17408.259,8876.7789,2571.0762
13480,206988,162607,61162,17408.259,8876.7789,2571.0762
13481,204796,162248,61050,17408.259,8876.7789,2571.0762
13482,200838,160640,60158,17408.259,8876.7789,2571.0762
13483,195090,156103,58512,17408.259,8876.7789,2571.0762
13484,188562,151002,57080,17408.259,8876.7789,2571.0762
13485,182591,146687,56215,17408.259,8876.7789,2571.0762
13486,175395,137340,53336,17408.259,8876.7789,2571.0762
13487,162620,125289,48479,17408.259,8876.7789,2571.0762
13488,149219,114442,43918,17408.259,8876.7789,2571.0762
13489,137144,106890,40652,17408.259,8876.7789,2571.0762
13490,129093,101392,38377,17408.259,8876.7789,2571.0762
13491,123805,98103,36978,17408.259,8876.7789,2571.0762
13492,120743,97069,36402,17408.259,8876.7789,2571.0762
13493,121051,99598,36858,17408.259,8876.7789,2571.0762
13494,125733,104580,38792,17408.259,8876.7789,2571.0762
13495,132986,113195,42771,17408.259,8876.7789,2571.0762
13496,141456,123307,47181,17408.259,8876.7789,2571.0762
13497,152752,133648,50977,17408.259,8876.7789,2571.0762
13498,165252,144222,54494,17408.259,8876.7789,2571.0762
13499,178683,153030,57546,17408.259,8876.7789,2571.0762
13500,190337,159667,59710,17408.259,8876.7789,2571.0762
13501,199004,164205,61357,17408.259,8876.7789,2571.0762
13502,203686,166615,62636,17408.259,8876.7789,2571.0762
13503,204649,167645,63389,17408.259,8876.7789,2571.0762
13504,203814,168697,64053,17408.259,8876.7789,2571.0762
13505,202017,168674,64211,17408.259,8876.7789,2571.0762
13506,199033,166943,63434,17408.259,8876.7789,2571.0762
13507,193547,162963,61905,17408.259,8876.7789,2571.0762
13508,188318,159696,60599,17408.259,8876.7789,2571.0762
13509,183641,156252,59622,17408.259,8876.7789,2571.0762
13510,176397,146266,56758,17408.259,8876.7789,2571.0762
13511,163113,134476,52021,17408.259,8876.7789,2571.0762
13512,148923,123861,47619,17408.259,8876.7789,2571.0762
13513,137131,116116,44516,17408.259,8876.7789,2571.0762
13514,128663,110238,42312,17408.259,8876.7789,2571.0762
13515,123336,106313,40997,17408.259,8876.7789,2571.0762
13516,120279,105305,40399,17408.259,8876.7789,2571.0762
13517,121290,107717,40819,17408.259,8876.7789,2571.0762
13518,125981,112664,42760,17408.259,8876.7789,2571.0762
13519,133398,120798,46516,17408.259,8876.7789,2571.0762
13520,142053,129997,50818,17408.259,8876.7789,2571.0762
13521,152875,139363,54231,17408.259,8876.7789,2571.0762
13522,165070,148914,57294,17408.259,8876.7789,2571.0762
13523,177736,156903,60049,17408.259,8876.7789,2571.0762
13524,189492,162785,62074,17408.259,8876.7789,2571.0762
13525,198854,166393,63074,17408.259,8876.7789,2571.0762
13526,206305,166211,62883,17408.259,8876.7789,2571.0762
13527,210291,162413,61511,17408.259,8876.7789,2571.0762
13528,210208,157818,59468,17408.259,8876.7789,2571.0762
13529,207472,153631,57894,17408.259,8876.7789,2571.0762
13530,202050,150165,56866,17408.259,8876.7789,2571.0762
13531,195247,145800,55401,17408.259,8876.7789,2571.0762
13532,189034,141990,53725,17408.259,8876.7789,2571.0762
13533,183576,138266,52586,17408.259,8876.7789,2571.0762
13534,176378,129130,50041,17408.259,8876.7789,2571.0762
13535,163288,117929,45797,17408.259,8876.7789,2571.0762
13536,149643,108641,41798,17408.259,8876.7789,2571.0762
13537,138154,102194,38826,17408.259,8876.7789,2571.0762
13538,130021,97823,36744,17408.259,8876.7789,2571.0762
13539,124734,94925,35519,17408.259,8876.7789,2571.0762
13540,121748,94622,34999,17408.259,8876.7789,2571.0762
13541,122981,97918,35480,17408.259,8876.7789,2571.0762
13542,127614,103646,37150,17408.259,8876.7789,2571.0762
13543,135027,110962,40069,17408.259,8876.7789,2571.0762
13544,143799,117564,43087,17408.259,8876.7789,2571.0762
13545,154833,123522,45146,17408.259,8876.7789,2571.0762
13546,167468,129508,46481,17408.259,8876.7789,2571.0762
13547,180803,134216,47571,17408.259,8876.7789,2571.0762
13548,192599,137628,48279,17408.259,8876.7789,2571.0762
13549,202311,140454,48854,17408.259,8876.7789,2571.0762
13550,209252,142230,49288,17408.259,8876.7789,2571.0762
13551,213700,143139,49265,17408.259,8876.7789,2571.0762
13552,215710,143457,49350,17408.259,8876.7789,2571.0762
13553,215941,142588,49350,17408.259,8876.7789,2571.0762
13554,211841,139273,48743,17408.259,8876.7789,2571.0762
13555,205704,134653,47601,17408.259,8876.7789,2571.0762
13556,198788,131484,46280,17408.259,8876.7789,2571.0762
13557,192584,128074,45331,17408.259,8876.7789,2571.0762
13558,184951,119918,43197,17408.259,8876.7789,2571.0762
13559,171403,110212,39660,17408.259,8876.7789,2571.0762
13560,156714,101726,36303,17408.259,8876.7789,2571.0762
13561,144304,96073,33851,17408.259,8876.7789,2571.0762
13562,135785,92103,32314,17408.259,8876.7789,2571.0762
13563,130038,89724,31415,17408.259,8876.7789,2571.0762
13564,126625,89614,31135,17408.259,8876.7789,2571.0762
13565,126646,92906,31826,17408.259,8876.7789,2571.0762
13566,130404,98157,33698,17408.259,8876.7789,2571.0762
13567,136567,103751,36641,17408.259,8876.7789,2571.0762
13568,144568,108854,39597,17408.259,8876.7789,2571.0762
13569,154867,113213,41633,17408.259,8876.7789,2571.0762
13570,166102,116874,42758,17408.259,8876.7789,2571.0762
13571,177684,119447,43318,17408.259,8876.7789,2571.0762
13572,187856,120759,43360,17408.259,8876.7789,2571.0762
13573,196312,121622,43238,17408.259,8876.7789,2571.0762
13574,202493,121513,42995,17408.259,8876.7789,2571.0762
13575,206321,120847,42484,17408.259,8876.7789,2571.0762
13576,208305,120243,42083,17408.259,8876.7789,2571.0762
13577,207673,118733,41859,17408.259,8876.7789,2571.0762
13578,204167,115902,41413,17408.259,8876.7789,2571.0762
13579,197977,112570,40703,17408.259,8876.7789,2571.0762
13580,190690,110046,39874,17408.259,8876.7789,2571.0762
13581,184678,107615,39378,17408.259,8876.7789,2571.0762
13582,177752,102003,37845,17408.259,8876.7789,2571.0762
13583,166044,94594,35010,17408.259,8876.7789,2571.0762
13584,152787,87370,32121,17408.259,8876.7789,2571.0762
13585,141543,82512,29916,17408.259,8876.7789,2571.0762
13586,132897,78935,28452,17408.259,8876.7789,2571.0762
13587,127221,76896,27561,17408.259,8876.7789,2571.0762
13588,123547,76108,27102,17408.259,8876.7789,2571.0762
13589,122085,76664,27125,17408.259,8876.7789,2571.0762
13590,122219,77545,27565,17408.259,8876.7789,2571.0762
13591,124494,80727,29247,17408.259,8876.7789,2571.0762
13592,130406,86912,32091,17408.259,8876.7789,2571.0762
13593,141609,93352,35082,17408.259,8876.7789,2571.0762
13594,154756,98538,37286,17408.259,8876.7789,2571.0762
13595,166724,102457,38750,17408.259,8876.7789,2571.0762
13596,177548,105315,39672,17408.259,8876.7789,2571.0762
13597,186178,107459,40221,17408.259,8876.7789,2571.0762
13598,192565,109327,40596,17408.259,8876.7789,2571.0762
13599,197697,110784,40918,17408.259,8876.7789,2571.0762
13600,200879,112071,41451,17408.259,8876.7789,2571.0762
13601,201132,112660,41997,17408.259,8876.7789,2571.0762
13602,198017,111541,42129,17408.259,8876.7789,2571.0762
13603,192145,109544,41458,17408.259,8876.7789,2571.0762
13604,184066,107829,40281,17408.259,8876.7789,2571.0762
13605,177410,106636,39711,17408.259,8876.7789,2571.0762
13606,170699,101798,38356,17408.259,8876.7789,2571.0762
13607,159647,94967,35755,17408.259,8876.7789,2571.0762
13608,147788,88156,32990,17408.259,8876.7789,2571.0762
13609,137254,82959,30796,17408.259,8876.7789,2571.0762
13610,129363,79332,29249,17408.259,8876.7789,2571.0762
13611,123768,76837,28264,17408.259,8876.7789,2571.0762
13612,119967,75564,27686,17408.259,8876.7789,2571.0762
13613,118099,75288,27444,17408.259,8876.7789,2571.0762
13614,117548,74921,27381,17408.259,8876.7789,2571.0762
13615,118687,77885,28653,17408.259,8876.7789,2571.0762
13616,124477,84373,31271,17408.259,8876.7789,2571.0762
13617,138308,91866,34415,17408.259,8876.7789,2571.0762
13618,152661,98937,37202,17408.259,8876.7789,2571.0762
13619,164505,104903,39414,17408.259,8876.7789,2571.0762
13620,174659,110007,41245,17408.259,8876.7789,2571.0762
13621,183146,114267,42583,17408.259,8876.7789,2571.0762
13622,189217,117964,43442,17408.259,8876.7789,2571.0762
13623,192891,120813,44087,17408.259,8876.7789,2571.0762
13624,194778,124275,44749,17408.259,8876.7789,2571.0762
13625,194468,127264,45505,17408.259,8876.7789,2571.0762
13626,192437,127639,45758,17408.259,8876.7789,2571.0762
13627,187919,125232,45120,17408.259,8876.7789,2571.0762
13628,182383,122509,44223,17408.259,8876.7789,2571.0762
13629,177129,120904,43871,17408.259,8876.7789,2571.0762
13630,170555,114840,42326,17408.259,8876.7789,2571.0762
13631,159029,106376,39250,17408.259,8876.7789,2571.0762
13632,146413,97875,36118,17408.259,8876.7789,2571.0762
13633,135575,92400,33879,17408.259,8876.7789,2571.0762
13634,127934,89079,32469,17408.259,8876.7789,2571.0762
13635,122888,87482,31539,17408.259,8876.7789,2571.0762
13636,120685,88100,31443,17408.259,8876.7789,2571.0762
13637,121527,92087,32470,17408.259,8876.7789,2571.0762
13638,126168,98211,34711,17408.259,8876.7789,2571.0762
13639,133396,105621,38231,17408.259,8876.7789,2571.0762
13640,142025,113607,42068,17408.259,8876.7789,2571.0762
13641,153897,121527,45267,17408.259,8876.7789,2571.0762
13642,167613,130424,47847,17408.259,8876.7789,2571.0762
13643,181862,138039,50219,17408.259,8876.7789,2571.0762
13644,194867,144108,52204,17408.259,8876.7789,2571.0762
13645,205600,149098,53753,17408.259,8876.7789,2571.0762
13646,213135,152162,54904,17408.259,8876.7789,2571.0762
13647,217238,154543,55409,17408.259,8876.7789,2571.0762
13648,217670,156067,55831,17408.259,8876.7789,2571.0762
13649,216558,155832,56010,17408.259,8876.7789,2571.0762
13650,212859,153213,55285,17408.259,8876.7789,2571.0762
13651,207071,148829,53924,17408.259,8876.7789,2571.0762
13652,200938,145173,53144,17408.259,8876.7789,2571.0762
13653,194470,141936,52315,17408.259,8876.7789,2571.0762
13654,186074,132710,49563,17408.259,8876.7789,2571.0762
13655,172285,121916,45319,17408.259,8876.7789,2571.0762
13656,157505,112186,41320,17408.259,8876.7789,2571.0762
13657,145274,105485,38472,17408.259,8876.7789,2571.0762
13658,136587,100892,36579,17408.259,8876.7789,2571.0762
13659,130767,98101,35427,17408.259,8876.7789,2571.0762
13660,127339,97948,35068,17408.259,8876.7789,2571.0762
13661,127639,101049,35763,17408.259,8876.7789,2571.0762
13662,132104,106643,37742,17408.259,8876.7789,2571.0762
13663,139192,114070,41329,17408.259,8876.7789,2571.0762
13664,147475,121394,45382,17408.259,8876.7789,2571.0762
13665,159788,128156,48881,17408.259,8876.7789,2571.0762
13666,174334,135020,51806,17408.259,8876.7789,2571.0762
13667,189595,140440,54257,17408.259,8876.7789,2571.0762
13668,202621,143817,55907,17408.259,8876.7789,2571.0762
13669,212052,146521,57309,17408.259,8876.7789,2571.0762
13670,218629,148182,58526,17408.259,8876.7789,2571.0762
13671,221314,149113,58938,17408.259,8876.7789,2571.0762
13672,221773,149394,58715,17408.259,8876.7789,2571.0762
13673,220348,147980,58020,17408.259,8876.7789,2571.0762
13674,215934,144436,56350,17408.259,8876.7789,2571.0762
13675,209288,139475,53904,17408.259,8876.7789,2571.0762
13676,203268,134953,52280,17408.259,8876.7789,2571.0762
13677,196721,131581,51074,17408.259,8876.7789,2571.0762
13678,188273,122742,47864,17408.259,8876.7789,2571.0762
13679,174233,111525,43135,17408.259,8876.7789,2571.0762
13680,159135,101794,38763,17408.259,8876.7789,2571.0762
13681,146959,94573,35458,17408.259,8876.7789,2571.0762
13682,137961,89515,33042,17408.259,8876.7789,2571.0762
13683,131706,86416,31679,17408.259,8876.7789,2571.0762
13684,128324,85712,31093,17408.259,8876.7789,2571.0762
13685,128623,88154,31502,17408.259,8876.7789,2571.0762
13686,132981,92656,33193,17408.259,8876.7789,2571.0762
13687,139599,99574,36473,17408.259,8876.7789,2571.0762
13688,147058,106655,40048,17408.259,8876.7789,2571.0762
13689,158080,113160,42763,17408.259,8876.7789,2571.0762
13690,171001,119697,44718,17408.259,8876.7789,2571.0762
13691,185229,125632,46146,17408.259,8876.7789,2571.0762
13692,198393,130904,47187,17408.259,8876.7789,2571.0762
13693,209241,136906,48166,17408.259,8876.7789,2571.0762
13694,217514,141992,49274,17408.259,8876.7789,2571.0762
13695,222900,146356,50142,17408.259,8876.7789,2571.0762
13696,226391,150162,50937,17408.259,8876.7789,2571.0762
13697,227026,151783,51457,17408.259,8876.7789,2571.0762
13698,224892,150129,50835,17408.259,8876.7789,2571.0762
13699,219074,145420,49377,17408.259,8876.7789,2571.0762
13700,211450,140329,47933,17408.259,8876.7789,2571.0762
13701,204501,136574,47193,17408.259,8876.7789,2571.0762
13702,196033,127870,44816,17408.259,8876.7789,2571.0762
13703,181029,117230,40961,17408.259,8876.7789,2571.0762
13704,165487,107991,37352,17408.259,8876.7789,2571.0762
13705,152432,101585,34848,17408.259,8876.7789,2571.0762
13706,142907,97499,33164,17408.259,8876.7789,2571.0762
13707,136792,95017,32179,17408.259,8876.7789,2571.0762
13708,133071,94264,31870,17408.259,8876.7789,2571.0762
13709,133198,97048,32690,17408.259,8876.7789,2571.0762
13710,137317,102533,34916,17408.259,8876.7789,2571.0762
13711,143895,109767,38313,17408.259,8876.7789,2571.0762
13712,152761,117521,41812,17408.259,8876.7789,2571.0762
13713,165774,124723,44415,17408.259,8876.7789,2571.0762
13714,180973,131575,45997,17408.259,8876.7789,2571.0762
13715,196101,138484,47573,17408.259,8876.7789,2571.0762
13716,209219,144517,48977,17408.259,8876.7789,2571.0762
13717,218908,150798,50442,17408.259,8876.7789,2571.0762
13718,226185,155572,52106,17408.259,8876.7789,2571.0762
13719,230893,158602,53496,17408.259,8876.7789,2571.0762
13720,233476,159421,54323,17408.259,8876.7789,2571.0762
13721,233310,158605,54770,17408.259,8876.7789,2571.0762
13722,230111,154825,54299,17408.259,8876.7789,2571.0762
13723,223936,148167,53148,17408.259,8876.7789,2571.0762
13724,216426,141983,51157,17408.259,8876.7789,2571.0762
13725,209353,136853,49683,17408.259,8876.7789,2571.0762
13726,200531,127240,46936,17408.259,8876.7789,2571.0762
13727,185307,116316,43080,17408.259,8876.7789,2571.0762
13728,169504,107184,39446,17408.259,8876.7789,2571.0762
13729,155916,100454,36892,17408.259,8876.7789,2571.0762
13730,146318,95846,35076,17408.259,8876.7789,2571.0762
13731,139618,93046,34007,17408.259,8876.7789,2571.0762
13732,135260,92689,33656,17408.259,8876.7789,2571.0762
13733,134527,95654,34402,17408.259,8876.7789,2571.0762
