asset,type,capacity,additions,retirements
cement_MA,Macro.CementPlant{NaturalGas},72.04771698019321,0.6311670344300763,0.0
cement_CT,Macro.CementPlant{NaturalGas},124.23497591882061,1.08834845307771,0.0
cement_ME,Macro.CementPlant{NaturalGas},70.23940369477481,0.6153254813383688,0.0
sorbent_dac_MA,ElectricDAC,0.08859827284226952,0.08859827284226952,0.0
sorbent_dac_CT,ElectricDAC,0.09077322348260652,0.09077322348260652,0.0
sorbent_dac_ME,ElectricDAC,0.09489801330036249,0.09489801330036249,0.0
cement_MA,Macro.ElectrochemCementPlant{CementMaterials},7.32549051060414,0.06417424888834113,0.0
cement_CT,Macro.ElectrochemCementPlant{CementMaterials},16.42838791333826,0.14391929840856993,0.0
cement_ME,Macro.ElectrochemCementPlant{CementMaterials},243.69723535555661,2.1348859864700533,0.0
MA_to_CT,PowerLine,2950.015951409653,0.0159514096529206,0.0
MA_to_ME,PowerLine,2001.2897103004846,1.2897103004845312,0.0
storage_MA,Battery,8.142400405817385,8.142400405817385,0.0
storage_CT,Battery,7.88254460692562,7.88254460692562,0.0
storage_ME,Battery,10.381632051290012,10.381632051290012,0.0
ng_MA,ThermalPower{NaturalGas},15434.302369327903,61.73720947731161,0.0
ng_CT,ThermalPower{NaturalGas},7431.602285370895,29.72640914148358,0.0
ng_ME,ThermalPower{NaturalGas},22.93592056867059,0.09174368227468235,0.0
solar_pv_MA,VRE,1.299432339694965,1.299432339694965,0.0
solar_pv_CT,VRE,1.5631154968815881,1.5631154968815881,0.0
onshore_wind_CT,VRE,1459.9923444984731,1459.9923444984731,0.0
onshore_wind_ME,VRE,3803.8137309458216,3803.8137309458216,0.0
