elec_demand_AZ,elec_demand_CA,elec_demand_CO,elec_demand_ID,elec_demand_MT,elec_demand_NM,elec_demand_NV,elec_demand_OR,elec_demand_UT,elec_demand_WA,elec_demand_WY
15743.0,68143.0,13845.0,5619.0,3233.0,3763.0,8293.0,11491.0,8366.0,19243.0,3249.0
14941.0,67929.0,13131.0,5393.0,3073.0,3620.0,8197.0,11341.0,8031.0,19045.0,3149.0
13781.0,63879.0,12214.0,5036.0,2849.0,3384.0,7782.0,10744.0,7523.0,18096.0,3027.0
12508.0,59806.0,11245.0,4656.0,2619.0,3134.0,7397.0,10097.0,6916.0,16991.0,2821.0
11437.0,54958.0,10480.0,4262.0,2409.0,2913.0,6923.0,9299.0,6285.0,15598.0,2706.0
10745.0,48997.0,9962.0,3993.0,2295.0,2775.0,6390.0,8444.0,5958.0,14141.0,2641.0
10298.0,44210.0,9707.0,3839.0,2230.0,2718.0,5933.0,7706.0,5788.0,12915.0,2639.0
10067.0,40898.0,9442.0,3716.0,2154.0,2690.0,5617.0,7311.0,5646.0,12185.0,2609.0
10232.0,38501.0,9408.0,3702.0,2180.0,2723.0,5390.0,7106.0,5608.0,11801.0,2597.0
10982.0,37093.0,9771.0,3835.0,2248.0,2840.0,5303.0,7018.0,5782.0,11603.0,2595.0
12458.0,36813.0,10874.0,4252.0,2544.0,3091.0,5399.0,7143.0,6391.0,11897.0,2651.0
13678.0,39092.0,12134.0,4855.0,2898.0,3320.0,5608.0,7851.0,7372.0,12931.0,2848.0
14532.0,44680.0,13339.0,5305.0,3119.0,3605.0,6198.0,9050.0,8099.0,15014.0,3051.0
14531.0,52267.0,13482.0,5424.0,3114.0,3702.0,6679.0,10063.0,8193.0,16640.0,3136.0
14056.0,58713.0,13161.0,5355.0,3037.0,3684.0,7185.0,10504.0,8068.0,17383.0,3198.0
13562.0,60475.0,12597.0,5188.0,2945.0,3625.0,7389.0,10507.0,7864.0,17320.0,3151.0
13351.0,59082.0,12337.0,5055.0,2875.0,3569.0,7251.0,10321.0,7710.0,16961.0,3101.0
13210.0,57681.0,12052.0,4963.0,2858.0,3516.0,7039.0,10051.0,7567.0,16454.0,3056.0
13052.0,57431.0,11977.0,4868.0,2818.0,3452.0,6969.0,9870.0,7462.0,16123.0,3034.0
13419.0,56578.0,12346.0,4872.0,2873.0,3470.0,6900.0,9765.0,7513.0,15901.0,3120.0
14030.0,55431.0,12983.0,4972.0,2999.0,3453.0,6831.0,9646.0,7672.0,15690.0,3161.0
15160.0,57233.0,14137.0,5277.0,3218.0,3619.0,6992.0,9753.0,8028.0,15960.0,3193.0
16353.0,59846.0,14968.0,5653.0,3413.0,3870.0,7423.0,10223.0,8459.0,16933.0,3339.0
16290.0,66269.0,14874.0,5773.0,3368.0,3876.0,8081.0,11029.0,8454.0,18301.0,3320.0
15613.0,71113.0,14329.0,5651.0,3231.0,3735.0,8392.0,11444.0,8229.0,19022.0,3231.0
14970.0,70398.0,13616.0,5412.0,3076.0,3613.0,8370.0,11291.0,7934.0,18796.0,3141.0
13790.0,66226.0,12680.0,5065.0,2860.0,3362.0,7985.0,10818.0,7457.0,17931.0,3000.0
12492.0,61944.0,11625.0,4671.0,2633.0,3117.0,7603.0,10132.0,6841.0,16810.0,2853.0
11524.0,56468.0,10664.0,4291.0,2441.0,2916.0,7182.0,9356.0,6330.0,15519.0,2724.0
10851.0,50614.0,10110.0,4017.0,2313.0,2801.0,6581.0,8557.0,5961.0,14104.0,2654.0
10458.0,45189.0,9815.0,3863.0,2249.0,2744.0,6145.0,7815.0,5742.0,12937.0,2651.0
10279.0,41687.0,9621.0,3771.0,2187.0,2708.0,5805.0,7451.0,5667.0,12293.0,2649.0
10507.0,39027.0,9521.0,3749.0,2198.0,2736.0,5666.0,7262.0,5680.0,11918.0,2614.0
11272.0,37321.0,9910.0,3898.0,2274.0,2816.0,5578.0,7138.0,5879.0,11725.0,2632.0
12886.0,37375.0,10972.0,4309.0,2571.0,3061.0,5612.0,7305.0,6525.0,12030.0,2711.0
14247.0,39516.0,12204.0,4929.0,2938.0,3356.0,5871.0,8002.0,7423.0,13154.0,2860.0
15175.0,45049.0,13492.0,5393.0,3137.0,3645.0,6498.0,9231.0,8191.0,15267.0,3080.0
14912.0,52524.0,13744.0,5514.0,3128.0,3722.0,6936.0,10256.0,8192.0,17111.0,3167.0
14407.0,58726.0,13600.0,5407.0,3040.0,3708.0,7460.0,10687.0,8046.0,17827.0,3185.0
13869.0,60453.0,13154.0,5262.0,2948.0,3649.0,7601.0,10709.0,7893.0,17636.0,3179.0
13532.0,58807.0,12909.0,5119.0,2885.0,3590.0,7435.0,10530.0,7767.0,17091.0,3134.0
13283.0,57004.0,12775.0,5026.0,2834.0,3548.0,7206.0,10251.0,7708.0,16489.0,3122.0
13023.0,56487.0,12587.0,4928.0,2794.0,3498.0,7106.0,10148.0,7585.0,16169.0,3077.0
13291.0,56377.0,12852.0,4941.0,2843.0,3506.0,6989.0,9983.0,7599.0,15904.0,3149.0
13681.0,55977.0,13303.0,5069.0,2964.0,3503.0,7017.0,9856.0,7789.0,15728.0,3160.0
14798.0,58048.0,14384.0,5377.0,3199.0,3655.0,7232.0,9991.0,8154.0,16013.0,3220.0
16234.0,61257.0,15188.0,5761.0,3419.0,3912.0,7697.0,10521.0,8711.0,17089.0,3389.0
16262.0,67006.0,15111.0,5872.0,3394.0,3908.0,8275.0,11286.0,8682.0,18530.0,3373.0
15588.0,71442.0,14468.0,5718.0,3259.0,3785.0,8576.0,11635.0,8396.0,19208.0,3277.0
14920.0,70670.0,13834.0,5504.0,3116.0,3645.0,8516.0,11449.0,8003.0,18970.0,3190.0
13811.0,66540.0,12890.0,5135.0,2907.0,3428.0,8148.0,10935.0,7539.0,18104.0,3064.0
12491.0,62204.0,11749.0,4721.0,2654.0,3155.0,7752.0,10298.0,6843.0,17045.0,2860.0
11471.0,56908.0,10773.0,4351.0,2463.0,2961.0,7219.0,9467.0,6316.0,15622.0,2734.0
10854.0,50956.0,10263.0,4064.0,2334.0,2834.0,6643.0,8644.0,5990.0,14217.0,2663.0
10581.0,45777.0,10001.0,3903.0,2242.0,2786.0,6129.0,7927.0,5806.0,12972.0,2668.0
10350.0,42260.0,9784.0,3790.0,2187.0,2765.0,5838.0,7514.0,5658.0,12296.0,2630.0
10460.0,39775.0,9720.0,3749.0,2190.0,2763.0,5652.0,7285.0,5665.0,11913.0,2610.0
11263.0,38086.0,10074.0,3899.0,2303.0,2898.0,5529.0,7185.0,5847.0,11782.0,2597.0
12712.0,37717.0,11234.0,4278.0,2561.0,3163.0,5605.0,7282.0,6450.0,12007.0,2665.0
14010.0,39913.0,12360.0,4876.0,2928.0,3386.0,5851.0,8000.0,7404.0,13196.0,2848.0
14976.0,46081.0,13657.0,5366.0,3155.0,3680.0,6410.0,9178.0,8109.0,15267.0,3091.0
15370.0,53308.0,13760.0,5495.0,3157.0,3788.0,6961.0,10202.0,8157.0,17075.0,3177.0
14988.0,59721.0,13350.0,5363.0,3100.0,3791.0,7484.0,10646.0,7941.0,17815.0,3141.0
14634.0,61790.0,12811.0,5207.0,2959.0,3692.0,7727.0,10594.0,7787.0,17727.0,3156.0
14287.0,60555.0,12517.0,5065.0,2894.0,3614.0,7675.0,10390.0,7641.0,17180.0,3135.0
14264.0,59080.0,12278.0,4946.0,2860.0,3601.0,7436.0,10035.0,7556.0,16462.0,3127.0
14122.0,58629.0,12074.0,4847.0,2831.0,3564.0,7385.0,9830.0,7432.0,16040.0,3057.0
14357.0,58072.0,12290.0,4849.0,2840.0,3600.0,7447.0,9632.0,7447.0,15725.0,3123.0
14713.0,57296.0,12960.0,4926.0,2979.0,3613.0,7435.0,9481.0,7641.0,15515.0,3120.0
15639.0,58454.0,14203.0,5244.0,3199.0,3728.0,7551.0,9535.0,8004.0,15764.0,3197.0
16576.0,61300.0,15038.0,5650.0,3420.0,3920.0,7915.0,10037.0,8423.0,16663.0,3349.0
16514.0,67607.0,14944.0,5760.0,3425.0,3884.0,8507.0,10913.0,8457.0,18314.0,3368.0
15765.0,71889.0,14397.0,5641.0,3293.0,3733.0,8811.0,11447.0,8245.0,19165.0,3263.0
14919.0,71428.0,13578.0,5447.0,3147.0,3577.0,8723.0,11357.0,7947.0,19050.0,3197.0
13926.0,67311.0,12549.0,5126.0,2954.0,3329.0,8318.0,10928.0,7493.0,18287.0,3049.0
12772.0,62743.0,11448.0,4727.0,2703.0,3074.0,7935.0,10305.0,6874.0,17348.0,2875.0
11844.0,57691.0,10390.0,4393.0,2496.0,2871.0,7413.0,9515.0,6321.0,15988.0,2753.0
11328.0,51617.0,9791.0,4122.0,2375.0,2742.0,6861.0,8668.0,5984.0,14523.0,2663.0
10675.0,46158.0,9502.0,3984.0,2299.0,2675.0,6257.0,8011.0,5818.0,13339.0,2684.0
10328.0,42035.0,9283.0,3904.0,2238.0,2667.0,5878.0,7591.0,5669.0,12703.0,2624.0
10395.0,39329.0,9232.0,3861.0,2237.0,2688.0,5675.0,7382.0,5590.0,12343.0,2546.0
11121.0,37734.0,9566.0,3985.0,2349.0,2772.0,5562.0,7246.0,5842.0,12179.0,2592.0
12727.0,37514.0,10664.0,4374.0,2602.0,3001.0,5633.0,7373.0,6454.0,12452.0,2659.0
14169.0,39934.0,12010.0,4938.0,2964.0,3313.0,5935.0,8077.0,7392.0,13622.0,2873.0
15305.0,45943.0,13220.0,5451.0,3226.0,3619.0,6419.0,9307.0,8081.0,15778.0,3060.0
15441.0,53263.0,13373.0,5635.0,3249.0,3752.0,6958.0,10357.0,8130.0,17738.0,3157.0
15140.0,59746.0,13085.0,5587.0,3193.0,3739.0,7520.0,10823.0,7981.0,18486.0,3172.0
14572.0,61802.0,12594.0,5463.0,3083.0,3681.0,7625.0,10896.0,7809.0,18438.0,3134.0
14084.0,60153.0,12331.0,5329.0,3029.0,3647.0,7539.0,10690.0,7724.0,18009.0,3136.0
13712.0,58102.0,12020.0,5232.0,2990.0,3601.0,7272.0,10420.0,7604.0,17344.0,3099.0
13431.0,57169.0,11663.0,5144.0,2954.0,3531.0,7048.0,10257.0,7533.0,16889.0,3039.0
13723.0,56697.0,11745.0,5165.0,3020.0,3585.0,6957.0,9986.0,7600.0,16251.0,3036.0
14306.0,55750.0,12311.0,5280.0,3153.0,3584.0,6804.0,9972.0,7841.0,16274.0,3051.0
15410.0,57412.0,13474.0,5535.0,3351.0,3695.0,6896.0,10093.0,8134.0,16484.0,3115.0
