elec_demand_AZ,elec_demand_CA,elec_demand_CO,elec_demand_ID,elec_demand_MT,elec_demand_NM,elec_demand_NV,elec_demand_OR,elec_demand_UT,elec_demand_WA,elec_demand_WY
14434.0,61047.0,12646.0,5140.0,3004.0,3561.0,7609.0,10739.0,7530.0,17950.0,3078.0
13711.0,60787.0,12017.0,4939.0,2864.0,3445.0,7515.0,10593.0,7234.0,17764.0,2999.0
12660.0,57329.0,11170.0,4610.0,2656.0,3230.0,7147.0,10056.0,6774.0,16919.0,2872.0
11507.0,53678.0,10331.0,4266.0,2448.0,3004.0,6801.0,9455.0,6230.0,15899.0,2682.0
10585.0,49368.0,9707.0,3916.0,2265.0,2813.0,6375.0,8722.0,5678.0,14606.0,2592.0
9997.0,44104.0,9287.0,3681.0,2167.0,2693.0,5898.0,7942.0,5391.0,13277.0,2545.0
9617.0,40036.0,9100.0,3551.0,2115.0,2650.0,5506.0,7290.0,5251.0,12190.0,2550.0
9437.0,37262.0,8893.0,3444.0,2050.0,2631.0,5230.0,6931.0,5136.0,11530.0,2528.0
9620.0,35262.0,8886.0,3443.0,2080.0,2668.0,5036.0,6750.0,5112.0,11197.0,2519.0
10342.0,34169.0,9226.0,3578.0,2144.0,2779.0,4974.0,6682.0,5276.0,11044.0,2511.0
11703.0,34069.0,10202.0,3967.0,2418.0,3002.0,5077.0,6841.0,5831.0,11391.0,2550.0
12729.0,36285.0,11236.0,4515.0,2735.0,3184.0,5277.0,7525.0,6709.0,12392.0,2712.0
13394.0,41399.0,12209.0,4902.0,2913.0,3423.0,5814.0,8652.0,7333.0,14354.0,2886.0
13414.0,47911.0,12336.0,5005.0,2894.0,3549.0,6207.0,9543.0,7431.0,15770.0,2994.0
13048.0,53277.0,12115.0,4962.0,2826.0,3564.0,6629.0,9864.0,7370.0,16297.0,3100.0
12622.0,54932.0,11636.0,4826.0,2748.0,3527.0,6821.0,9854.0,7203.0,16207.0,3066.0
12424.0,53969.0,11408.0,4706.0,2687.0,3483.0,6716.0,9752.0,7063.0,16005.0,3031.0
12297.0,53094.0,11154.0,4622.0,2669.0,3435.0,6538.0,9548.0,6937.0,15607.0,2998.0
12149.0,52966.0,11086.0,4527.0,2633.0,3380.0,6482.0,9381.0,6831.0,15298.0,2962.0
12445.0,52003.0,11390.0,4522.0,2680.0,3377.0,6413.0,9270.0,6859.0,15067.0,3031.0
12927.0,50781.0,11905.0,4585.0,2790.0,3295.0,6349.0,9142.0,6956.0,14844.0,3030.0
13869.0,52202.0,12933.0,4831.0,2990.0,3406.0,6473.0,9175.0,7219.0,14984.0,3022.0
14946.0,54028.0,13634.0,5165.0,3161.0,3644.0,6844.0,9592.0,7599.0,15861.0,3160.0
14889.0,59727.0,13548.0,5273.0,3118.0,3655.0,7442.0,10329.0,7595.0,17113.0,3141.0
14312.0,63799.0,13100.0,5169.0,3001.0,3536.0,7698.0,10692.0,7407.0,17732.0,3068.0
13745.0,63065.0,12475.0,4955.0,2865.0,3440.0,7675.0,10543.0,7151.0,17514.0,2992.0
