elec_demand_AZ,elec_demand_CA,elec_demand_CO,elec_demand_ID,elec_demand_MT,elec_demand_NM,elec_demand_NV,elec_demand_OR,elec_demand_UT,elec_demand_WA,elec_demand_WY
13700.0,57420.0,12092.0,4887.0,2881.0,3402.0,7247.0,10339.0,7083.0,17245.0,3066.0
13021.0,57124.0,11510.0,4700.0,2747.0,3286.0,7154.0,10192.0,6810.0,17054.0,2994.0
12010.0,53964.0,10704.0,4389.0,2546.0,3095.0,6815.0,9685.0,6381.0,16263.0,2868.0
10921.0,50529.0,9987.0,4066.0,2351.0,2883.0,6486.0,9118.0,5876.0,15299.0,2726.0
10076.0,46496.0,9432.0,3739.0,2180.0,2703.0,6088.0,8444.0,5369.0,14106.0,2635.0
9543.0,41593.0,9062.0,3525.0,2091.0,2590.0,5646.0,7701.0,5109.0,12845.0,2602.0
9196.0,37892.0,8925.0,3410.0,2046.0,2539.0,5291.0,7092.0,4985.0,11834.0,2617.0
9044.0,35403.0,8752.0,3312.0,1986.0,2527.0,5041.0,6757.0,4887.0,11227.0,2600.0
9243.0,33611.0,8756.0,3317.0,2021.0,2567.0,4864.0,6596.0,4870.0,10929.0,2590.0
9960.0,32685.0,9077.0,3451.0,2086.0,2676.0,4816.0,6545.0,5025.0,10800.0,2574.0
11281.0,32676.0,9965.0,3827.0,2351.0,2895.0,4925.0,6714.0,5547.0,11168.0,2597.0
12219.0,34873.0,10864.0,4344.0,2650.0,3068.0,5120.0,7391.0,6367.0,12163.0,2727.0
12753.0,39742.0,11716.0,4690.0,2804.0,3281.0,5625.0,8447.0,6923.0,14009.0,2889.0
12733.0,45721.0,11846.0,4766.0,2784.0,3388.0,5967.0,9283.0,6995.0,15323.0,2992.0
12462.0,50459.0,11685.0,4760.0,2724.0,3440.0,6329.0,9544.0,7012.0,15743.0,3159.0
12098.0,52482.0,11260.0,4662.0,2655.0,3422.0,6527.0,9531.0,6903.0,15657.0,3156.0
11913.0,52019.0,11052.0,4561.0,2593.0,3384.0,6460.0,9442.0,6788.0,15475.0,3130.0
11777.0,51521.0,10814.0,4471.0,2578.0,3331.0,6309.0,9281.0,6647.0,15146.0,3076.0
11611.0,51392.0,10764.0,4375.0,2544.0,3262.0,6248.0,9114.0,6546.0,14844.0,3052.0
11840.0,50517.0,11038.0,4358.0,2586.0,3233.0,6181.0,9008.0,6551.0,14618.0,3101.0
12243.0,49103.0,11464.0,4366.0,2688.0,3122.0,6119.0,8824.0,6543.0,14314.0,3021.0
13164.0,49430.0,12397.0,4596.0,2873.0,3249.0,6190.0,8868.0,6799.0,14465.0,3015.0
14167.0,51114.0,12999.0,4910.0,3026.0,3471.0,6549.0,9262.0,7149.0,15297.0,3136.0
14105.0,56373.0,12915.0,5010.0,2985.0,3485.0,7110.0,9962.0,7141.0,16474.0,3119.0
13580.0,60008.0,12525.0,4915.0,2877.0,3378.0,7331.0,10291.0,6974.0,17031.0,3056.0
13053.0,59257.0,11946.0,4715.0,2745.0,3282.0,7305.0,10141.0,6736.0,16809.0,2987.0
12025.0,56011.0,11111.0,4414.0,2552.0,3076.0,6997.0,9759.0,6336.0,16103.0,2842.0
10925.0,52389.0,10315.0,4080.0,2363.0,2867.0,6672.0,9153.0,5821.0,15124.0,2750.0
10163.0,47758.0,9575.0,3766.0,2211.0,2703.0,6321.0,8499.0,5408.0,14027.0,2651.0
9639.0,42977.0,9177.0,3546.0,2108.0,2612.0,5817.0,7812.0,5116.0,12799.0,2609.0
9347.0,38809.0,9004.0,3429.0,2063.0,2561.0,5482.0,7194.0,4944.0,11849.0,2628.0
9245.0,36134.0,8902.0,3364.0,2018.0,2543.0,5213.0,6890.0,4905.0,11323.0,2636.0
9505.0,34101.0,8845.0,3358.0,2040.0,2577.0,5117.0,6748.0,4935.0,11041.0,2604.0
10238.0,32900.0,9189.0,3506.0,2110.0,2649.0,5068.0,6663.0,5118.0,10920.0,2608.0
11686.0,33224.0,10046.0,3878.0,2376.0,2863.0,5121.0,6877.0,5675.0,11306.0,2645.0
12756.0,35293.0,10914.0,4414.0,2683.0,3101.0,5361.0,7545.0,6406.0,12393.0,2734.0
13343.0,40095.0,11838.0,4770.0,2817.0,3317.0,5894.0,8628.0,6993.0,14267.0,2912.0
13069.0,45969.0,12051.0,4844.0,2796.0,3401.0,6192.0,9470.0,6982.0,15790.0,3018.0
12773.0,50481.0,12037.0,4805.0,2726.0,3456.0,6563.0,9718.0,6977.0,16185.0,3141.0
12362.0,52467.0,11732.0,4724.0,2655.0,3440.0,6699.0,9710.0,6918.0,15952.0,3183.0
12077.0,51780.0,11536.0,4617.0,2601.0,3401.0,6606.0,9632.0,6828.0,15586.0,3149.0
11831.0,50892.0,11443.0,4526.0,2555.0,3359.0,6442.0,9461.0,6766.0,15169.0,3140.0
11568.0,50487.0,11281.0,4429.0,2518.0,3301.0,6356.0,9373.0,6644.0,14873.0,3090.0
11704.0,50321.0,11458.0,4419.0,2556.0,3264.0,6246.0,9211.0,6618.0,14607.0,3136.0
11886.0,49636.0,11716.0,4454.0,2655.0,3166.0,6274.0,9024.0,6636.0,14336.0,3016.0
12786.0,50240.0,12584.0,4686.0,2855.0,3280.0,6400.0,9091.0,6901.0,14510.0,3037.0
14018.0,52501.0,13163.0,5005.0,3032.0,3506.0,6787.0,9549.0,7359.0,15437.0,3174.0
14045.0,57112.0,13090.0,5096.0,3010.0,3512.0,7279.0,10204.0,7328.0,16687.0,3166.0
13536.0,60344.0,12620.0,4973.0,2901.0,3419.0,7488.0,10464.0,7118.0,17193.0,3089.0
12989.0,59534.0,12123.0,4797.0,2781.0,3309.0,7430.0,10284.0,6792.0,16962.0,3030.0
12033.0,56312.0,11279.0,4476.0,2597.0,3134.0,7141.0,9860.0,6404.0,16254.0,2898.0
10911.0,52632.0,10405.0,4124.0,2382.0,2897.0,6801.0,9305.0,5814.0,15334.0,2753.0
10111.0,48175.0,9681.0,3819.0,2228.0,2746.0,6348.0,8596.0,5395.0,14116.0,2660.0
9643.0,43305.0,9323.0,3589.0,2128.0,2643.0,5869.0,7890.0,5138.0,12902.0,2619.0
9467.0,39306.0,9177.0,3466.0,2055.0,2600.0,5466.0,7304.0,5000.0,11878.0,2645.0
9314.0,36639.0,9053.0,3382.0,2016.0,2595.0,5244.0,6956.0,4892.0,11323.0,2617.0
9467.0,34767.0,9029.0,3360.0,2029.0,2601.0,5104.0,6774.0,4916.0,11029.0,2600.0
10224.0,33596.0,9335.0,3507.0,2136.0,2728.0,5022.0,6715.0,5080.0,10968.0,2572.0
11520.0,33517.0,10277.0,3851.0,2367.0,2962.0,5113.0,6862.0,5598.0,11283.0,2609.0
12535.0,35633.0,11053.0,4363.0,2672.0,3126.0,5342.0,7548.0,6393.0,12430.0,2721.0
13177.0,41044.0,11987.0,4747.0,2834.0,3348.0,5816.0,8578.0,6922.0,14267.0,2922.0
13535.0,46659.0,12073.0,4829.0,2818.0,3465.0,6225.0,9417.0,6957.0,15758.0,3026.0
13348.0,51334.0,11824.0,4761.0,2776.0,3537.0,6594.0,9678.0,6885.0,16168.0,3089.0
13121.0,53616.0,11439.0,4671.0,2661.0,3483.0,6835.0,9605.0,6827.0,16035.0,3156.0
12815.0,53310.0,11205.0,4564.0,2604.0,3424.0,6838.0,9497.0,6717.0,15666.0,3151.0
12784.0,52760.0,11015.0,4451.0,2574.0,3410.0,6666.0,9255.0,6631.0,15138.0,3144.0
12642.0,52434.0,10840.0,4353.0,2553.0,3364.0,6627.0,9064.0,6510.0,14741.0,3072.0
12738.0,51852.0,10974.0,4332.0,2549.0,3355.0,6679.0,8867.0,6480.0,14425.0,3101.0
12901.0,50796.0,11431.0,4318.0,2664.0,3271.0,6668.0,8655.0,6509.0,14116.0,2976.0
13629.0,50511.0,12449.0,4561.0,2849.0,3351.0,6698.0,8648.0,6770.0,14254.0,3014.0
14375.0,52419.0,13057.0,4900.0,3029.0,3514.0,6985.0,9072.0,7103.0,15016.0,3142.0
14316.0,57577.0,12968.0,4990.0,3032.0,3489.0,7484.0,9837.0,7139.0,16459.0,3163.0
13721.0,60681.0,12577.0,4902.0,2929.0,3373.0,7695.0,10275.0,6991.0,17132.0,3075.0
12997.0,60170.0,11908.0,4745.0,2808.0,3244.0,7618.0,10191.0,6751.0,17020.0,3038.0
12149.0,56974.0,11000.0,4469.0,2637.0,3044.0,7291.0,9853.0,6367.0,16419.0,2885.0
11188.0,53095.0,10158.0,4132.0,2426.0,2825.0,6970.0,9314.0,5851.0,15623.0,2769.0
10453.0,48862.0,9368.0,3859.0,2259.0,2661.0,6525.0,8648.0,5410.0,14470.0,2682.0
10089.0,43879.0,8924.0,3641.0,2166.0,2558.0,6070.0,7917.0,5140.0,13206.0,2620.0
9545.0,39646.0,8757.0,3538.0,2109.0,2497.0,5588.0,7378.0,5019.0,12241.0,2662.0
9279.0,36399.0,8625.0,3488.0,2065.0,2507.0,5281.0,7028.0,4913.0,11731.0,2614.0
9391.0,34319.0,8611.0,3464.0,2074.0,2535.0,5125.0,6867.0,4850.0,11460.0,2540.0
10086.0,33234.0,8902.0,3586.0,2180.0,2611.0,5051.0,6770.0,5077.0,11369.0,2569.0
11528.0,33303.0,9790.0,3939.0,2404.0,2809.0,5140.0,6945.0,5605.0,11722.0,2602.0
12673.0,35630.0,10760.0,4418.0,2705.0,3061.0,5419.0,7619.0,6386.0,12853.0,2748.0
13463.0,40880.0,11619.0,4818.0,2897.0,3296.0,5821.0,8701.0,6904.0,14761.0,2893.0
13562.0,46571.0,11756.0,4953.0,2907.0,3434.0,6218.0,9559.0,6938.0,16396.0,3009.0
13452.0,51304.0,11615.0,4967.0,2868.0,3488.0,6630.0,9840.0,6925.0,16810.0,3132.0
13024.0,53534.0,11261.0,4909.0,2778.0,3471.0,6738.0,9876.0,6850.0,16706.0,3138.0
12589.0,52825.0,11044.0,4807.0,2737.0,3454.0,6706.0,9771.0,6798.0,16446.0,3154.0
12231.0,51735.0,10790.0,4717.0,2699.0,3408.0,6508.0,9615.0,6678.0,15977.0,3123.0
11956.0,50958.0,10487.0,4626.0,2666.0,3331.0,6305.0,9471.0,6602.0,15548.0,3054.0
12107.0,50472.0,10489.0,4623.0,2720.0,3339.0,6218.0,9208.0,6621.0,14926.0,3026.0
12483.0,49279.0,10850.0,4642.0,2829.0,3242.0,6076.0,9127.0,6689.0,14848.0,2909.0
13375.0,49464.0,11794.0,4825.0,2993.0,3317.0,6085.0,9189.0,6882.0,14951.0,2928.0
14251.0,51522.0,12414.0,5069.0,3115.0,3512.0,6334.0,9587.0,7229.0,15732.0,3052.0
14226.0,56654.0,12357.0,5086.0,3083.0,3427.0,6988.0,10163.0,7229.0,17008.0,3072.0
13723.0,59927.0,11958.0,4932.0,2960.0,3373.0,7265.0,10381.0,7021.0,17448.0,3001.0
13285.0,59167.0,11477.0,4730.0,2834.0,3264.0,7230.0,10207.0,6724.0,17190.0,2953.0
12661.0,56324.0,10906.0,4524.0,2674.0,3161.0,6946.0,9809.0,6430.0,16451.0,3030.0
11703.0,53226.0,10109.0,4231.0,2477.0,2957.0,6783.0,9438.0,6019.0,15891.0,2914.0
10742.0,49735.0,9596.0,3943.0,2325.0,2814.0,6437.0,8809.0,5649.0,14833.0,2842.0
10122.0,44951.0,9106.0,3706.0,2206.0,2612.0,6001.0,8161.0,5328.0,13694.0,2767.0
9808.0,40806.0,8951.0,3585.0,2135.0,2580.0,5598.0,7501.0,5149.0,12552.0,2789.0
9578.0,37657.0,8891.0,3492.0,2095.0,2602.0,5365.0,7138.0,5073.0,11922.0,2774.0
9597.0,35460.0,8776.0,3445.0,2055.0,2604.0,5167.0,6931.0,4982.0,11563.0,2728.0
9863.0,34215.0,8766.0,3486.0,2089.0,2646.0,5048.0,6805.0,5010.0,11376.0,2674.0
10437.0,33443.0,9073.0,3632.0,2162.0,2737.0,5038.0,6826.0,5209.0,11413.0,2670.0
11091.0,33710.0,9558.0,3845.0,2296.0,2852.0,5125.0,7057.0,5578.0,11773.0,2748.0
11982.0,35316.0,10176.0,4156.0,2470.0,3079.0,5257.0,7480.0,6138.0,12504.0,2890.0
12477.0,37481.0,10643.0,4424.0,2574.0,3258.0,5417.0,8016.0,6446.0,13453.0,3044.0
12507.0,40866.0,10930.0,4592.0,2666.0,3345.0,5728.0,8519.0,6723.0,14375.0,3191.0
12483.0,44098.0,10914.0,4656.0,2679.0,3379.0,6040.0,8968.0,6749.0,15169.0,3255.0
12330.0,46122.0,10993.0,4623.0,2690.0,3417.0,6124.0,9087.0,6755.0,15388.0,3271.0
12108.0,46336.0,11025.0,4599.0,2694.0,3411.0,6008.0,8996.0,6688.0,15231.0,3261.0
11940.0,47439.0,11052.0,4582.0,2658.0,3385.0,5973.0,8904.0,6612.0,15116.0,3263.0
11937.0,46730.0,10986.0,4559.0,2677.0,3369.0,5890.0,8775.0,6605.0,14865.0,3191.0
12008.0,45795.0,11311.0,4530.0,2739.0,3265.0,5829.0,8567.0,6554.0,14501.0,3126.0
12636.0,45462.0,12107.0,4662.0,2914.0,3357.0,5812.0,8534.0,6731.0,14413.0,3044.0
13515.0,45941.0,12389.0,4862.0,2979.0,3432.0,6000.0,8857.0,6964.0,15046.0,3120.0
13624.0,50521.0,12535.0,4906.0,2948.0,3449.0,6634.0,9503.0,7084.0,16280.0,3194.0
13462.0,52825.0,12205.0,4836.0,2878.0,3375.0,6841.0,9735.0,6868.0,16554.0,3134.0
13129.0,52801.0,11757.0,4690.0,2768.0,3267.0,6830.0,9692.0,6651.0,16547.0,3102.0
12580.0,51538.0,11092.0,4466.0,2642.0,3194.0,6681.0,9461.0,6343.0,16138.0,2998.0
11727.0,49407.0,10528.0,4207.0,2475.0,3021.0,6537.0,9071.0,5964.0,15430.0,2919.0
11119.0,46993.0,9883.0,3980.0,2324.0,2869.0,6300.0,8539.0,5624.0,14612.0,2820.0
10760.0,43428.0,9448.0,3765.0,2220.0,2769.0,6101.0,8062.0,5332.0,13715.0,2778.0
10472.0,40222.0,9245.0,3628.0,2159.0,2704.0,5676.0,7536.0,5118.0,12868.0,2826.0
10375.0,37330.0,9101.0,3533.0,2109.0,2672.0,5449.0,7164.0,5021.0,12281.0,2781.0
10374.0,35345.0,8883.0,3502.0,2080.0,2675.0,5328.0,6954.0,4961.0,11941.0,2760.0
10597.0,34291.0,8802.0,3540.0,2097.0,2681.0,5226.0,6869.0,4963.0,11814.0,2719.0
11232.0,33392.0,9001.0,3661.0,2159.0,2747.0,5180.0,6833.0,5146.0,11839.0,2678.0
12054.0,33361.0,9516.0,3888.0,2287.0,2849.0,5256.0,7024.0,5489.0,12157.0,2744.0
12795.0,34807.0,10184.0,4156.0,2462.0,3066.0,5426.0,7373.0,6022.0,12837.0,2872.0
12944.0,36719.0,10579.0,4393.0,2551.0,3215.0,5561.0,7902.0,6297.0,13789.0,2999.0
12757.0,40418.0,10951.0,4529.0,2616.0,3281.0,5814.0,8455.0,6615.0,14756.0,3161.0
12432.0,43512.0,11094.0,4509.0,2658.0,3297.0,6069.0,8957.0,6679.0,15608.0,3180.0
12303.0,45447.0,11311.0,4522.0,2679.0,3330.0,6141.0,9218.0,6732.0,15940.0,3259.0
12173.0,45941.0,11383.0,4518.0,2674.0,3335.0,6144.0,9337.0,6734.0,16039.0,3277.0
11889.0,47538.0,11406.0,4473.0,2658.0,3328.0,6058.0,9506.0,6685.0,16283.0,3320.0
11718.0,47225.0,11573.0,4444.0,2703.0,3345.0,6021.0,9561.0,6740.0,16319.0,3353.0
11828.0,46763.0,11910.0,4459.0,2769.0,3249.0,5964.0,9513.0,6677.0,16153.0,3279.0
12776.0,46245.0,12695.0,4610.0,2931.0,3352.0,5954.0,9526.0,6839.0,16230.0,3192.0
