elec_demand_AZ,elec_demand_CA,elec_demand_CO,elec_demand_ID,elec_demand_MT,elec_demand_NM,elec_demand_NV,elec_demand_OR,elec_demand_UT,elec_demand_WA,elec_demand_WY
10625.0,41537.0,8507.0,3724.0,2219.0,2647.0,5618.0,8310.0,5069.0,13821.0,2394.0
10129.0,41064.0,8105.0,3597.0,2120.0,2538.0,5532.0,8156.0,4896.0,13616.0,2339.0
9352.0,39253.0,7595.0,3358.0,1961.0,2357.0,5308.0,7787.0,4595.0,13061.0,2257.0
8573.0,36768.0,7168.0,3128.0,1829.0,2197.0,5063.0,7318.0,4277.0,12268.0,2131.0
8074.0,33940.0,6887.0,2915.0,1718.0,2079.0,4787.0,6748.0,3973.0,11282.0,2084.0
7776.0,30697.0,6752.0,2790.0,1677.0,2012.0,4498.0,6180.0,3826.0,10327.0,2083.0
7588.0,28607.0,6788.0,2735.0,1666.0,2005.0,4314.0,5770.0,3774.0,9682.0,2114.0
7563.0,27395.0,6738.0,2688.0,1637.0,2024.0,4175.0,5563.0,3748.0,9307.0,2106.0
7825.0,26558.0,6807.0,2717.0,1687.0,2082.0,4091.0,5491.0,3767.0,9177.0,2111.0
8499.0,26370.0,7139.0,2849.0,1749.0,2190.0,4105.0,5511.0,3884.0,9177.0,2118.0
9585.0,26762.0,7780.0,3166.0,1963.0,2385.0,4236.0,5714.0,4241.0,9605.0,2170.0
10080.0,28850.0,8212.0,3541.0,2167.0,2483.0,4403.0,6345.0,4787.0,10562.0,2276.0
10054.0,32600.0,8430.0,3698.0,2213.0,2552.0,4768.0,7283.0,5031.0,12201.0,2336.0
9878.0,36075.0,8405.0,3678.0,2187.0,2581.0,4859.0,7894.0,5045.0,13117.0,2330.0
9664.0,37910.0,8322.0,3624.0,2151.0,2565.0,4973.0,7907.0,4986.0,13077.0,2339.0
9415.0,38730.0,8068.0,3546.0,2117.0,2533.0,5016.0,7809.0,4941.0,12854.0,2290.0
9277.0,39000.0,7986.0,3471.0,2079.0,2518.0,5031.0,7703.0,4874.0,12663.0,2266.0
9159.0,39009.0,7842.0,3402.0,2064.0,2486.0,4975.0,7552.0,4780.0,12370.0,2232.0
9046.0,39025.0,7860.0,3334.0,2037.0,2418.0,4944.0,7420.0,4733.0,12129.0,2233.0
9220.0,38378.0,8064.0,3310.0,2057.0,2406.0,4907.0,7354.0,4710.0,11957.0,2316.0
9509.0,37484.0,8350.0,3340.0,2112.0,2388.0,4883.0,7265.0,4735.0,11841.0,2360.0
10218.0,37686.0,8949.0,3537.0,2231.0,2564.0,4943.0,7330.0,4939.0,11988.0,2389.0
10895.0,38412.0,9122.0,3750.0,2312.0,2705.0,5222.0,7606.0,5139.0,12591.0,2456.0
