elec_demand_AZ,elec_demand_CA,elec_demand_CO,elec_demand_ID,elec_demand_MT,elec_demand_NM,elec_demand_NV,elec_demand_OR,elec_demand_UT,elec_demand_WA,elec_demand_WY
13331.0,55605.0,11816.0,4759.0,2821.0,3322.0,7067.0,10140.0,6860.0,16891.0,3061.0
12675.0,55293.0,11257.0,4580.0,2688.0,3207.0,6975.0,9991.0,6598.0,16700.0,2992.0
11688.0,52283.0,10471.0,4277.0,2489.0,3028.0,6647.0,9499.0,6184.0,15933.0,2864.0
10636.0,48952.0,9816.0,3967.0,2301.0,2820.0,6331.0,8948.0,5699.0,14998.0,2741.0
9823.0,45061.0,9295.0,3651.0,2135.0,2647.0,5943.0,8304.0,5215.0,13859.0,2657.0
9317.0,40341.0,8949.0,3449.0,2052.0,2538.0,5519.0,7583.0,4968.0,12631.0,2625.0
8983.0,36822.0,8840.0,3339.0,2011.0,2484.0,5182.0,6993.0,4852.0,11655.0,2647.0
8848.0,34474.0,8682.0,3248.0,1954.0,2475.0,4945.0,6670.0,4762.0,11074.0,2631.0
9053.0,32786.0,8690.0,3253.0,1990.0,2516.0,4779.0,6519.0,4749.0,10792.0,2622.0
9768.0,31944.0,9001.0,3386.0,2056.0,2625.0,4738.0,6476.0,4900.0,10680.0,2602.0
11067.0,31980.0,9848.0,3757.0,2316.0,2843.0,4850.0,6650.0,5405.0,11058.0,2617.0
11962.0,34167.0,10678.0,4258.0,2605.0,3011.0,5040.0,7322.0,6196.0,12050.0,2733.0
12432.0,38916.0,11469.0,4584.0,2748.0,3210.0,5530.0,8345.0,6718.0,13836.0,2890.0
12393.0,44626.0,11601.0,4648.0,2730.0,3306.0,5847.0,9150.0,6776.0,15102.0,2990.0
12174.0,49053.0,11470.0,4660.0,2673.0,3379.0,6179.0,9384.0,6833.0,15468.0,3184.0
11835.0,51256.0,11072.0,4579.0,2607.0,3369.0,6380.0,9373.0,6754.0,15382.0,3199.0
11659.0,51045.0,10874.0,4488.0,2550.0,3334.0,6332.0,9288.0,6650.0,15210.0,3177.0
11514.0,50733.0,10645.0,4396.0,2534.0,3280.0,6194.0,9146.0,6503.0,14916.0,3124.0
11342.0,50606.0,10602.0,4302.0,2501.0,3203.0,6131.0,8980.0,6404.0,14616.0,3092.0
11543.0,49771.0,10862.0,4276.0,2540.0,3162.0,6066.0,8878.0,6397.0,14393.0,3146.0
11905.0,48263.0,11244.0,4257.0,2635.0,3036.0,6004.0,8667.0,6337.0,14048.0,3017.0
12810.0,48045.0,12130.0,4480.0,2812.0,3171.0,6050.0,8715.0,6589.0,14203.0,3012.0
13777.0,49656.0,12681.0,4782.0,2959.0,3384.0,6400.0,9096.0,6923.0,15012.0,3124.0
13716.0,54695.0,12597.0,4876.0,2919.0,3402.0,6944.0,9777.0,6916.0,16154.0,3098.0
13214.0,58112.0,12237.0,4786.0,2815.0,3299.0,7148.0,10092.0,6757.0,16680.0,3050.0
12707.0,57355.0,11682.0,4594.0,2687.0,3204.0,7120.0,9940.0,6530.0,16457.0,2987.0
11697.0,54263.0,10863.0,4304.0,2497.0,3009.0,6825.0,9571.0,6144.0,15776.0,2839.0
10638.0,50755.0,10132.0,3979.0,2312.0,2806.0,6511.0,8983.0,5649.0,14827.0,2768.0
9905.0,46269.0,9430.0,3677.0,2167.0,2647.0,6171.0,8359.0,5254.0,13779.0,2673.0
9405.0,41672.0,9060.0,3467.0,2070.0,2560.0,5686.0,7690.0,4976.0,12584.0,2634.0
9133.0,37720.0,8911.0,3358.0,2028.0,2506.0,5369.0,7091.0,4814.0,11671.0,2659.0
9047.0,35186.0,8826.0,3298.0,1985.0,2490.0,5114.0,6803.0,4781.0,11167.0,2668.0
9318.0,33269.0,8776.0,3294.0,2011.0,2525.0,5028.0,6669.0,4813.0,10904.0,2636.0
10043.0,32156.0,9110.0,3441.0,2082.0,2598.0,4985.0,6593.0,4992.0,10795.0,2636.0
