elec_demand_AZ,elec_demand_CA,elec_demand_CO,elec_demand_ID,elec_demand_MT,elec_demand_NM,elec_demand_NV,elec_demand_OR,elec_demand_UT,elec_demand_WA,elec_demand_WY
16381.0,71456.0,14422.0,5849.0,3338.0,3848.0,8625.0,11856.0,8761.0,19872.0,3312.0
15537.0,71259.0,13666.0,5609.0,3170.0,3691.0,8529.0,11705.0,8407.0,19668.0,3206.0
14327.0,66932.0,12715.0,5235.0,2937.0,3445.0,8091.0,11077.0,7876.0,18671.0,3088.0
12988.0,62655.0,11680.0,4840.0,2695.0,3185.0,7688.0,10405.0,7236.0,17521.0,2879.0
11840.0,57551.0,10847.0,4425.0,2474.0,2950.0,7190.0,9578.0,6567.0,16076.0,2745.0
11105.0,51260.0,10281.0,4140.0,2350.0,2804.0,6627.0,8684.0,6219.0,14559.0,2676.0
10624.0,46136.0,9994.0,3975.0,2279.0,2741.0,6138.0,7906.0,6034.0,13262.0,2670.0
10371.0,42573.0,9700.0,3843.0,2201.0,2709.0,5802.0,7493.0,5880.0,12498.0,2635.0
10526.0,39994.0,9655.0,3823.0,2221.0,2739.0,5559.0,7278.0,5836.0,12087.0,2624.0
11295.0,38437.0,10030.0,3959.0,2295.0,2860.0,5462.0,7182.0,6015.0,11872.0,2624.0
12826.0,38077.0,11194.0,4385.0,2598.0,3124.0,5554.0,7287.0,6651.0,12138.0,2697.0
14141.0,40393.0,12564.0,5013.0,2974.0,3374.0,5768.0,8012.0,7682.0,13193.0,2901.0
15086.0,46219.0,13877.0,5495.0,3215.0,3679.0,6385.0,9247.0,8458.0,15339.0,3126.0
15071.0,54306.0,14027.0,5621.0,3215.0,3762.0,6908.0,10320.0,8548.0,17070.0,3192.0
14545.0,61243.0,13661.0,5539.0,3135.0,3728.0,7456.0,10815.0,8393.0,17912.0,3230.0
14021.0,63043.0,13056.0,5360.0,3035.0,3660.0,7660.0,10826.0,8172.0,17858.0,3177.0
13797.0,61457.0,12782.0,5221.0,2964.0,3598.0,7508.0,10594.0,8012.0,17420.0,3133.0
13655.0,59817.0,12483.0,5121.0,2944.0,3543.0,7281.0,10292.0,7860.0,16863.0,3072.0
13492.0,59512.0,12405.0,5025.0,2904.0,3477.0,7205.0,10106.0,7756.0,16522.0,3054.0
13893.0,58716.0,12807.0,5036.0,2962.0,3502.0,7137.0,10006.0,7818.0,16306.0,3149.0
14565.0,57603.0,13505.0,5155.0,3096.0,3519.0,7065.0,9891.0,8010.0,16104.0,3210.0
15784.0,59574.0,14719.0,5489.0,3323.0,3709.0,7243.0,10036.0,8413.0,16437.0,3268.0
17036.0,62556.0,15611.0,5886.0,3528.0,3965.0,7705.0,10531.0,8870.0,17458.0,3418.0
16972.0,69311.0,15513.0,6012.0,3485.0,3970.0,8391.0,11367.0,8862.0,18884.0,3398.0
16246.0,74508.0,14919.0,5881.0,3338.0,3818.0,8729.0,11812.0,8617.0,19652.0,3304.0
15563.0,73798.0,14162.0,5628.0,3175.0,3683.0,8707.0,11655.0,8304.0,19421.0,3198.0
14331.0,69344.0,13193.0,5266.0,2949.0,3423.0,8298.0,11152.0,7803.0,18507.0,3061.0
12972.0,64859.0,12072.0,4856.0,2711.0,3166.0,7896.0,10441.0,7156.0,17342.0,2905.0
11937.0,59116.0,11041.0,4457.0,2507.0,2952.0,7453.0,9634.0,6614.0,16001.0,2764.0
11214.0,52931.0,10437.0,4166.0,2370.0,2830.0,6823.0,8796.0,6222.0,14525.0,2687.0
10792.0,47123.0,10107.0,4000.0,2300.0,2768.0,6358.0,8015.0,5988.0,13285.0,2682.0
10589.0,43366.0,9886.0,3899.0,2232.0,2727.0,5995.0,7634.0,5902.0,12610.0,2676.0
10808.0,40525.0,9773.0,3873.0,2243.0,2753.0,5842.0,7435.0,5910.0,12207.0,2640.0
11589.0,38669.0,10176.0,4021.0,2320.0,2837.0,5742.0,7298.0,6114.0,11993.0,2660.0
13257.0,38645.0,11297.0,4443.0,2628.0,3094.0,5771.0,7446.0,6788.0,12265.0,2748.0
14718.0,40820.0,12639.0,5092.0,3012.0,3413.0,6037.0,8156.0,7736.0,13409.0,2912.0
15739.0,46591.0,14039.0,5587.0,3234.0,3721.0,6694.0,9425.0,8556.0,15585.0,3154.0
15461.0,54567.0,14302.0,5715.0,3229.0,3783.0,7174.0,10510.0,8552.0,17533.0,3223.0
14909.0,61257.0,14120.0,5594.0,3140.0,3755.0,7741.0,10999.0,8374.0,18351.0,3217.0
14334.0,63025.0,13636.0,5434.0,3038.0,3686.0,7882.0,11030.0,8203.0,18171.0,3208.0
13984.0,61182.0,13375.0,5286.0,2971.0,3621.0,7700.0,10810.0,8072.0,17550.0,3158.0
13729.0,59132.0,13228.0,5189.0,2922.0,3576.0,7456.0,10493.0,8006.0,16895.0,3142.0
13463.0,58563.0,13036.0,5091.0,2879.0,3524.0,7349.0,10386.0,7885.0,16569.0,3099.0
13769.0,58513.0,13331.0,5108.0,2932.0,3540.0,7230.0,10224.0,7908.0,16309.0,3177.0
14219.0,58157.0,13839.0,5254.0,3058.0,3569.0,7258.0,10101.0,8130.0,16142.0,3210.0
15429.0,60402.0,14978.0,5593.0,3305.0,3746.0,7492.0,10272.0,8544.0,16490.0,3297.0
16928.0,63984.0,15842.0,5996.0,3534.0,4008.0,7986.0,10830.0,9129.0,17615.0,3461.0
16951.0,70053.0,15764.0,6113.0,3510.0,4003.0,8592.0,11626.0,9098.0,19116.0,3452.0
16226.0,74836.0,15068.0,5951.0,3364.0,3868.0,8920.0,12003.0,8789.0,19842.0,3343.0
15517.0,74067.0,14390.0,5722.0,3215.0,3716.0,8858.0,11815.0,8374.0,19602.0,3256.0
14361.0,69662.0,13414.0,5338.0,2997.0,3490.0,8468.0,11271.0,7890.0,18683.0,3133.0
12973.0,65117.0,12205.0,4909.0,2731.0,3206.0,8051.0,10610.0,7160.0,17586.0,2912.0
11881.0,59562.0,11150.0,4515.0,2529.0,3000.0,7494.0,9748.0,6600.0,16107.0,2775.0
11217.0,53276.0,10593.0,4212.0,2392.0,2864.0,6886.0,8888.0,6253.0,14638.0,2706.0
10914.0,47731.0,10299.0,4039.0,2295.0,2810.0,6341.0,8128.0,6054.0,13321.0,2707.0
10656.0,43961.0,10052.0,3919.0,2234.0,2784.0,6030.0,7696.0,5893.0,12613.0,2657.0
10762.0,41291.0,9976.0,3872.0,2234.0,2782.0,5827.0,7452.0,5895.0,12201.0,2635.0
11577.0,39451.0,10341.0,4022.0,2350.0,2920.0,5692.0,7343.0,6082.0,12052.0,2626.0
13082.0,38998.0,11565.0,4413.0,2621.0,3197.0,5764.0,7423.0,6711.0,12244.0,2712.0
14479.0,41231.0,12798.0,5038.0,3002.0,3442.0,6016.0,8154.0,7714.0,13447.0,2902.0
15538.0,47642.0,14206.0,5559.0,3254.0,3757.0,6603.0,9370.0,8470.0,15585.0,3167.0
15928.0,55374.0,14316.0,5694.0,3263.0,3850.0,7198.0,10457.0,8515.0,17498.0,3233.0
15491.0,62286.0,13860.0,5548.0,3199.0,3837.0,7763.0,10960.0,8266.0,18340.0,3175.0
15109.0,64406.0,13280.0,5381.0,3052.0,3729.0,8010.0,10917.0,8093.0,18266.0,3184.0
