AZ_onshore_wind_turbine_1,AZ_solar_photovoltaic_1,CA_onshore_wind_turbine_1,CA_solar_photovoltaic_1,CO_onshore_wind_turbine_1,CO_solar_photovoltaic_1,ID_onshore_wind_turbine_1,ID_solar_photovoltaic_1,MT_onshore_wind_turbine_1,MT_solar_photovoltaic_1,NM_onshore_wind_turbine_1,NM_solar_photovoltaic_1,NV_onshore_wind_turbine_1,NV_solar_photovoltaic_1,OR_onshore_wind_turbine_1,OR_solar_photovoltaic_1,UT_onshore_wind_turbine_1,UT_solar_photovoltaic_1,WA_onshore_wind_turbine_1,WA_solar_photovoltaic_1,WY_onshore_wind_turbine_1,WY_solar_photovoltaic_1,AZ_landbasedwind_class3_moderate_1,AZ_utilitypv_class1_moderate_1,CA_landbasedwind_class3_moderate_1,CA_utilitypv_class1_moderate_1,CA_offshorewind_class3_moderate_fixed_1_1,CA_offshorewind_class3_moderate_fixed_0_1,CA_offshorewind_class12_moderate_floating_0_1,CO_landbasedwind_class3_moderate_1,CO_utilitypv_class1_moderate_1,ID_landbasedwind_class3_moderate_1,ID_utilitypv_class1_moderate_1,MT_landbasedwind_class3_moderate_1,MT_utilitypv_class1_moderate_1,NM_landbasedwind_class3_moderate_1,NM_utilitypv_class1_moderate_1,NV_landbasedwind_class3_moderate_1,NV_utilitypv_class1_moderate_1,OR_landbasedwind_class3_moderate_1,OR_utilitypv_class1_moderate_1,OR_offshorewind_class3_moderate_fixed_1_1,OR_offshorewind_class3_moderate_fixed_0_1,OR_offshorewind_class12_moderate_floating_0_1,UT_landbasedwind_class3_moderate_1,UT_utilitypv_class1_moderate_1,WA_landbasedwind_class3_moderate_1,WA_utilitypv_class1_moderate_1,WA_offshorewind_class3_moderate_fixed_1_1,WA_offshorewind_class3_moderate_fixed_0_1,WA_offshorewind_class12_moderate_floating_0_1,WY_landbasedwind_class3_moderate_1,WY_utilitypv_class1_moderate_1,AZ_Deep_5_5_257_c171,AZ_Deep_6_5_283_c176,AZ_Deep_3_5_200_c161,AZ_Deep_6_5_273_c177,AZ_Deep_5_5_238_c172,AZ_Deep_6_5_263_c178,CA_NearField_2_5_254_c235,CA_NearField_3_5_270_c238,CA_NearField_4_5_283_c241,CA_Deep_4_5_262_c46,CA_Deep_5_5_290_c51,CA_NearField_5_5_289_c244,CA_NearField_3_5_228_c239,CA_NearField_4_5_253_c242,CA_Deep_5_5_278_c52,CA_Deep_4_5_243_c47,CA_Deep_3_5_214_c41,CA_Deep_5_5_269_c53,CA_NearField_2_5_203_c236,CA_NearField_5_5_268_c245,CA_Deep_6_5_298_c56,CA_Deep_5_5_263_c54,CO_Deep_5_5_268_c211,CO_Deep_6_5_290_c216,CO_Deep_3_5_198_c201,CO_Deep_4_5_218_c206,CO_Deep_6_5_277_c217,CO_Deep_5_5_240_c212,ID_Deep_5_5_285_c91,ID_Deep_5_5_269_c92,MT_Deep_4_5_213_c106,MT_Deep_3_5_188_c101,MT_Deep_5_5_236_c111,MT_Deep_6_5_262_c116,MT_Deep_3_5_179_c102,MT_Deep_4_5_191_c107,MT_Deep_6_5_232_c117,NM_Deep_5_5_272_c191,NM_Deep_6_5_294_c196,NM_Deep_6_5_284_c197,NM_Deep_5_5_250_c192,NM_Deep_4_5_219_c186,NM_Deep_6_5_274_c198,NM_Deep_5_5_236_c193,NV_NearField_2_5_239_c248,NV_NearField_3_5_262_c251,NV_NearField_4_5_271_c254,NV_Deep_4_5_249_c66,NV_NearField_5_5_283_c257,NV_Deep_5_5_273_c71,NV_NearField_2_5_200_c249,NV_NearField_3_5_216_c252,NV_Deep_5_5_265_c72,NV_Deep_3_5_211_c61,NV_Deep_6_5_296_c76,NV_Deep_6_5_290_c77,NV_Deep_5_5_254_c73,OR_NearField_2_5_261_c221,OR_NearField_3_5_288_c224,OR_NearField_2_5_225_c222,OR_NearField_4_5_288_c227,OR_NearField_3_5_239_c225,OR_NearField_5_5_300_c230,OR_NearField_2_5_200_c223,OR_Deep_4_5_250_c26,OR_Deep_5_5_282_c31,OR_NearField_5_5_275_c231,OR_NearField_4_5_239_c228,OR_Deep_5_5_268_c32,OR_NearField_6_5_300_c233,OR_Deep_6_5_296_c36,OR_Deep_4_5_229_c27,UT_NearField_2_5_250_c263,UT_NearField_3_5_286_c266,UT_NearField_2_5_225_c264,UT_NearField_4_5_288_c269,UT_NearField_3_5_239_c267,UT_Deep_3_5_230_c141,UT_NearField_5_5_288_c272,UT_Deep_5_5_282_c151,UT_NearField_2_5_200_c265,UT_NearField_4_5_239_c270,UT_Deep_4_5_229_c146,UT_Deep_5_5_256_c152,UT_Deep_6_5_291_c156,WA_Deep_6_5_294_c16,WA_Deep_5_5_256_c11,WA_Deep_6_5_272_c17,WA_Deep_4_5_214_c6,WA_Deep_5_5_231_c12,WY_Deep_4_5_207_c126,WY_Deep_6_5_261_c136,WY_Deep_5_5_225_c131,WY_Deep_3_5_170_c121,WY_Deep_3_5_166_c122,WY_Deep_6_5_228_c137,WY_Deep_3_5_160_c123,WY_Deep_4_5_179_c127,WY_Deep_3_5_153_c124,WY_Deep_6_5_213_c138
0.9367552282768778,0.0,0.5449008727600634,0.0,0.3237416676928736,0.0,0.7828898297199218,0.0,0.2902755421686747,0.0,0.7881017473528259,0.0,0.883,0.0,0.6631768193122158,0.0,0.8626306027820712,0.0,0.6772638478800048,0.0,0.4142089457034364,0.0,0.649972677230835,0.0,0.8641796112060547,0.0,0.9627205729484558,0.9627205729484558,0.9627205729484558,0.2823453843593597,0.0,0.7903096079826355,0.0,0.3449686169624328,0.0,0.4515509307384491,0.0,0.8058428168296814,0.0,0.8347896337509155,0.0,0.7907596826553345,0.7907596826553345,0.7907596826553345,0.5382845997810364,0.0,0.7602602243423462,0.0,0.9830036759376526,0.9830036759376526,0.9830036759376526,0.4200566112995147,0.0,1.05,1.05,1.07,1.03,1.04,1.03,1.02,1.02,1.02,1.01,1.0,1.02,1.02,1.02,1.01,1.0,1.01,1.0,1.02,1.02,0.99,1.0,0.99,0.99,0.99,0.99,0.98,0.99,1.01,1.01,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.99,0.99,1.0,1.02,1.0,1.03,0.99,1.0,1.02,1.01,1.04,1.03,1.02,0.98,0.98,0.98,0.98,0.98,0.9800000190734864,0.98,0.99,0.98,0.9800000190734864,0.98,0.98,0.9800000190734864,0.98,0.98,1.0199999809265137,1.02,1.0199999809265137,1.02,1.02,1.02,1.02,1.02,1.0199999809265137,1.02,1.02,1.02,1.02,0.94,0.94,0.94,0.94,0.94,1.01,1.0,1.01,1.01,1.0,1.0,1.01,1.0,1.01,1.0
0.9371309769268532,0.0,0.5000868080138908,0.0,0.2848516022750635,0.0,0.8320563878291616,0.0,0.3118922891566265,0.0,0.8314157915377577,0.0,0.909,0.0,0.5602232660956065,0.0,0.9292503863987636,0.0,0.6514022676272588,0.0,0.4305740859190003,0.0,0.6587520837783813,0.0,0.860815167427063,0.0,0.9827545881271362,0.9827545881271362,0.9827545881271362,0.2768411338329315,0.0,0.7954429388046265,0.0,0.3452553153038025,0.0,0.4734078645706177,0.0,0.7960357666015625,0.0,0.8137962222099304,0.0,0.8685813546180725,0.8685813546180725,0.8685813546180725,0.549268901348114,0.0,0.7580549716949463,0.0,0.9830036759376526,0.9830036759376526,0.9830036759376526,0.4081900417804718,0.0,1.04,1.04,1.06,1.02,1.03,1.02,1.01,1.01,1.01,1.0,1.0,1.01,1.01,1.01,1.0,1.0,1.0,1.0,1.01,1.01,0.98,1.0,0.98,0.98,0.99,0.98,0.98,0.98,1.01,1.01,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.01,1.0,1.03,0.99,0.99,1.01,1.0,1.03,1.02,1.02,0.98,0.98,0.98,0.98,0.98,0.9800000190734864,0.98,0.98,0.98,0.9800000190734864,0.98,0.97,0.9800000190734864,0.96,0.98,1.0099999904632568,1.01,1.0099999904632568,1.01,1.01,1.01,1.01,1.01,1.0099999904632568,1.01,1.01,1.01,1.01,0.94,0.93,0.93,0.93,0.93,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99
0.910814531173294,0.0,0.445988518260518,0.0,0.2475426940750495,0.0,0.8205655531776309,0.0,0.3319281325301204,0.0,0.7464486905747526,0.0,0.941,0.0,0.4513400236127508,0.0,0.9131074188562598,0.0,0.5475779201606237,0.0,0.4182320098185385,0.0,0.660192608833313,0.0,0.8641515374183655,0.0,0.9788654446601868,0.9788654446601868,0.9788654446601868,0.268049955368042,0.0,0.8133847713470459,0.0,0.3379240036010742,0.0,0.4669263958930969,0.0,0.7880121469497681,0.0,0.7928934693336487,0.0,0.8375908136367798,0.8375908136367798,0.8375908136367798,0.5685491561889648,0.0,0.7505121231079102,0.0,0.9830036759376526,0.9830036759376526,0.9830036759376526,0.3973287045955658,0.0,1.03,1.03,1.05,1.02,1.02,1.01,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,0.99,1.0,0.99,0.99,1.0,0.99,0.98,0.99,1.0,1.0,0.98,0.99,0.99,0.98,0.99,0.99,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.01,1.0,1.01,1.03,1.0,1.0,1.01,1.0,1.03,1.03,1.02,0.98,0.98,0.98,0.98,0.98,0.9800000190734864,0.98,0.98,0.97,0.9800000190734864,0.98,0.97,0.9800000190734864,0.96,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,0.93,0.93,0.92,0.93,0.92,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.99,0.99,0.99
0.8271698576337752,0.0,0.4164345210180228,0.0,0.1657573850956125,0.0,0.8284729692007071,0.0,0.3070326506024096,0.0,0.8241833195346203,0.0,0.895,0.0,0.2378193875756738,0.0,0.9110074703760948,0.0,0.4200498700838551,0.0,0.4138428393111741,0.0,0.6405291557312012,0.0,0.8625504970550537,0.0,0.9573932886123656,0.9573932886123656,0.9573932886123656,0.2575805783271789,0.0,0.8102665543556213,0.0,0.3396730720996856,0.0,0.4647342562675476,0.0,0.764423668384552,0.0,0.7713427543640137,0.0,0.7812210917472839,0.7812210917472839,0.7812210917472839,0.580012857913971,0.0,0.7420201897621155,0.0,0.9830036759376526,0.9830036759376526,0.9830036759376526,0.379702091217041,0.0,1.03,1.03,1.04,1.01,1.02,1.01,0.99,0.99,1.0,1.01,1.0,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.99,1.01,0.99,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.98,0.99,0.98,0.98,0.98,0.98,0.97,0.98,1.0,1.0,1.0,0.99,1.0,1.0,1.01,1.01,1.02,1.01,1.02,1.03,1.01,1.02,1.02,1.0,1.04,1.03,1.02,0.98,0.98,0.98,0.98,0.98,0.9800000190734864,0.98,0.98,0.98,0.9800000190734864,0.98,0.98,0.9800000190734864,0.96,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.92,0.91,0.92,0.92,0.99,0.99,0.99,1.0,0.99,0.99,0.99,0.99,1.0,0.99
0.7533548355424643,0.0,0.5484033447885599,0.0,0.1371060924565156,0.0,0.787508420954685,0.0,0.3336127710843373,0.0,0.8704867314479933,0.0,0.983,0.0,0.1893964430153985,0.0,0.937284131890778,0.0,0.3129441655840321,0.0,0.4192534418921389,0.0,0.6350328922271729,0.0,0.8566218614578247,0.0,0.9750405550003052,0.9750405550003052,0.9750405550003052,0.2444986850023269,0.0,0.7658160924911499,0.0,0.3388034403324127,0.0,0.4626592993736267,0.0,0.7368638515472412,0.0,0.7621006965637207,0.0,0.8017028570175171,0.8017028570175171,0.8017028570175171,0.5867848992347717,0.0,0.7442474365234375,0.0,0.9830036759376526,0.9830036759376526,0.9830036759376526,0.3541318476200104,0.0,1.03,1.03,1.04,1.01,1.02,1.01,0.99,0.99,1.0,1.01,1.0,0.99,0.99,0.99,1.0,1.0,1.01,1.0,0.99,1.01,0.99,1.0,1.01,1.01,1.01,1.01,1.0,1.01,1.0,1.01,0.99,0.99,0.99,0.98,0.99,0.99,0.98,1.01,1.02,1.01,1.01,1.01,1.01,1.01,1.0,1.01,1.01,1.02,1.01,1.04,1.0,1.02,1.03,1.01,1.04,1.04,1.03,0.99,0.99,0.99,0.99,0.99,0.9900000095367432,0.99,0.99,0.99,0.9900000095367432,0.99,0.99,0.9900000095367432,0.97,0.99,1.0099999904632568,1.01,1.0099999904632568,1.01,1.01,1.01,1.01,1.01,1.0099999904632568,1.01,1.01,1.01,1.01,0.92,0.92,0.92,0.92,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8030174766813941,0.0,0.6093249871209774,0.0,0.1125629615849688,0.0,0.7076012840792779,0.0,0.3198895180722891,0.0,0.8909177306200705,0.0,0.968,0.0,0.3525272425833354,0.0,0.9704299330242144,0.0,0.2948447206802882,0.0,0.2872721172366547,0.0,0.6245166659355164,0.0,0.8576123118400574,0.0,0.9756518602371216,0.9756518602371216,0.9756518602371216,0.2343402057886123,0.0,0.7345932722091675,0.0,0.3302949965000152,0.0,0.4759910702705383,0.0,0.6779239773750305,0.0,0.7653039693832397,0.0,0.9026522636413574,0.9026522636413574,0.9026522636413574,0.579799234867096,0.0,0.7360151410102844,0.0,0.9487306475639344,0.9487306475639344,0.9487306475639344,0.3255942463874817,0.0,1.04,1.03,1.05,1.02,1.03,1.02,1.0,1.0,1.01,1.01,1.01,1.0,1.0,1.0,1.01,1.01,1.01,1.0,1.0,1.02,0.99,1.01,1.03,1.03,1.03,1.03,1.02,1.02,1.02,1.02,1.01,1.01,1.01,1.0,1.01,1.01,0.99,1.04,1.04,1.04,1.04,1.04,1.04,1.03,1.01,1.01,1.02,1.03,1.02,1.04,1.01,1.02,1.04,1.02,1.05,1.04,1.04,0.99,0.99,0.99,0.99,0.99,0.9900000095367432,0.99,1.0,0.99,0.9900000095367432,0.99,0.99,0.9900000095367432,0.98,0.99,1.0299999713897705,1.03,1.0299999713897705,1.03,1.03,1.02,1.03,1.03,1.0299999713897705,1.03,1.03,1.03,1.03,0.93,0.93,0.93,0.93,0.94,1.02,1.02,1.02,1.02,1.02,1.02,1.01,1.02,1.02,1.02
0.8410006872852236,0.0,0.6502379713020499,0.0,0.0941630359966514,0.0,0.6269511491579045,0.0,0.327289156626506,0.0,0.8898281842346071,0.0,0.983,0.0,0.3483310557914039,0.0,0.9363307573415766,0.0,0.3526072103460494,0.0,0.2537280058615442,0.0,0.6066705584526062,0.0,0.8584209680557251,0.0,0.9736101031303406,0.9736101031303406,0.9736101031303406,0.2252358347177505,0.0,0.7156839966773987,0.0,0.325469821691513,0.0,0.4918174743652344,0.0,0.6538035869598389,0.0,0.7686346769332886,0.0,0.9184464812278748,0.9184464812278748,0.9184464812278748,0.5678727030754089,0.0,0.733521580696106,0.0,0.9709999561309814,0.9709999561309814,0.9709999561309814,0.3038399219512939,0.0,1.04,1.04,1.06,1.04,1.04,1.03,1.01,1.01,1.02,1.02,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.0,1.01,1.04,1.04,1.04,1.04,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.01,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.02,1.02,1.03,1.04,1.03,1.05,1.02,1.03,1.04,1.03,1.06,1.05,1.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0499999523162842,1.05,1.0499999523162842,1.05,1.05,1.04,1.05,1.04,1.0499999523162842,1.05,1.04,1.04,1.04,0.94,0.94,0.94,0.94,0.95,1.04,1.04,1.04,1.04,1.04,1.03,1.03,1.04,1.04,1.04
0.4896578301423662,0.0,0.6438588976168729,0.0,0.0754893498279229,0.0,0.5570726714431935,0.0,0.3314566265060241,0.0,0.7551726001132947,0.0,0.959,0.0,0.2958490793539149,0.0,0.8064082946934571,0.0,0.4207605113971891,0.0,0.1828758261535536,0.0,0.580615758895874,0.0,0.8784769773483276,0.0,0.9798186421394348,0.9798186421394348,0.9798186421394348,0.219071164727211,0.0,0.700140655040741,0.0,0.3244538903236389,0.0,0.4865857660770416,0.0,0.6399597525596619,0.0,0.7733820080757141,0.0,0.9234762787818908,0.9234762787818908,0.9234762787818908,0.5623752474784851,0.0,0.7307472229003906,0.0,0.9415914416313172,0.9415914416313172,0.9415914416313172,0.293152242898941,0.0,1.05,1.05,1.06,1.04,1.05,1.04,1.02,1.02,1.02,1.02,1.01,1.02,1.02,1.02,1.01,1.01,1.02,1.01,1.02,1.02,1.01,1.02,1.04,1.04,1.05,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.05,1.04,1.02,1.06,1.05,1.05,1.05,1.06,1.05,1.05,1.03,1.03,1.04,1.05,1.04,1.06,1.03,1.04,1.05,1.04,1.06,1.05,1.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0499999523162842,1.05,1.0499999523162842,1.05,1.05,1.04,1.05,1.04,1.0499999523162842,1.05,1.04,1.04,1.04,0.95,0.94,0.95,0.95,0.95,1.06,1.06,1.06,1.06,1.06,1.04,1.05,1.06,1.06,1.04
0.5007079037800687,0.0,0.5173018799303453,0.0,0.0622072365361361,0.0,0.4330092118730809,0.0,0.2992732530120481,0.0,0.7536527953287724,0.0,0.937,0.0,0.3026633424602477,0.0,0.8559247810407007,0.0,0.5051597673319949,0.0,0.2196810997018136,0.0,0.5624427795410156,0.0,0.8848190903663635,0.0,0.9828106164932252,0.9828106164932252,0.9828106164932252,0.2139840722084045,0.0,0.6883442401885986,0.0,0.3219188749790191,0.0,0.4883750379085541,0.0,0.6337524056434631,0.0,0.7806180715560913,0.0,0.9600074887275696,0.9600074887275696,0.9600074887275696,0.5616286993026733,0.0,0.717734694480896,0.0,0.9004411697387695,0.9004411697387695,0.9004411697387695,0.2940013706684112,0.0,1.06,1.06,1.07,1.05,1.05,1.05,1.03,1.03,1.03,1.02,1.02,1.03,1.03,1.03,1.02,1.02,1.02,1.01,1.03,1.03,1.01,1.02,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.04,1.05,1.04,1.05,1.05,1.05,1.05,1.04,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.04,1.04,1.05,1.06,1.05,1.06,1.04,1.05,1.05,1.05,1.06,1.06,1.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0499999523162842,1.05,1.0499999523162842,1.05,1.05,1.05,1.05,1.05,1.0499999523162842,1.05,1.05,1.05,1.05,0.95,0.95,0.95,0.95,0.95,1.07,1.06,1.07,1.06,1.07,1.06,1.07,1.06,1.06,1.05
0.7113120274914089,0.0032046473350974,0.589794545277226,0.0,0.0717252720677146,0.0409031652834186,0.406928538196706,0.0,0.2809507228915662,0.0,0.7605211991807922,0.0416686680870295,0.837,0.0,0.4352611218568665,0.0,0.7607174137042763,0.000378904059038,0.5282943191212944,0.0,0.2885460317182857,0.0,0.5286037921905518,0.0027509392239153,0.8854949474334717,0.0,0.980106234550476,0.980106234550476,0.980106234550476,0.2204136699438095,0.0153570156544446,0.6786825656890869,0.0,0.3125492334365845,0.0,0.5180744528770447,0.0089894058182835,0.6272591352462769,2.920312363130506e-5,0.7910189628601074,0.0,0.9626259207725524,0.9626259207725524,0.9626259207725524,0.533882200717926,0.0,0.7188623547554016,0.0,0.9821398854255676,0.9821398854255676,0.9821398854255676,0.2998884320259094,0.0129346884787082,1.06,1.06,1.07,1.05,1.05,1.05,1.04,1.04,1.03,1.02,1.02,1.04,1.04,1.04,1.02,1.02,1.02,1.01,1.04,1.03,1.01,1.02,1.06,1.06,1.06,1.06,1.05,1.05,1.05,1.05,1.05,1.04,1.05,1.05,1.05,1.05,1.04,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.07,1.06,1.06,1.06,1.06,1.07,1.06,1.06,1.01,1.01,1.01,1.01,1.01,1.0099999904632568,1.01,1.01,1.0,1.0099999904632568,1.01,1.0,1.0099999904632568,0.99,1.01,1.0499999523162842,1.05,1.0499999523162842,1.05,1.05,1.05,1.05,1.05,1.0499999523162842,1.05,1.05,1.05,1.05,0.95,0.95,0.95,0.95,0.96,1.06,1.06,1.06,1.05,1.06,1.06,1.07,1.06,1.05,1.06
